tool,cell_id,dataset_count
celltypist,https://purl.org/ccf/ASCTB-TEMP_lec3-adgrg3-,66
celltypist,https://purl.org/ccf/ASCTB-TEMP_lec4-stab2-,74
celltypist,https://purl.org/ccf/ASCTB-TEMP_lec5-cldn11-,49
celltypist,https://purl.org/ccf/ASCTB-TEMP_lec6-adamts4-,73
celltypist,https://purl.org/ccf/ASCTB-TEMP_lti-like-ncr-ilc3,64
celltypist,https://purl.org/ccf/ASCTB-TEMP_lymphoid-dc,70
celltypist,https://purl.org/ccf/ASCTB-TEMP_lyve1-macrophage,62
celltypist,https://purl.org/ccf/ASCTB-TEMP_lz-gc-cell,40
celltypist,https://purl.org/ccf/ASCTB-TEMP_m-x-cells-mln-ghrl-,49
celltypist,https://purl.org/ccf/ASCTB-TEMP_macrophages,64
celltypist,https://purl.org/ccf/ASCTB-TEMP_mait-cell,70
celltypist,https://purl.org/ccf/ASCTB-TEMP_mast-cell,62
celltypist,https://purl.org/ccf/ASCTB-TEMP_mature-arterial-ec,76
celltypist,https://purl.org/ccf/ASCTB-TEMP_mature-venous-ec,75
celltypist,https://purl.org/ccf/ASCTB-TEMP_megakaryocyte,59
celltypist,https://purl.org/ccf/ASCTB-TEMP_memory-b,61
celltypist,https://purl.org/ccf/ASCTB-TEMP_mesoderm-1-hand1-,67
celltypist,https://purl.org/ccf/ASCTB-TEMP_mesoderm-2-zeb2-,11
celltypist,https://purl.org/ccf/ASCTB-TEMP_mesothelium,34
celltypist,https://purl.org/ccf/ASCTB-TEMP_mesothelium-prg4-,26
celltypist,https://purl.org/ccf/ASCTB-TEMP_mesothelium-rgs5-,68
celltypist,https://purl.org/ccf/ASCTB-TEMP_microfold-cell,79
celltypist,https://purl.org/ccf/ASCTB-TEMP_mln-stroma-fmo2-,57
celltypist,https://purl.org/ccf/ASCTB-TEMP_mlto,69
celltypist,https://purl.org/ccf/ASCTB-TEMP_mmp9-inflammatory-macrophage,61
celltypist,https://purl.org/ccf/ASCTB-TEMP_monocytes,64
celltypist,https://purl.org/ccf/ASCTB-TEMP_mpo-mono-neutrophil,52
celltypist,https://purl.org/ccf/ASCTB-TEMP_myofibroblast,77
celltypist,https://purl.org/ccf/ASCTB-TEMP_myofibroblast-rspo2-,73
celltypist,https://purl.org/ccf/ASCTB-TEMP_n-cells-nts-,42
celltypist,https://purl.org/ccf/ASCTB-TEMP_naive-b,63
celltypist,https://purl.org/ccf/ASCTB-TEMP_neuroblast,53
celltypist,https://purl.org/ccf/ASCTB-TEMP_nk-cell,72
celltypist,https://purl.org/ccf/ASCTB-TEMP_nk-t-cell,71
celltypist,https://purl.org/ccf/ASCTB-TEMP_paneth,72
celltypist,https://purl.org/ccf/ASCTB-TEMP_pdc,52
celltypist,https://purl.org/ccf/ASCTB-TEMP_pericyte,66
celltypist,https://purl.org/ccf/ASCTB-TEMP_pre-b,70
celltypist,https://purl.org/ccf/ASCTB-TEMP_pro-b,62
celltypist,https://purl.org/ccf/ASCTB-TEMP_progenitor-neurog3-,72
celltypist,https://purl.org/ccf/ASCTB-TEMP_proximal-progenitor,71
celltypist,https://purl.org/ccf/ASCTB-TEMP_rbc,59
celltypist,https://purl.org/ccf/ASCTB-TEMP_sell-cd4-t,59
celltypist,https://purl.org/ccf/ASCTB-TEMP_sell-cd8-t,66
celltypist,https://purl.org/ccf/ASCTB-TEMP_smc-part1-capn3-,70
celltypist,https://purl.org/ccf/ASCTB-TEMP_smc-plpp2-,67
celltypist,https://purl.org/ccf/ASCTB-TEMP_stat1-naive-b,75
celltypist,https://purl.org/ccf/ASCTB-TEMP_stem-cells,77
celltypist,https://purl.org/ccf/ASCTB-TEMP_stromal-1-adamdec1-,9
celltypist,https://purl.org/ccf/ASCTB-TEMP_stromal-1-ccl11-,63
celltypist,https://purl.org/ccf/ASCTB-TEMP_stromal-2-ch25h-,52
celltypist,https://purl.org/ccf/ASCTB-TEMP_stromal-2-npy-,62
celltypist,https://purl.org/ccf/ASCTB-TEMP_stromal-3-c7-,61
celltypist,https://purl.org/ccf/ASCTB-TEMP_stromal-3-kcnn3-,65
celltypist,https://purl.org/ccf/ASCTB-TEMP_stromal-4-mmp1-,51
celltypist,https://purl.org/ccf/ASCTB-TEMP_t-reticular,72
celltypist,https://purl.org/ccf/ASCTB-TEMP_ta,66
celltypist,https://purl.org/ccf/ASCTB-TEMP_tfh,75
celltypist,https://purl.org/ccf/ASCTB-TEMP_th1,67
celltypist,https://purl.org/ccf/ASCTB-TEMP_th17,53
celltypist,https://purl.org/ccf/ASCTB-TEMP_transitional-stromal-3-c3-,75
celltypist,https://purl.org/ccf/ASCTB-TEMP_trdv2-trgv9-gdt,61
celltypist,https://purl.org/ccf/ASCTB-TEMP_treg,55
celltypist,https://purl.org/ccf/ASCTB-TEMP_trgv2-gdt,78
celltypist,https://purl.org/ccf/ASCTB-TEMP_trgv4-gdt,70
celltypist,https://purl.org/ccf/ASCTB-TEMP_trgv5-7-gdt,28
celltypist,https://purl.org/ccf/ASCTB-TEMP_tuft,76
celltypist,https://purl.org/ccf/ASCTB-TEMP_venous-capillary,36
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_b,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_cd4-t-cell,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_cd57-enterocyte,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_cd66-enterocyte,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_cd68-macrophage,10
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_cd7-immune,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_cd8-t,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_cycling-ta,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_dc,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_endothelial,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_enterocyte,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_goblet,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_icc,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_lymphatic,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_m1-macrophage,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_m2-macrophage,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_muc1-enterocyte,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_nerve,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_neuroendocrine,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_neutrophil,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_nk,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_paneth,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_plasma,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_smooth-muscle,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_stroma,64
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_t-helper,10
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_t-killer,10
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_t-reg,10
sc_proteomics,https://purl.org/ccf/ASCTB-TEMP_ta,64
