tool,cell_id,dataset_count
celltypist,https://purl.org/ccf/ASCTB-TEMP_cycling-plasma-cell,76
celltypist,https://purl.org/ccf/ASCTB-TEMP_cycling-stromal,11
celltypist,https://purl.org/ccf/ASCTB-TEMP_d-cells-sst-,63
celltypist,https://purl.org/ccf/ASCTB-TEMP_differentiating-glia,27
celltypist,https://purl.org/ccf/ASCTB-TEMP_distal-progenitor,50
celltypist,https://purl.org/ccf/ASCTB-TEMP_dz-gc-cell,64
celltypist,https://purl.org/ccf/ASCTB-TEMP_ec-cells-npw-,49
celltypist,https://purl.org/ccf/ASCTB-TEMP_ec-cells-tac1-,62
celltypist,https://purl.org/ccf/ASCTB-TEMP_eecs,77
celltypist,https://purl.org/ccf/ASCTB-TEMP_encc-glia-progenitor,39
celltypist,https://purl.org/ccf/ASCTB-TEMP_enterocyte,68
celltypist,https://purl.org/ccf/ASCTB-TEMP_fcrl4-memory-b,44
celltypist,https://purl.org/ccf/ASCTB-TEMP_fdc,53
celltypist,https://purl.org/ccf/ASCTB-TEMP_fetal-arterial-ec,53
celltypist,https://purl.org/ccf/ASCTB-TEMP_fetal-venous-ec,63
celltypist,https://purl.org/ccf/ASCTB-TEMP_gc-b-cell,39
celltypist,https://purl.org/ccf/ASCTB-TEMP_gdt,8
celltypist,https://purl.org/ccf/ASCTB-TEMP_germ,51
celltypist,https://purl.org/ccf/ASCTB-TEMP_glia-1-dhh-,47
celltypist,https://purl.org/ccf/ASCTB-TEMP_glia-2-eln-,62
celltypist,https://purl.org/ccf/ASCTB-TEMP_glia-3-bcan-,72
celltypist,https://purl.org/ccf/ASCTB-TEMP_goblet-cell,78
celltypist,https://purl.org/ccf/ASCTB-TEMP_i-cells-cck-,68
celltypist,https://purl.org/ccf/ASCTB-TEMP_icc,45
celltypist,https://purl.org/ccf/ASCTB-TEMP_iga-plasma-cell,44
celltypist,https://purl.org/ccf/ASCTB-TEMP_igg-plasma-cell,63
celltypist,https://purl.org/ccf/ASCTB-TEMP_igm-plasma-cell,9
celltypist,https://purl.org/ccf/ASCTB-TEMP_ilc2,46
celltypist,https://purl.org/ccf/ASCTB-TEMP_ilc3,50
celltypist,https://purl.org/ccf/ASCTB-TEMP_ilcp,55
celltypist,https://purl.org/ccf/ASCTB-TEMP_immature-b,24
celltypist,https://purl.org/ccf/ASCTB-TEMP_immature-pericyte,47
celltypist,https://purl.org/ccf/ASCTB-TEMP_k-cells-gip-,61
celltypist,https://purl.org/ccf/ASCTB-TEMP_l-cells-pyy-,69
celltypist,https://purl.org/ccf/ASCTB-TEMP_lec1-ackr4-,68
celltypist,https://purl.org/ccf/ASCTB-TEMP_lec2-madcam1-,36
celltypist,https://purl.org/ccf/ASCTB-TEMP_lec3-adgrg3-,64
celltypist,https://purl.org/ccf/ASCTB-TEMP_lec4-stab2-,72
celltypist,https://purl.org/ccf/ASCTB-TEMP_lec5-cldn11-,47
celltypist,https://purl.org/ccf/ASCTB-TEMP_lec6-adamts4-,71
celltypist,https://purl.org/ccf/ASCTB-TEMP_lti-like-ncr-ilc3,62
celltypist,https://purl.org/ccf/ASCTB-TEMP_lymphoid-dc,68
celltypist,https://purl.org/ccf/ASCTB-TEMP_lyve1-macrophage,60
celltypist,https://purl.org/ccf/ASCTB-TEMP_lz-gc-cell,38
celltypist,https://purl.org/ccf/ASCTB-TEMP_m-x-cells-mln-ghrl-,48
celltypist,https://purl.org/ccf/ASCTB-TEMP_macrophages,62
celltypist,https://purl.org/ccf/ASCTB-TEMP_mait-cell,68
celltypist,https://purl.org/ccf/ASCTB-TEMP_mast-cell,60
celltypist,https://purl.org/ccf/ASCTB-TEMP_mature-arterial-ec,74
celltypist,https://purl.org/ccf/ASCTB-TEMP_mature-venous-ec,73
celltypist,https://purl.org/ccf/ASCTB-TEMP_megakaryocyte,57
celltypist,https://purl.org/ccf/ASCTB-TEMP_memory-b,59
celltypist,https://purl.org/ccf/ASCTB-TEMP_mesoderm-1-hand1-,65
celltypist,https://purl.org/ccf/ASCTB-TEMP_mesoderm-2-zeb2-,11
celltypist,https://purl.org/ccf/ASCTB-TEMP_mesothelium,32
celltypist,https://purl.org/ccf/ASCTB-TEMP_mesothelium-prg4-,24
celltypist,https://purl.org/ccf/ASCTB-TEMP_mesothelium-rgs5-,66
celltypist,https://purl.org/ccf/ASCTB-TEMP_microfold-cell,77
celltypist,https://purl.org/ccf/ASCTB-TEMP_mln-stroma-fmo2-,55
celltypist,https://purl.org/ccf/ASCTB-TEMP_mlto,67
celltypist,https://purl.org/ccf/ASCTB-TEMP_mmp9-inflammatory-macrophage,59
celltypist,https://purl.org/ccf/ASCTB-TEMP_monocytes,62
celltypist,https://purl.org/ccf/ASCTB-TEMP_mpo-mono-neutrophil,50
celltypist,https://purl.org/ccf/ASCTB-TEMP_myofibroblast,75
celltypist,https://purl.org/ccf/ASCTB-TEMP_myofibroblast-rspo2-,71
celltypist,https://purl.org/ccf/ASCTB-TEMP_n-cells-nts-,40
celltypist,https://purl.org/ccf/ASCTB-TEMP_naive-b,61
celltypist,https://purl.org/ccf/ASCTB-TEMP_neuroblast,51
celltypist,https://purl.org/ccf/ASCTB-TEMP_nk-cell,70
celltypist,https://purl.org/ccf/ASCTB-TEMP_nk-t-cell,69
celltypist,https://purl.org/ccf/ASCTB-TEMP_paneth,70
celltypist,https://purl.org/ccf/ASCTB-TEMP_pdc,50
celltypist,https://purl.org/ccf/ASCTB-TEMP_pericyte,64
celltypist,https://purl.org/ccf/ASCTB-TEMP_pre-b,68
celltypist,https://purl.org/ccf/ASCTB-TEMP_pro-b,60
celltypist,https://purl.org/ccf/ASCTB-TEMP_progenitor-neurog3-,70
celltypist,https://purl.org/ccf/ASCTB-TEMP_proximal-progenitor,69
celltypist,https://purl.org/ccf/ASCTB-TEMP_rbc,57
celltypist,https://purl.org/ccf/ASCTB-TEMP_sell-cd4-t,57
celltypist,https://purl.org/ccf/ASCTB-TEMP_sell-cd8-t,64
celltypist,https://purl.org/ccf/ASCTB-TEMP_smc-part1-capn3-,68
celltypist,https://purl.org/ccf/ASCTB-TEMP_smc-plpp2-,65
celltypist,https://purl.org/ccf/ASCTB-TEMP_stat1-naive-b,73
celltypist,https://purl.org/ccf/ASCTB-TEMP_stem-cells,75
celltypist,https://purl.org/ccf/ASCTB-TEMP_stromal-1-adamdec1-,9
celltypist,https://purl.org/ccf/ASCTB-TEMP_stromal-1-ccl11-,61
celltypist,https://purl.org/ccf/ASCTB-TEMP_stromal-2-ch25h-,50
celltypist,https://purl.org/ccf/ASCTB-TEMP_stromal-2-npy-,60
celltypist,https://purl.org/ccf/ASCTB-TEMP_stromal-3-c7-,59
celltypist,https://purl.org/ccf/ASCTB-TEMP_stromal-3-kcnn3-,63
celltypist,https://purl.org/ccf/ASCTB-TEMP_stromal-4-mmp1-,49
celltypist,https://purl.org/ccf/ASCTB-TEMP_t-reticular,70
celltypist,https://purl.org/ccf/ASCTB-TEMP_ta,64
celltypist,https://purl.org/ccf/ASCTB-TEMP_tfh,73
celltypist,https://purl.org/ccf/ASCTB-TEMP_th1,65
celltypist,https://purl.org/ccf/ASCTB-TEMP_th17,51
celltypist,https://purl.org/ccf/ASCTB-TEMP_transitional-stromal-3-c3-,73
celltypist,https://purl.org/ccf/ASCTB-TEMP_trdv2-trgv9-gdt,59
celltypist,https://purl.org/ccf/ASCTB-TEMP_treg,53
celltypist,https://purl.org/ccf/ASCTB-TEMP_trgv2-gdt,76
celltypist,https://purl.org/ccf/ASCTB-TEMP_trgv4-gdt,68
celltypist,https://purl.org/ccf/ASCTB-TEMP_trgv5-7-gdt,27
celltypist,https://purl.org/ccf/ASCTB-TEMP_tuft,74
celltypist,https://purl.org/ccf/ASCTB-TEMP_venous-capillary,34
spatial,https://purl.org/ccf/ASCTB-TEMP_b,64
spatial,https://purl.org/ccf/ASCTB-TEMP_cd4-t-cell,64
spatial,https://purl.org/ccf/ASCTB-TEMP_cd57-enterocyte,64
spatial,https://purl.org/ccf/ASCTB-TEMP_cd66-enterocyte,64
spatial,https://purl.org/ccf/ASCTB-TEMP_cd68-macrophage,10
spatial,https://purl.org/ccf/ASCTB-TEMP_cd7-immune,64
spatial,https://purl.org/ccf/ASCTB-TEMP_cd8-t,64
spatial,https://purl.org/ccf/ASCTB-TEMP_cycling-ta,64
spatial,https://purl.org/ccf/ASCTB-TEMP_dc,64
spatial,https://purl.org/ccf/ASCTB-TEMP_endothelial,64
spatial,https://purl.org/ccf/ASCTB-TEMP_enterocyte,64
spatial,https://purl.org/ccf/ASCTB-TEMP_goblet,64
spatial,https://purl.org/ccf/ASCTB-TEMP_icc,64
spatial,https://purl.org/ccf/ASCTB-TEMP_lymphatic,64
spatial,https://purl.org/ccf/ASCTB-TEMP_m1-macrophage,64
spatial,https://purl.org/ccf/ASCTB-TEMP_m2-macrophage,64
spatial,https://purl.org/ccf/ASCTB-TEMP_muc1-enterocyte,64
spatial,https://purl.org/ccf/ASCTB-TEMP_nerve,64
spatial,https://purl.org/ccf/ASCTB-TEMP_neuroendocrine,64
spatial,https://purl.org/ccf/ASCTB-TEMP_neutrophil,64
spatial,https://purl.org/ccf/ASCTB-TEMP_nk,64
spatial,https://purl.org/ccf/ASCTB-TEMP_paneth,64
spatial,https://purl.org/ccf/ASCTB-TEMP_plasma,64
spatial,https://purl.org/ccf/ASCTB-TEMP_smooth-muscle,64
spatial,https://purl.org/ccf/ASCTB-TEMP_stroma,64
spatial,https://purl.org/ccf/ASCTB-TEMP_t-helper,10
spatial,https://purl.org/ccf/ASCTB-TEMP_t-killer,10
spatial,https://purl.org/ccf/ASCTB-TEMP_t-reg,10
spatial,https://purl.org/ccf/ASCTB-TEMP_ta,64
