tool,cell_id,cell_label,count,avg_percentage_of_total
azimuth,https://purl.org/ccf/ASCTB-TEMP_alveolar-m-ccl3-,Alveolar M�� CCL3+,22,0.0010700125083407132
azimuth,http://purl.obolibrary.org/obo/CL_1000491,mesothelial cell of pleura,10,3.1862265570051067E-4
azimuth,http://purl.obolibrary.org/obo/CL_4033045,lung migratory dendritic cell,6,3.127280308558324E-4
celltypist,http://purl.obolibrary.org/obo/CL_0002063,pulmonary alveolar type 2 cell,630968,0.1873150454968968
celltypist,http://purl.obolibrary.org/obo/CL_0002633,respiratory basal cell,542422,0.06095881342053177
celltypist,http://purl.obolibrary.org/obo/CL_0000492,CD4-positive helper T cell,399440,0.07317618595973056
celltypist,http://purl.obolibrary.org/obo/CL_0002144,capillary endothelial cell,328858,0.07505404777602273
celltypist,http://purl.obolibrary.org/obo/CL_0002062,pulmonary alveolar type 1 cell,319804,0.08845795550534409
celltypist,http://purl.obolibrary.org/obo/CL_0005012,multi-ciliated epithelial cell,283756,0.05098495625173554
celltypist,http://purl.obolibrary.org/obo/CL_0000158,club cell,204410,0.02866387315594965
celltypist,http://purl.obolibrary.org/obo/CL_0000875,non-classical monocyte,139738,0.051385975516317725
celltypist,http://purl.obolibrary.org/obo/CL_4028004,alveolar type 1 fibroblast cell,126836,0.047095452003391394
celltypist,http://purl.obolibrary.org/obo/CL_0019001,tracheobronchial serous cell,71852,0.02306818439680632
celltypist,http://purl.obolibrary.org/obo/CL_1000312,bronchial goblet cell,70142,0.0122270223466326
celltypist,http://purl.obolibrary.org/obo/CL_4028003,alveolar capillary type 2 endothelial cell,61798,0.025763413116361347
celltypist,http://purl.obolibrary.org/obo/CL_1001603,lung macrophage,61670,0.04793202008082054
celltypist,http://purl.obolibrary.org/obo/CL_0000913,"effector memory CD8-positive, alpha-beta T cell",49202,0.013138049569660694
celltypist,http://purl.obolibrary.org/obo/CL_0000583,alveolar macrophage,48614,0.0621061958944285
celltypist,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,46930,0.015901279361301902
celltypist,http://purl.obolibrary.org/obo/CL_0000669,pericyte,40148,0.01421648380543059
celltypist,http://purl.obolibrary.org/obo/CL_1000413,endothelial cell of artery,35350,0.01205805741191783
celltypist,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell,29022,0.009706571933285075
celltypist,http://purl.obolibrary.org/obo/CL_0000165,neuroendocrine cell,28310,0.005164454216743629
celltypist,http://purl.obolibrary.org/obo/CL_1000414,endothelial cell of venule,27252,0.008856046193388999
celltypist,http://purl.obolibrary.org/obo/CL_0002399,CD1c-positive myeloid dendritic cell,26002,0.010393519873951084
celltypist,http://purl.obolibrary.org/obo/CL_0000097,mast cell,25952,0.008326995231310797
celltypist,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,23030,0.007289958301192089
celltypist,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell,14226,0.01021886855639901
celltypist,http://purl.obolibrary.org/obo/CL_0002241,pulmonary interstitial fibroblast,10972,0.0054650139700403565
celltypist,http://purl.obolibrary.org/obo/CL_4028006,alveolar adventitial fibroblast,10510,0.007343234903841349
celltypist,http://purl.obolibrary.org/obo/CL_4033043,lung interstitial macrophage,9988,0.009706968432558694
celltypist,http://purl.obolibrary.org/obo/CL_0000236,B cell,8902,0.007527409929489914
celltypist,http://purl.obolibrary.org/obo/CL_4033022,mucus secreting cell of bronchus submucosal gland,8508,0.0016626422843823972
celltypist,http://purl.obolibrary.org/obo/CL_0000186,myofibroblast cell,6526,0.004239410629736826
celltypist,http://purl.obolibrary.org/obo/CL_4033005,serous secreting cell of bronchus submucosal gland,5404,0.0019150109386423951
celltypist,http://purl.obolibrary.org/obo/CL_0000576,monocyte,3798,0.007813333010217737
celltypist,http://purl.obolibrary.org/obo/CL_0000313,serous secreting cell,3794,0.0010522125481323087
celltypist,http://purl.obolibrary.org/obo/CL_0002394,CD141-positive myeloid dendritic cell,3664,0.001151383357769507
celltypist,http://purl.obolibrary.org/obo/CL_0010003,AT0,3286,0.002921373896742537
celltypist,http://purl.obolibrary.org/obo/CL_4033044,deuterosomal cell,2740,9.251350142197417E-4
celltypist,http://purl.obolibrary.org/obo/CL_4033041,CCL3-positive alveolar macrophage,2734,0.0011385391242767877
celltypist,http://purl.obolibrary.org/obo/CL_1000491,mesothelial cell of pleura,2482,7.388420781013767E-4
celltypist,http://purl.obolibrary.org/obo/CL_0002480,Goblet (nasal),1980,0.0010267117731412524
celltypist,http://purl.obolibrary.org/obo/CL_0000784,plasmacytoid dendritic cell,1934,9.285238099975457E-4
celltypist,http://purl.obolibrary.org/obo/CL_0000084,T cell,1038,4.606246745807653E-4
celltypist,http://purl.obolibrary.org/obo/CL_4033042,metallothionein-positive alveolar macrophage,982,5.641814321541015E-4
celltypist,http://purl.obolibrary.org/obo/CL_0005006,ionocyte,956,3.886848130355027E-4
celltypist,http://purl.obolibrary.org/obo/CL_0001056,"dendritic cell, human",774,6.147452772633657E-4
celltypist,http://purl.obolibrary.org/obo/CL_4033023,airway submucosal gland collecting duct epithelial cell,724,4.6260207374842544E-4
celltypist,http://purl.obolibrary.org/obo/CL_0002075,brush cell of tracheobronchial tree,686,3.2877019110541213E-4
celltypist,http://purl.obolibrary.org/obo/CL_0000037,hematopoietic stem cell,632,2.819058152784767E-4
celltypist,http://purl.obolibrary.org/obo/CL_0019003,tracheobronchial goblet cell,542,2.494579957808509E-4
celltypist,http://purl.obolibrary.org/obo/CL_4023054,mesothelial fibroblast,324,1.9049137494951866E-4
popv,http://purl.obolibrary.org/obo/CL_0002063,pulmonary alveolar type 2 cell,492152,0.21647289705394088
popv,http://purl.obolibrary.org/obo/CL_0000624,"CD4-positive, alpha-beta T cell",362292,0.1277035906858792
popv,http://purl.obolibrary.org/obo/CL_0002144,capillary endothelial cell,293102,0.12297767935877349
popv,http://purl.obolibrary.org/obo/CL_0000057,fibroblast,209748,0.10402369089753523
popv,http://purl.obolibrary.org/obo/CL_0002062,pulmonary alveolar type 1 cell,169262,0.08430735448392908
popv,http://purl.obolibrary.org/obo/CL_0000235,macrophage,100288,0.11586477940786812
popv,http://purl.obolibrary.org/obo/CL_0000158,club cell,77436,0.035761309907313535
popv,http://purl.obolibrary.org/obo/CL_1000271,lung ciliated cell,51986,0.025538128272446538
popv,http://purl.obolibrary.org/obo/CL_0002543,vein endothelial cell,43558,0.01877534547883116
popv,http://purl.obolibrary.org/obo/CL_0000775,neutrophil,29566,0.019811603222969723
popv,http://purl.obolibrary.org/obo/CL_0000767,basophil,24688,0.013823945171712555
popv,http://purl.obolibrary.org/obo/CL_0000646,basal cell,20860,0.008486853396469658
popv,http://purl.obolibrary.org/obo/CL_0000669,pericyte,18404,0.010893799387679343
popv,http://purl.obolibrary.org/obo/CL_0001050,"effector CD8-positive, alpha-beta T cell",18232,0.0064133240127958145
popv,http://purl.obolibrary.org/obo/CL_0000860,classical monocyte,15992,0.01667262863670061
popv,http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T cell",14638,0.010770596440951442
popv,http://purl.obolibrary.org/obo/CL_0000875,non-classical monocyte,12440,0.016526428204599757
popv,http://purl.obolibrary.org/obo/CL_1000413,endothelial cell of artery,10224,0.005294234058695359
popv,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,8388,0.007036097356960834
popv,http://purl.obolibrary.org/obo/CL_0000814,mature NK T cell,8204,0.007433112616297329
popv,http://purl.obolibrary.org/obo/CL_0002370,respiratory goblet cell,7224,0.00406486120370227
popv,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,4994,0.0044236136532813585
popv,http://purl.obolibrary.org/obo/CL_0000236,B cell,4618,0.006449744599611151
popv,http://purl.obolibrary.org/obo/CL_0002598,bronchial smooth muscle cell,3724,0.0025583293856572507
popv,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell,3208,0.006568850592126994
popv,http://purl.obolibrary.org/obo/CL_0000359,vascular associated smooth muscle cell,992,9.025946986818193E-4
popv,http://purl.obolibrary.org/obo/CL_0001044,"effector CD4-positive, alpha-beta T cell",916,5.663042894815631E-4
popv,http://purl.obolibrary.org/obo/CL_1000331,serous cell of epithelium of bronchus,586,0.0025649763298965004
popv,http://purl.obolibrary.org/obo/CL_2000016,lung microvascular endothelial cell,358,4.299238000691769E-4
popv,http://purl.obolibrary.org/obo/CL_4028006,alveolar adventitial fibroblast,304,6.174226934701569E-4
popv,http://purl.obolibrary.org/obo/CL_0002393,intermediate monocyte,240,7.898113568335722E-4
popv,http://purl.obolibrary.org/obo/CL_0017000,pulmonary ionocyte,56,2.468897240311705E-4
popv,http://purl.obolibrary.org/obo/CL_0000784,plasmacytoid dendritic cell,42,4.827632280685124E-4
popv,http://purl.obolibrary.org/obo/CL_0000071,blood vessel endothelial cell,18,1.7430425816091104E-4
popv,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell,16,0.001355243096730476
popv,http://purl.obolibrary.org/obo/CL_0000077,mesothelial cell,12,3.1703898031229045E-4
