sex,dataset,organ,cell_count,in_atlas,has_cell_summary,has_extraction_site,has_publication,in_high_quality_portal,portal,study_paper,doi,lead_author
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#D6$right%20cardiac%20atrium,Heart,9,false,true,false,true,false,CxG,Spatially resolved multiomics of human cardiac niches,https://doi.org/10.1038/s41586-023-06311-1,Kazumasa Kanemaru
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#D7$heart%20left%20ventricle,Heart,6,false,true,false,true,false,CxG,Spatially resolved multiomics of human cardiac niches,https://doi.org/10.1038/s41586-023-06311-1,Kazumasa Kanemaru
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#D7$right%20cardiac%20atrium,Heart,17,false,true,false,true,false,CxG,Spatially resolved multiomics of human cardiac niches,https://doi.org/10.1038/s41586-023-06311-1,Kazumasa Kanemaru
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#D8$apex%20of%20heart,Heart,7,false,true,false,true,false,CxG,Spatially resolved multiomics of human cardiac niches,https://doi.org/10.1038/s41586-023-06311-1,Kazumasa Kanemaru
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#D8$left%20cardiac%20atrium,Heart,11,false,true,false,true,false,CxG,Spatially resolved multiomics of human cardiac niches,https://doi.org/10.1038/s41586-023-06311-1,Kazumasa Kanemaru
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/3116d060-0a8e-4767-99bb-e866badea1ed#D8$right%20cardiac%20atrium,Heart,8,false,true,false,true,false,CxG,Spatially resolved multiomics of human cardiac niches,https://doi.org/10.1038/s41586-023-06311-1,Kazumasa Kanemaru
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/38833785-fac5-48fd-944a-0f62a4c23ed1#Donor11$heart,Heart,16,false,true,false,true,false,CxG,Construction of a human cell landscape at single-cell level,https://doi.org/10.1038/s41586-020-2157-4,Xiaoping Han
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/38833785-fac5-48fd-944a-0f62a4c23ed1#Donor13$heart,Heart,28,false,true,false,true,false,CxG,Construction of a human cell landscape at single-cell level,https://doi.org/10.1038/s41586-020-2157-4,Xiaoping Han
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/38833785-fac5-48fd-944a-0f62a4c23ed1#Donor24$heart,Heart,30,false,true,false,true,false,CxG,Construction of a human cell landscape at single-cell level,https://doi.org/10.1038/s41586-020-2157-4,Xiaoping Han
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/38833785-fac5-48fd-944a-0f62a4c23ed1#Donor25$heart,Heart,6,false,true,false,true,false,CxG,Construction of a human cell landscape at single-cell level,https://doi.org/10.1038/s41586-020-2157-4,Xiaoping Han
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P1$heart%20left%20ventricle,Heart,6,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P10$heart%20left%20ventricle,Heart,6,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P11$heart%20left%20ventricle,Heart,6,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P12$heart%20left%20ventricle,Heart,17,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P13$heart%20left%20ventricle,Heart,18,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P14$heart%20left%20ventricle,Heart,6,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P15$heart%20left%20ventricle,Heart,19,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P16$heart%20left%20ventricle,Heart,6,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P17$heart%20left%20ventricle,Heart,18,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P18$heart%20left%20ventricle,Heart,20,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P19$heart%20left%20ventricle,Heart,6,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P2$heart%20left%20ventricle,Heart,6,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P20$heart%20left%20ventricle,Heart,6,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P3$heart%20left%20ventricle,Heart,19,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P4$heart%20left%20ventricle,Heart,18,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P5$heart%20left%20ventricle,Heart,20,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P6$heart%20left%20ventricle,Heart,19,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P7$heart%20left%20ventricle,Heart,6,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P8$heart%20left%20ventricle,Heart,6,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/8191c283-0816-424b-9b61-c3e1d6258a77#P9$heart%20left%20ventricle,Heart,20,false,true,false,true,false,CxG,Spatial multi-omic map of human myocardial infarction,https://doi.org/10.1038/s41586-022-05060-x,Christoph Kuppe
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a3ffde6c-7ad2-498a-903c-d58e732f7470#GTEX-13N11$anterior%20wall%20of%20left%20ventricle,Heart,,false,false,false,true,false,CxG,Single-nucleus cross-tissue molecular reference maps to decipher disease gene function,https://doi.org/10.1126/science.abl4290,Gökcen Eraslan
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a3ffde6c-7ad2-498a-903c-d58e732f7470#GTEX-15RIE$anterior%20wall%20of%20left%20ventricle,Heart,,false,false,false,true,false,CxG,Single-nucleus cross-tissue molecular reference maps to decipher disease gene function,https://doi.org/10.1126/science.abl4290,Gökcen Eraslan
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a3ffde6c-7ad2-498a-903c-d58e732f7470#GTEX-1ICG6$anterior%20wall%20of%20left%20ventricle,Heart,,false,false,false,true,false,CxG,Single-nucleus cross-tissue molecular reference maps to decipher disease gene function,https://doi.org/10.1126/science.abl4290,Gökcen Eraslan
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/c114c20f-1ef4-49a5-9c2e-d965787fb90c#H26547$heart,Heart,,false,false,false,true,false,CxG,A human cell atlas of fetal gene expression,https://doi.org/10.1126/science.aba7721,Junyue Cao
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/c114c20f-1ef4-49a5-9c2e-d965787fb90c#H27098$heart,Heart,,false,false,false,true,false,CxG,A human cell atlas of fetal gene expression,https://doi.org/10.1126/science.aba7721,Junyue Cao
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/c114c20f-1ef4-49a5-9c2e-d965787fb90c#H27295$heart,Heart,,false,false,false,true,false,CxG,A human cell atlas of fetal gene expression,https://doi.org/10.1126/science.aba7721,Junyue Cao
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/c114c20f-1ef4-49a5-9c2e-d965787fb90c#H27423$heart,Heart,,false,false,false,true,false,CxG,A human cell atlas of fetal gene expression,https://doi.org/10.1126/science.aba7721,Junyue Cao
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/c114c20f-1ef4-49a5-9c2e-d965787fb90c#H27431$heart,Heart,,false,false,false,true,false,CxG,A human cell atlas of fetal gene expression,https://doi.org/10.1126/science.aba7721,Junyue Cao
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/c114c20f-1ef4-49a5-9c2e-d965787fb90c#H27464$heart,Heart,,false,false,false,true,false,CxG,A human cell atlas of fetal gene expression,https://doi.org/10.1126/science.aba7721,Junyue Cao
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/c114c20f-1ef4-49a5-9c2e-d965787fb90c#H27471$heart,Heart,,false,false,false,true,false,CxG,A human cell atlas of fetal gene expression,https://doi.org/10.1126/science.aba7721,Junyue Cao
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/c114c20f-1ef4-49a5-9c2e-d965787fb90c#H27472$heart,Heart,,false,false,false,true,false,CxG,A human cell atlas of fetal gene expression,https://doi.org/10.1126/science.aba7721,Junyue Cao
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/c114c20f-1ef4-49a5-9c2e-d965787fb90c#H27473$heart,Heart,,false,false,false,true,false,CxG,A human cell atlas of fetal gene expression,https://doi.org/10.1126/science.aba7721,Junyue Cao
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/db468083-041c-41ca-8f6f-bf991a070adf#HC-1$mesenteric%20artery,Heart,13,false,true,false,true,false,CxG,Stress-induced RNA–chromatin interactions promote endothelial dysfunction,https://doi.org/10.1038/s41467-020-18957-w,Riccardo Calandrelli
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/db468083-041c-41ca-8f6f-bf991a070adf#HC-2$mesenteric%20artery,Heart,6,false,true,false,true,false,CxG,Stress-induced RNA–chromatin interactions promote endothelial dysfunction,https://doi.org/10.1038/s41467-020-18957-w,Riccardo Calandrelli
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/db468083-041c-41ca-8f6f-bf991a070adf#T2D-1$mesenteric%20artery,Heart,13,false,true,false,true,false,CxG,Stress-induced RNA–chromatin interactions promote endothelial dysfunction,https://doi.org/10.1038/s41467-020-18957-w,Riccardo Calandrelli
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/db468083-041c-41ca-8f6f-bf991a070adf#T2D-2$mesenteric%20artery,Heart,6,false,true,false,true,false,CxG,Stress-induced RNA–chromatin interactions promote endothelial dysfunction,https://doi.org/10.1038/s41467-020-18957-w,Riccardo Calandrelli
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP12$cardiac%20atrium,Heart,39,false,true,false,true,false,CxG,Tabula Sapiens,https://doi.org/10.1126/science.abl4896,undefined undefined
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP12$cardiac%20ventricle,Heart,34,false,true,false,true,false,CxG,Tabula Sapiens,https://doi.org/10.1126/science.abl4896,undefined undefined
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP2$aorta,Heart,15,false,true,false,true,false,CxG,Tabula Sapiens,https://doi.org/10.1126/science.abl4896,undefined undefined
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#D1$heart%20left%20ventricle,Heart,16,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#D1$heart%20right%20ventricle,Heart,6,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#D2$heart%20left%20ventricle,Heart,19,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#D2$heart%20right%20ventricle,Heart,6,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#D4$heart%20left%20ventricle,Heart,17,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#D4$heart%20right%20ventricle,Heart,6,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#D5$heart%20left%20ventricle,Heart,6,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#D5$heart%20right%20ventricle,Heart,15,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#D6$heart%20left%20ventricle,Heart,16,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#D6$heart%20right%20ventricle,Heart,15,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#D7$heart%20left%20ventricle,Heart,18,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#D7$heart%20right%20ventricle,Heart,17,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#DL2$heart%20left%20ventricle,Heart,15,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#DL3$heart%20left%20ventricle,Heart,14,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#DO1$heart%20left%20ventricle,Heart,6,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#DP1$heart%20left%20ventricle,Heart,19,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#DP1$interventricular%20septum,Heart,6,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#DP2$heart%20left%20ventricle,Heart,17,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#DP2$heart%20right%20ventricle,Heart,10,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb#DP2$interventricular%20septum,Heart,17,false,true,false,true,false,CxG,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,https://doi.org/10.1126/science.abo1984,Daniel Reichart
