sample,sample_type,label,description,link,extraction_site,x_dimension,y_dimension,z_dimension,creator,creator_first_name,creator_last_name,as_id,unique_cell_type_count
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H5$apex%20of%20heart_Block,Tissue Block,"Registered 10/15/2021, Michela Noseda, Broad Institute","15 x 24 x 24 millimeter, 24 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/9abfed4e-2fde-4d80-a8aa-7439a106d895,15,24,24,Michela Noseda,Michela,Noseda,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H6$apex%20of%20heart_Block,Tissue Block,"Registered 10/15/2021, Michela Noseda, Broad Institute","15 x 24 x 24 millimeter, 24 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/9abfed4e-2fde-4d80-a8aa-7439a106d895,15,24,24,Michela Noseda,Michela,Noseda,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H7$apex%20of%20heart_Block,Tissue Block,"Registered 10/15/2021, Michela Noseda, Broad Institute","15 x 24 x 24 millimeter, 24 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/9abfed4e-2fde-4d80-a8aa-7439a106d895,15,24,24,Michela Noseda,Michela,Noseda,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$heart%20left%20ventricle_Block,Tissue Block,"Registered 10/15/2021, Michela Noseda, Broad Institute","12 x 13 x 16 millimeter, 16 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/760368bf-6b4c-4d92-aa2b-24e17fd947d3,12,13,16,Michela Noseda,Michela,Noseda,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$heart%20left%20ventricle_Block,Tissue Block,"Registered 10/15/2021, Michela Noseda, Broad Institute","12 x 13 x 16 millimeter, 16 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/760368bf-6b4c-4d92-aa2b-24e17fd947d3,12,13,16,Michela Noseda,Michela,Noseda,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$heart%20left%20ventricle_Block,Tissue Block,"Registered 10/15/2021, Michela Noseda, Broad Institute","12 x 13 x 16 millimeter, 16 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/760368bf-6b4c-4d92-aa2b-24e17fd947d3,12,13,16,Michela Noseda,Michela,Noseda,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$heart%20left%20ventricle_Block,Tissue Block,"Registered 10/15/2021, Michela Noseda, Broad Institute","12 x 13 x 16 millimeter, 16 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/760368bf-6b4c-4d92-aa2b-24e17fd947d3,12,13,16,Michela Noseda,Michela,Noseda,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$heart%20left%20ventricle_Block,Tissue Block,"Registered 10/15/2021, Michela Noseda, Broad Institute","12 x 13 x 16 millimeter, 16 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/760368bf-6b4c-4d92-aa2b-24e17fd947d3,12,13,16,Michela Noseda,Michela,Noseda,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H3$heart%20left%20ventricle_Block,Tissue Block,"Registered 10/15/2021, Michela Noseda, Broad Institute","12 x 13 x 16 millimeter, 16 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/760368bf-6b4c-4d92-aa2b-24e17fd947d3,12,13,16,Michela Noseda,Michela,Noseda,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H4$heart%20left%20ventricle_Block,Tissue Block,"Registered 10/15/2021, Michela Noseda, Broad Institute","12 x 13 x 16 millimeter, 16 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/760368bf-6b4c-4d92-aa2b-24e17fd947d3,12,13,16,Michela Noseda,Michela,Noseda,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$left%20cardiac%20atrium_Block,Tissue Block,"Registered 5/7/2022, Michela Noseda, Broad Institute","6 x 10 x 12 millimeter, 12 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/9bd653dd-2309-4ecc-b4c8-e9f3de4bf8ca,6,10,12,Michela Noseda,Michela,Noseda,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$left%20cardiac%20atrium_Block,Tissue Block,"Registered 5/7/2022, Michela Noseda, Broad Institute","6 x 10 x 12 millimeter, 12 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/9bd653dd-2309-4ecc-b4c8-e9f3de4bf8ca,6,10,12,Michela Noseda,Michela,Noseda,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D6$left%20cardiac%20atrium_Block,Tissue Block,"Registered 5/7/2022, Michela Noseda, Broad Institute","6 x 10 x 12 millimeter, 12 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/9bd653dd-2309-4ecc-b4c8-e9f3de4bf8ca,6,10,12,Michela Noseda,Michela,Noseda,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D7$left%20cardiac%20atrium_Block,Tissue Block,"Registered 5/7/2022, Michela Noseda, Broad Institute","6 x 10 x 12 millimeter, 12 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/9bd653dd-2309-4ecc-b4c8-e9f3de4bf8ca,6,10,12,Michela Noseda,Michela,Noseda,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H2$left%20cardiac%20atrium_Block,Tissue Block,"Registered 5/7/2022, Michela Noseda, Broad Institute","6 x 10 x 12 millimeter, 12 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/9bd653dd-2309-4ecc-b4c8-e9f3de4bf8ca,6,10,12,Michela Noseda,Michela,Noseda,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H3$left%20cardiac%20atrium_Block,Tissue Block,"Registered 5/7/2022, Michela Noseda, Broad Institute","6 x 10 x 12 millimeter, 12 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/9bd653dd-2309-4ecc-b4c8-e9f3de4bf8ca,6,10,12,Michela Noseda,Michela,Noseda,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#H4$left%20cardiac%20atrium_Block,Tissue Block,"Registered 5/7/2022, Michela Noseda, Broad Institute","6 x 10 x 12 millimeter, 12 millimeter",https://doi.org/10.1038/s41586-020-2797-4,http://purl.org/ccf/1.5/9bd653dd-2309-4ecc-b4c8-e9f3de4bf8ca,6,10,12,Michela Noseda,Michela,Noseda,,0
https://entity.api.hubmapconsortium.org/entities/015f9976f3fed4c35dbbaad622a413d9,Tissue Block,"Registered 6/10/2022, Amanda Knoten, TMC-UCSD","3 x 5 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/015f9976f3fed4c35dbbaad622a413d9,http://purl.org/ccf/1.5/85ad9566-c363-4b61-a522-6576b253d9af,3,5,2,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/05eae5d5018cf4b09434aaadf5f8a387,Tissue Block,"Registered 2/16/2022, daniel Cotter, TMC-Stanford","20 x 50 x 5 millimeter, 1 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/05eae5d5018cf4b09434aaadf5f8a387,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,20,50,5,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/07178a55104fc2f8a6fda839b83198ca,Tissue Block,"Registered 10/19/2021, daniel cotter, TMC-Stanford","20 x 50 x 5 millimeter, 1 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/07178a55104fc2f8a6fda839b83198ca,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,20,50,5,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/0aae451b843a6ac8de1794b2b093ecc5,Tissue Block,"Registered 2/16/2022, daniel Cotter, TMC-Stanford","3 x 30 x 15 millimeter, 15 millimeter, 0 Sections",https://portal.hubmapconsortium.org/browse/sample/0aae451b843a6ac8de1794b2b093ecc5,http://purl.org/ccf/1.5/b09f5826-e6fa-4bec-8054-2fb6e6f202ae,3,30,15,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/0cd6c870d7af957300eb309f4e98fc7b,Tissue Block,"Registered 6/8/2022, Daniel Cotter, TMC-Stanford","20 x 50 x 5 millimeter, 1 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/0cd6c870d7af957300eb309f4e98fc7b,http://purl.org/ccf/1.5/91009a1d-ddea-4489-af88-3e32ca47cde7,20,50,5,Yiing Lin,Yiing,Lin,,0
https://entity.api.hubmapconsortium.org/entities/0ec930e0f4a8fcf12ea136a28e1acad4,Tissue Block,"Registered 6/9/2022, Amanda Knoten, TMC-UCSD","2 x 3 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/0ec930e0f4a8fcf12ea136a28e1acad4,http://purl.org/ccf/1.5/8835013d-ef68-40ae-80fb-c5f07f4cc4c6,2,3,2,Amanda Knoten,Amanda,Knoten,,0
