donor_id,block_id,dataset_id
https://api.cellxgene.cziscience.com/dp/v1/collections/c64ef2bc-3830-4fea-b8af-3ca86269c245_F37_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/c64ef2bc-3830-4fea-b8af-3ca86269c245_F37_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/c64ef2bc-3830-4fea-b8af-3ca86269c245_F37_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/c64ef2bc-3830-4fea-b8af-3ca86269c245_F35_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/c64ef2bc-3830-4fea-b8af-3ca86269c245_F35_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/c64ef2bc-3830-4fea-b8af-3ca86269c245_F35_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/c64ef2bc-3830-4fea-b8af-3ca86269c245_F32_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/c64ef2bc-3830-4fea-b8af-3ca86269c245_F32_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/c64ef2bc-3830-4fea-b8af-3ca86269c245_F32_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/c64ef2bc-3830-4fea-b8af-3ca86269c245_F22_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/c64ef2bc-3830-4fea-b8af-3ca86269c245_F22_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/c64ef2bc-3830-4fea-b8af-3ca86269c245_F22_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/c1e3286f-7303-4bee-9f52-ca1528e1c4f0_F61_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/c1e3286f-7303-4bee-9f52-ca1528e1c4f0_F61_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/c1e3286f-7303-4bee-9f52-ca1528e1c4f0_F61_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/c1e3286f-7303-4bee-9f52-ca1528e1c4f0_F37_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/c1e3286f-7303-4bee-9f52-ca1528e1c4f0_F37_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/c1e3286f-7303-4bee-9f52-ca1528e1c4f0_F37_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/c1e3286f-7303-4bee-9f52-ca1528e1c4f0_F35_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/c1e3286f-7303-4bee-9f52-ca1528e1c4f0_F35_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/c1e3286f-7303-4bee-9f52-ca1528e1c4f0_F35_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/c1e3286f-7303-4bee-9f52-ca1528e1c4f0_F32_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/c1e3286f-7303-4bee-9f52-ca1528e1c4f0_F32_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/c1e3286f-7303-4bee-9f52-ca1528e1c4f0_F32_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/af4ff68b-1dfc-475f-aa93-c07bf4625e87_F61_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/af4ff68b-1dfc-475f-aa93-c07bf4625e87_F61_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/af4ff68b-1dfc-475f-aa93-c07bf4625e87_F61_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/af4ff68b-1dfc-475f-aa93-c07bf4625e87_F37_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/af4ff68b-1dfc-475f-aa93-c07bf4625e87_F37_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/af4ff68b-1dfc-475f-aa93-c07bf4625e87_F37_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/af4ff68b-1dfc-475f-aa93-c07bf4625e87_F35_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/af4ff68b-1dfc-475f-aa93-c07bf4625e87_F35_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/af4ff68b-1dfc-475f-aa93-c07bf4625e87_F35_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/af4ff68b-1dfc-475f-aa93-c07bf4625e87_F32_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/af4ff68b-1dfc-475f-aa93-c07bf4625e87_F32_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/af4ff68b-1dfc-475f-aa93-c07bf4625e87_F32_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/af4ff68b-1dfc-475f-aa93-c07bf4625e87_F22_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/af4ff68b-1dfc-475f-aa93-c07bf4625e87_F22_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/af4ff68b-1dfc-475f-aa93-c07bf4625e87_F22_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/21f3b713-cbdb-4a73-a39b-a204dd740b46_F61_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/21f3b713-cbdb-4a73-a39b-a204dd740b46_F61_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/21f3b713-cbdb-4a73-a39b-a204dd740b46_F61_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/21f3b713-cbdb-4a73-a39b-a204dd740b46_F37_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/21f3b713-cbdb-4a73-a39b-a204dd740b46_F37_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/21f3b713-cbdb-4a73-a39b-a204dd740b46_F37_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/21f3b713-cbdb-4a73-a39b-a204dd740b46_F35_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/21f3b713-cbdb-4a73-a39b-a204dd740b46_F35_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/21f3b713-cbdb-4a73-a39b-a204dd740b46_F35_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/21f3b713-cbdb-4a73-a39b-a204dd740b46_F32_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/21f3b713-cbdb-4a73-a39b-a204dd740b46_F32_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/21f3b713-cbdb-4a73-a39b-a204dd740b46_F32_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/1065a272-15ce-4d92-a168-200903e7e6d5_F61_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/1065a272-15ce-4d92-a168-200903e7e6d5_F61_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/1065a272-15ce-4d92-a168-200903e7e6d5_F61_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/1065a272-15ce-4d92-a168-200903e7e6d5_F37_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/1065a272-15ce-4d92-a168-200903e7e6d5_F37_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/1065a272-15ce-4d92-a168-200903e7e6d5_F37_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/1065a272-15ce-4d92-a168-200903e7e6d5_F35_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/1065a272-15ce-4d92-a168-200903e7e6d5_F35_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/1065a272-15ce-4d92-a168-200903e7e6d5_F35_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/1065a272-15ce-4d92-a168-200903e7e6d5_F32_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/1065a272-15ce-4d92-a168-200903e7e6d5_F32_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/1065a272-15ce-4d92-a168-200903e7e6d5_F32_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/1065a272-15ce-4d92-a168-200903e7e6d5_F22_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/1065a272-15ce-4d92-a168-200903e7e6d5_F22_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/1065a272-15ce-4d92-a168-200903e7e6d5_F22_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/06134484-e17f-4b5d-989f-e00c4484701b_F61_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/06134484-e17f-4b5d-989f-e00c4484701b_F61_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/06134484-e17f-4b5d-989f-e00c4484701b_F61_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/06134484-e17f-4b5d-989f-e00c4484701b_F37_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/06134484-e17f-4b5d-989f-e00c4484701b_F37_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/06134484-e17f-4b5d-989f-e00c4484701b_F37_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/06134484-e17f-4b5d-989f-e00c4484701b_F35_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/06134484-e17f-4b5d-989f-e00c4484701b_F35_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/06134484-e17f-4b5d-989f-e00c4484701b_F35_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/06134484-e17f-4b5d-989f-e00c4484701b_F32_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/06134484-e17f-4b5d-989f-e00c4484701b_F32_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/06134484-e17f-4b5d-989f-e00c4484701b_F32_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/06134484-e17f-4b5d-989f-e00c4484701b_F22_Yolk_Sac$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/06134484-e17f-4b5d-989f-e00c4484701b_F22_Yolk_Sac$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/06134484-e17f-4b5d-989f-e00c4484701b_F22_Yolk_Sac
https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD046%2416_White_Matter_Of_Cerebellum$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD046%2416_White_Matter_Of_Cerebellum$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD046%2416_White_Matter_Of_Cerebellum
https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD042%2418_White_Matter_Of_Cerebellum$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD042%2418_White_Matter_Of_Cerebellum$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD042%2418_White_Matter_Of_Cerebellum
https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD042%2414_White_Matter_Of_Cerebellum$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD042%2414_White_Matter_Of_Cerebellum$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD042%2414_White_Matter_Of_Cerebellum
https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD038%2417_White_Matter_Of_Cerebellum$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD038%2417_White_Matter_Of_Cerebellum$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD038%2417_White_Matter_Of_Cerebellum
https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD038%2416_White_Matter_Of_Cerebellum$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD038%2416_White_Matter_Of_Cerebellum$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD038%2416_White_Matter_Of_Cerebellum
https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD036%2417_White_Matter_Of_Cerebellum$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD036%2417_White_Matter_Of_Cerebellum$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD036%2417_White_Matter_Of_Cerebellum
https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD030%2418_White_Matter_Of_Cerebellum$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD030%2418_White_Matter_Of_Cerebellum$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD030%2418_White_Matter_Of_Cerebellum
https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD026%2416_White_Matter_Of_Cerebellum$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD026%2416_White_Matter_Of_Cerebellum$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD026%2416_White_Matter_Of_Cerebellum
https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD025%2417_White_Matter_Of_Cerebellum$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD025%2417_White_Matter_Of_Cerebellum$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD025%2417_White_Matter_Of_Cerebellum
https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD024%2417_White_Matter_Of_Cerebellum$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD024%2417_White_Matter_Of_Cerebellum$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD024%2417_White_Matter_Of_Cerebellum
https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD016%2413_White_Matter_Of_Cerebellum$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD016%2413_White_Matter_Of_Cerebellum$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD016%2413_White_Matter_Of_Cerebellum
https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD014%2413_White_Matter_Of_Cerebellum$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD014%2413_White_Matter_Of_Cerebellum$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD014%2413_White_Matter_Of_Cerebellum
https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD012%2417_White_Matter_Of_Cerebellum$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD012%2417_White_Matter_Of_Cerebellum$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD012%2417_White_Matter_Of_Cerebellum
https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD008%2417_White_Matter_Of_Cerebellum$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD008%2417_White_Matter_Of_Cerebellum$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/1d32eed4-1ce5-436a-98fc-038ea140f839_SD008%2417_White_Matter_Of_Cerebellum
https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-TREE_Visceral_Abdominal_Adipose_Tissue$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-TREE_Visceral_Abdominal_Adipose_Tissue$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-TREE_Visceral_Abdominal_Adipose_Tissue
https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-PINK_Visceral_Abdominal_Adipose_Tissue$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-PINK_Visceral_Abdominal_Adipose_Tissue$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-PINK_Visceral_Abdominal_Adipose_Tissue
https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-PASS_Visceral_Abdominal_Adipose_Tissue$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-PASS_Visceral_Abdominal_Adipose_Tissue$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-PASS_Visceral_Abdominal_Adipose_Tissue
https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-LACE_Visceral_Abdominal_Adipose_Tissue$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-LACE_Visceral_Abdominal_Adipose_Tissue$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-LACE_Visceral_Abdominal_Adipose_Tissue
https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-KISS_Visceral_Abdominal_Adipose_Tissue$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-KISS_Visceral_Abdominal_Adipose_Tissue$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-KISS_Visceral_Abdominal_Adipose_Tissue
https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-GOLD_Visceral_Abdominal_Adipose_Tissue$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-GOLD_Visceral_Abdominal_Adipose_Tissue$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-GOLD_Visceral_Abdominal_Adipose_Tissue
https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-DOWN_Visceral_Abdominal_Adipose_Tissue$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-DOWN_Visceral_Abdominal_Adipose_Tissue$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-DOWN_Visceral_Abdominal_Adipose_Tissue
https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-COST_Visceral_Abdominal_Adipose_Tissue$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-COST_Visceral_Abdominal_Adipose_Tissue$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-COST_Visceral_Abdominal_Adipose_Tissue
https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-BOAT_Visceral_Abdominal_Adipose_Tissue$TEMP_DONOR,https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-BOAT_Visceral_Abdominal_Adipose_Tissue$TEMP_BLOCK,https://api.cellxgene.cziscience.com/dp/v1/collections/967c90a9-d1e4-4f83-8289-ec674addfc9d_donor-BOAT_Visceral_Abdominal_Adipose_Tissue
