sex,dataset,organ,cell_count,in_atlas,has_cell_summary,has_extraction_site,has_publication,in_high_quality_portal,portal,provider,study_paper,doi,lead_author
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/62e8f058-9c37-48bc-9200-e767f318a8ec#RU676$lung,,27,false,true,false,true,false,CxG,CxG,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,https://doi.org/10.1016/j.ccell.2021.09.008,Joseph M. Chan
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/62e8f058-9c37-48bc-9200-e767f318a8ec#RU1181$lung,,26,false,true,false,true,false,CxG,CxG,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,https://doi.org/10.1016/j.ccell.2021.09.008,Joseph M. Chan
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/62e8f058-9c37-48bc-9200-e767f318a8ec#RU685$lung,,25,false,true,false,true,false,CxG,CxG,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,https://doi.org/10.1016/j.ccell.2021.09.008,Joseph M. Chan
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/62e8f058-9c37-48bc-9200-e767f318a8ec#RU1144$lung,,23,false,true,false,true,false,CxG,CxG,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,https://doi.org/10.1016/j.ccell.2021.09.008,Joseph M. Chan
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/62e8f058-9c37-48bc-9200-e767f318a8ec#RU1066$lung,,23,false,true,false,true,false,CxG,CxG,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,https://doi.org/10.1016/j.ccell.2021.09.008,Joseph M. Chan
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/62e8f058-9c37-48bc-9200-e767f318a8ec#RU1061$lung,,22,false,true,false,true,false,CxG,CxG,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,https://doi.org/10.1016/j.ccell.2021.09.008,Joseph M. Chan
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/62e8f058-9c37-48bc-9200-e767f318a8ec#RU1271$lung,,22,false,true,false,true,false,CxG,CxG,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,https://doi.org/10.1016/j.ccell.2021.09.008,Joseph M. Chan
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/62e8f058-9c37-48bc-9200-e767f318a8ec#RU653$lung,,20,false,true,false,true,false,CxG,CxG,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,https://doi.org/10.1016/j.ccell.2021.09.008,Joseph M. Chan
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/62e8f058-9c37-48bc-9200-e767f318a8ec#RU684$lung,,20,false,true,false,true,false,CxG,CxG,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,https://doi.org/10.1016/j.ccell.2021.09.008,Joseph M. Chan
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/62e8f058-9c37-48bc-9200-e767f318a8ec#RU1065$liver,,16,false,true,false,true,false,CxG,CxG,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,https://doi.org/10.1016/j.ccell.2021.09.008,Joseph M. Chan
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/62e8f058-9c37-48bc-9200-e767f318a8ec#RU779$liver,,15,false,true,false,true,false,CxG,CxG,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,https://doi.org/10.1016/j.ccell.2021.09.008,Joseph M. Chan
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/62e8f058-9c37-48bc-9200-e767f318a8ec#RU1038$lung,,14,false,true,false,true,false,CxG,CxG,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,https://doi.org/10.1016/j.ccell.2021.09.008,Joseph M. Chan
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/62e8f058-9c37-48bc-9200-e767f318a8ec#RU1138$liver,,11,false,true,false,true,false,CxG,CxG,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,https://doi.org/10.1016/j.ccell.2021.09.008,Joseph M. Chan
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_6818$descending%20colon,,129,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_696$sigmoid%20colon,,125,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_3361$ascending%20colon,,124,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_411$rectum,,124,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_2487$ascending%20colon,,119,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_866$descending%20colon,,118,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_7469$transverse%20colon,,117,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_2951$ascending%20colon,,116,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_3410$transverse%20colon,,115,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_4255$transverse%20colon,,115,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_6801$sigmoid%20colon,,114,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_546$transverse%20colon,,113,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_7862$sigmoid%20colon,,113,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_8622$ascending%20colon,,110,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_347$descending%20colon,,109,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_3918$ascending%20colon,,109,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_5216$sigmoid%20colon,,109,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_6147$sigmoid%20colon,,108,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_104$transverse%20colon,,106,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_78$descending%20colon,,106,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_7956$ascending%20colon,,103,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_8099$transverse%20colon,,101,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_2112$sigmoid%20colon,,100,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_5994$ascending%20colon,,100,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_1391$ascending%20colon,,97,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_6134$sigmoid%20colon,,97,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_6310$descending%20colon,,97,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_10623$hepatic%20flexure%20of%20colon,,93,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_3252$ascending%20colon,,92,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_6025$ascending%20colon,,91,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_8504$ascending%20colon,,90,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_10167$ascending%20colon,,89,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_3077$ascending%20colon,,88,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_5212$rectum,,87,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_7029$ascending%20colon,,86,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_2235$hepatic%20flexure%20of%20colon,,84,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_377$sigmoid%20colon,,82,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_6298$transverse%20colon,,81,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_8920$descending%20colon,,80,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_9341$ascending%20colon,,80,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_9408$ascending%20colon,,79,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_5363$sigmoid%20colon,,73,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_99999973458_83798$ascending%20colon,,73,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_99999971662_82457$sigmoid%20colon,,72,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_11167$sigmoid%20colon,,65,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_6182$descending%20colon,,58,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_2992$sigmoid%20colon,,54,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_99999973899_84307$sigmoid%20colon,,52,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_7179$descending%20colon,,46,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_7128$rectum,,38,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_99999974143_84620$descending%20colon,,36,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/a48f5033-3438-4550-8574-cdff3263fdfd#HTA11_11156$sigmoid%20colon,,12,false,true,false,true,false,CxG,CxG,HTAN VUMC - Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps,https://doi.org/10.1016/j.cell.2021.11.031,Bob Chen
Male,http://purl.org/ccf/WD-76845-001,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-025,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-053,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
Male,http://purl.org/ccf/WD-76845-054,,,false,false,true,true,false,HTAN,HTAN,,https://doi.org/10.1016/j.cell.2022.12.028,
