dataset,reported_organ,corridor,similarity
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,0.9959563400458966
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,0.9959563400458966
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,0.9959563400458966
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,0.9959563400458966
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,0.9959563400458966
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,0.9959563400458966
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,0.9959563400458966
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/f1790d4b-bbc0-434c-b8ed-f21e8b8be903,0.9959563400458965
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/f1790d4b-bbc0-434c-b8ed-f21e8b8be903,0.9959563400458965
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/f1790d4b-bbc0-434c-b8ed-f21e8b8be903,0.9959563400458965
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/f1790d4b-bbc0-434c-b8ed-f21e8b8be903,0.9959563400458965
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/f1790d4b-bbc0-434c-b8ed-f21e8b8be903,0.9959563400458965
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/f1790d4b-bbc0-434c-b8ed-f21e8b8be903,0.9959563400458965
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/f1790d4b-bbc0-434c-b8ed-f21e8b8be903,0.9959563400458965
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/bb9dbc76-88b2-43ad-9401-e1e87424efa5,0.48475269588482933
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/bb9dbc76-88b2-43ad-9401-e1e87424efa5,0.48475269588482933
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/bb9dbc76-88b2-43ad-9401-e1e87424efa5,0.48475269588482933
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/bb9dbc76-88b2-43ad-9401-e1e87424efa5,0.48475269588482933
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/bb9dbc76-88b2-43ad-9401-e1e87424efa5,0.48475269588482933
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/bb9dbc76-88b2-43ad-9401-e1e87424efa5,0.48475269588482933
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/bb9dbc76-88b2-43ad-9401-e1e87424efa5,0.48475269588482933
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/53b083ab-cb70-4096-b385-85590ddc370c,0.4687023558315661
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/53b083ab-cb70-4096-b385-85590ddc370c,0.4687023558315661
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/53b083ab-cb70-4096-b385-85590ddc370c,0.4687023558315661
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/53b083ab-cb70-4096-b385-85590ddc370c,0.4687023558315661
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/53b083ab-cb70-4096-b385-85590ddc370c,0.4687023558315661
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/53b083ab-cb70-4096-b385-85590ddc370c,0.4687023558315661
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/53b083ab-cb70-4096-b385-85590ddc370c,0.4687023558315661
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/bb8f70e2-273f-4902-a2ce-70a110aee2ec_AllenWangLungMap_MALE_tissueblock_RUI,0.18008784139714334
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/bb8f70e2-273f-4902-a2ce-70a110aee2ec_AllenWangLungMap_MALE_tissueblock_RUI,0.18008784139714334
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/bb8f70e2-273f-4902-a2ce-70a110aee2ec_AllenWangLungMap_MALE_tissueblock_RUI,0.18008784139714334
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/bb8f70e2-273f-4902-a2ce-70a110aee2ec_AllenWangLungMap_MALE_tissueblock_RUI,0.18008784139714334
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/bb8f70e2-273f-4902-a2ce-70a110aee2ec_AllenWangLungMap_MALE_tissueblock_RUI,0.18008784139714334
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/bb8f70e2-273f-4902-a2ce-70a110aee2ec_AllenWangLungMap_MALE_tissueblock_RUI,0.18008784139714334
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/bb8f70e2-273f-4902-a2ce-70a110aee2ec_AllenWangLungMap_MALE_tissueblock_RUI,0.18008784139714334
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,0.17983808240850546
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,0.17983808240850546
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,0.17983808240850546
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,0.17983808240850546
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,0.17983808240850546
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,0.17983808240850546
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,0.17983808240850546
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/7296fad6-bf8e-49da-8f4a-ef76ee4cfeac,0.1657835491902209
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/7296fad6-bf8e-49da-8f4a-ef76ee4cfeac,0.1657835491902209
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/7296fad6-bf8e-49da-8f4a-ef76ee4cfeac,0.1657835491902209
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/7296fad6-bf8e-49da-8f4a-ef76ee4cfeac,0.1657835491902209
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/7296fad6-bf8e-49da-8f4a-ef76ee4cfeac,0.1657835491902209
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/7296fad6-bf8e-49da-8f4a-ef76ee4cfeac,0.1657835491902209
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/7296fad6-bf8e-49da-8f4a-ef76ee4cfeac,0.1657835491902209
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/f6512db4-2809-4ffe-864d-ace61789dff6,0.1657835491902209
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/f6512db4-2809-4ffe-864d-ace61789dff6,0.1657835491902209
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/f6512db4-2809-4ffe-864d-ace61789dff6,0.1657835491902209
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/f6512db4-2809-4ffe-864d-ace61789dff6,0.1657835491902209
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/f6512db4-2809-4ffe-864d-ace61789dff6,0.1657835491902209
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/f6512db4-2809-4ffe-864d-ace61789dff6,0.1657835491902209
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/f6512db4-2809-4ffe-864d-ace61789dff6,0.1657835491902209
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/9f2c1d5d-2ad4-4a7a-ad95-622c7328b554,0.16578354919022087
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/9f2c1d5d-2ad4-4a7a-ad95-622c7328b554,0.16578354919022087
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/9f2c1d5d-2ad4-4a7a-ad95-622c7328b554,0.16578354919022087
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/9f2c1d5d-2ad4-4a7a-ad95-622c7328b554,0.16578354919022087
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/9f2c1d5d-2ad4-4a7a-ad95-622c7328b554,0.16578354919022087
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/9f2c1d5d-2ad4-4a7a-ad95-622c7328b554,0.16578354919022087
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/9f2c1d5d-2ad4-4a7a-ad95-622c7328b554,0.16578354919022087
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/a04e60c6-693a-4c25-a069-62521783fd15,0.16578354919022084
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/a04e60c6-693a-4c25-a069-62521783fd15,0.16578354919022084
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/a04e60c6-693a-4c25-a069-62521783fd15,0.16578354919022084
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/a04e60c6-693a-4c25-a069-62521783fd15,0.16578354919022084
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/a04e60c6-693a-4c25-a069-62521783fd15,0.16578354919022084
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/a04e60c6-693a-4c25-a069-62521783fd15,0.16578354919022084
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,,http://purl.org/ccf/1.5/a04e60c6-693a-4c25-a069-62521783fd15,0.16578354919022084
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/43e195fb-0f50-4b67-bff1-b74f68290fc6,1
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/bceacee1-bc17-49ba-ab6f-833a9ccde436,1
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/c89a4a3c-52d7-4508-86fb-b7e5610cb1e0,1
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/7f0bfe51-5458-4ef8-8641-c3d9a5fbd538,1
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/db4f3eca-e9f8-4f9c-88a1-795a20dd0f84,1
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/82566926-7a8f-43a7-9f6a-ae0c463d7a1d,1
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/3c695f26-b7ed-44ad-8e11-894932defa86,0.9903219040029955
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/91009a1d-ddea-4489-af88-3e32ca47cde7,0.9903219040029955
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/8e8d9121-3a47-4c89-9e63-aec6659075d2,0.9903219040029955
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/37248725-6ed5-4589-ac5a-9951d1a783e7,0.9903219040029955
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/5df04f61-5fcc-4035-92c3-631f772a6ce0,0.9903219040029955
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/3b2cb9ee-2a6f-4fb3-bc1b-dbd192d3163c,0.9903219040029955
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/32214c14-bf21-4bf6-aea9-58ab721128ab,0.9664202770339225
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/76a8931b-1c06-4646-8a17-ac7828b6e879,0.9664202770339225
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/23e9d58a-c93f-414b-baf9-3692ea20fd1c,0.9664202770339225
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/aab5a316-7fbc-4a57-8b3a-3fc1958c5292,0.9664202770339225
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/82d414d4-59a7-4a61-9d86-278cb73a3ddd,0.9664202770339225
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/9a6cb9d5-afdd-429d-98ba-f157a42c7937,0.9664202770339225
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/ba9d007b-c5c7-4231-80f9-42403a98a6df,0.9664202770339225
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/6bbdd96b-5fae-406c-a0a5-8e20e1bd0d8e,0.9664202770339225
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/fb4cec06-b147-4277-a6cf-8aa21e294183,0.9664202770339225
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/d3b5feb6-910f-4309-a6a8-42c0477227c9,0.96189869064484
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/df58ff32-e4db-41fe-9a25-47dbde90c694,0.96189869064484
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/dfb35d10-65a1-48f9-94a0-baf36ce8a78b,0.96189869064484
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/e7d386a6-d4fb-43b2-9737-fdc6f7508d79,0.96189869064484
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/cd304e60-3de4-4dd9-b289-ce1a0efae4d7,0.96189869064484
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/abab52f8-6fd4-4e3f-8f9c-bb9f5f62785f,0.96189869064484
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/2ae3cef9-6621-46da-b056-da7bfbadc13b,0.96189869064484
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/8b652088-8c73-466d-b59c-3fbb8c01e399,0.96189869064484
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/3425fa0c-c5cb-4493-b6ba-41520334b13e,0.9614346826548102
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/48f6aab3-8d58-4675-806c-3fd7d5b7336f,0.9614346826548102
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/d8c8faa2-7e2a-4b74-9531-cd08be659c10,0.9459516193281038
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/e4a44b76-53fd-4c88-9ccf-ba095fcb9673,0.9459516193281038
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/6f89860a-30df-4b79-8e6d-dd209c959374,0.9459516193281038
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/6f055461-adb2-41fe-86c1-50d3afdf9360,0.9459516193281038
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/27c90961-5430-4217-ad97-4feaa91cede7,0.9459516193281038
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/4af4b1bd-c71d-4ade-a9f6-47b2ccc9f5bb,0.9459516193281038
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/6fe91946-48bb-485f-9ad0-5f0550d1f2b3,0.9459516193281038
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/b09f5826-e6fa-4bec-8054-2fb6e6f202ae,0.9459516193281038
http://purl.org/ccf/1.5/09681d25-f08d-40ff-81cb-a731610aa84d,,http://purl.org/ccf/1.5/502f175c-9d55-4341-b6ff-0f04d76522d5,0.9407170975765247
