sex,dataset,modality,organ,side,organ_id,cell_count,in_atlas,has_cell_summary,has_extraction_site,has_publication,in_high_quality_portal,portal,study_paper,doi,lead_author
female,https://api.cellxgene.cziscience.com/dp/v1/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7#NP26$trachea,sc_transcriptomics,trachea,,http://purl.obolibrary.org/obo/UBERON_0003126,6,false,true,false,true,false,CxG,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://doi.org/10.1038/s41586-021-04345-x,Masahiro Yoshida
female,https://api.cellxgene.cziscience.com/dp/v1/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7#NP27$trachea,sc_transcriptomics,trachea,,http://purl.obolibrary.org/obo/UBERON_0003126,6,false,true,false,true,false,CxG,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://doi.org/10.1038/s41586-021-04345-x,Masahiro Yoshida
male,https://api.cellxgene.cziscience.com/dp/v1/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7#NP28$trachea,sc_transcriptomics,trachea,,http://purl.obolibrary.org/obo/UBERON_0003126,14,false,true,false,true,false,CxG,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://doi.org/10.1038/s41586-021-04345-x,Masahiro Yoshida
male,https://api.cellxgene.cziscience.com/dp/v1/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7#NP31$trachea,sc_transcriptomics,trachea,,http://purl.obolibrary.org/obo/UBERON_0003126,11,false,true,false,true,false,CxG,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://doi.org/10.1038/s41586-021-04345-x,Masahiro Yoshida
female,https://api.cellxgene.cziscience.com/dp/v1/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7#NP35$trachea,sc_transcriptomics,trachea,,http://purl.obolibrary.org/obo/UBERON_0003126,6,false,true,false,true,false,CxG,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://doi.org/10.1038/s41586-021-04345-x,Masahiro Yoshida
female,https://api.cellxgene.cziscience.com/dp/v1/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7#NP37$trachea,sc_transcriptomics,trachea,,http://purl.obolibrary.org/obo/UBERON_0003126,8,false,true,false,true,false,CxG,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://doi.org/10.1038/s41586-021-04345-x,Masahiro Yoshida
female,https://api.cellxgene.cziscience.com/dp/v1/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7#NP38$trachea,sc_transcriptomics,trachea,,http://purl.obolibrary.org/obo/UBERON_0003126,6,false,true,false,true,false,CxG,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://doi.org/10.1038/s41586-021-04345-x,Masahiro Yoshida
male,https://api.cellxgene.cziscience.com/dp/v1/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7#NP39$trachea,sc_transcriptomics,trachea,,http://purl.obolibrary.org/obo/UBERON_0003126,16,false,true,false,true,false,CxG,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://doi.org/10.1038/s41586-021-04345-x,Masahiro Yoshida
female,https://api.cellxgene.cziscience.com/dp/v1/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7#NP44$trachea,sc_transcriptomics,trachea,,http://purl.obolibrary.org/obo/UBERON_0003126,11,false,true,false,true,false,CxG,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://doi.org/10.1038/s41586-021-04345-x,Masahiro Yoshida
male,https://api.cellxgene.cziscience.com/dp/v1/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7#PP1$trachea,sc_transcriptomics,trachea,,http://purl.obolibrary.org/obo/UBERON_0003126,10,false,true,false,true,false,CxG,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://doi.org/10.1038/s41586-021-04345-x,Masahiro Yoshida
male,https://api.cellxgene.cziscience.com/dp/v1/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7#PP8$trachea,sc_transcriptomics,trachea,,http://purl.obolibrary.org/obo/UBERON_0003126,13,false,true,false,true,false,CxG,Local and systemic responses to SARS-CoV-2 infection in children and adults,https://doi.org/10.1038/s41586-021-04345-x,Masahiro Yoshida
unknown,https://api.cellxgene.cziscience.com/dp/v1/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa#144$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,19,false,true,false,true,false,CxG,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://doi.org/10.1101/2020.11.20.20227355,undefined undefined
unknown,https://api.cellxgene.cziscience.com/dp/v1/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa#161$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,17,false,true,false,true,false,CxG,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://doi.org/10.1101/2020.11.20.20227355,undefined undefined
unknown,https://api.cellxgene.cziscience.com/dp/v1/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa#180$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,12,false,true,false,true,false,CxG,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://doi.org/10.1101/2020.11.20.20227355,undefined undefined
unknown,https://api.cellxgene.cziscience.com/dp/v1/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa#184$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,24,false,true,false,true,false,CxG,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://doi.org/10.1101/2020.11.20.20227355,undefined undefined
unknown,https://api.cellxgene.cziscience.com/dp/v1/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa#218$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,20,false,true,false,true,false,CxG,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://doi.org/10.1101/2020.11.20.20227355,undefined undefined
unknown,https://api.cellxgene.cziscience.com/dp/v1/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa#219$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,16,false,true,false,true,false,CxG,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://doi.org/10.1101/2020.11.20.20227355,undefined undefined
unknown,https://api.cellxgene.cziscience.com/dp/v1/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa#259$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,23,false,true,false,true,false,CxG,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://doi.org/10.1101/2020.11.20.20227355,undefined undefined
unknown,https://api.cellxgene.cziscience.com/dp/v1/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa#3$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,21,false,true,false,true,false,CxG,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://doi.org/10.1101/2020.11.20.20227355,undefined undefined
unknown,https://api.cellxgene.cziscience.com/dp/v1/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa#318$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,16,false,true,false,true,false,CxG,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://doi.org/10.1101/2020.11.20.20227355,undefined undefined
unknown,https://api.cellxgene.cziscience.com/dp/v1/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa#336$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,25,false,true,false,true,false,CxG,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://doi.org/10.1101/2020.11.20.20227355,undefined undefined
unknown,https://api.cellxgene.cziscience.com/dp/v1/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa#345$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,26,false,true,false,true,false,CxG,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://doi.org/10.1101/2020.11.20.20227355,undefined undefined
unknown,https://api.cellxgene.cziscience.com/dp/v1/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa#366$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,23,false,true,false,true,false,CxG,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://doi.org/10.1101/2020.11.20.20227355,undefined undefined
unknown,https://api.cellxgene.cziscience.com/dp/v1/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa#367$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,19,false,true,false,true,false,CxG,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://doi.org/10.1101/2020.11.20.20227355,undefined undefined
unknown,https://api.cellxgene.cziscience.com/dp/v1/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa#370$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,17,false,true,false,true,false,CxG,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://doi.org/10.1101/2020.11.20.20227355,undefined undefined
unknown,https://api.cellxgene.cziscience.com/dp/v1/collections/0434a9d4-85fd-4554-b8e3-cf6c582bb2fa#90$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,24,false,true,false,true,false,CxG,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,https://doi.org/10.1101/2020.11.20.20227355,undefined undefined
female,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC001$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,22,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC002$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,18,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC003$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,24,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC004$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,24,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
female,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC005$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,23,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC006$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,24,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC007$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,24,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC008$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,24,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC009$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,26,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC010$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,23,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC011$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,25,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC012$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,26,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC013$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,26,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC014$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,26,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
female,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC015$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,25,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
female,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC016$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,25,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
female,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC017$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,24,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC018$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,24,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC019$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,25,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC020$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,20,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC021$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,25,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC022$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,26,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC023$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,24,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC024$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,26,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-HC025$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,22,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-M001$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,17,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
female,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-M004$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,11,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-M005$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,25,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-M006$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,25,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-M007$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,11,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-M008$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,11,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
female,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-M009$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,27,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
female,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-M010$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,18,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
female,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-M011$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,26,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
female,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-M012$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,24,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
female,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-M013$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,19,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-M014$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,22,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
female,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-M015$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,21,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
male,https://api.cellxgene.cziscience.com/dp/v1/collections/0a839c4b-10d0-4d64-9272-684c49a2c8ba#P-M016$blood,sc_transcriptomics,blood,,http://purl.obolibrary.org/obo/UBERON_0000178,21,false,true,false,true,false,CxG,COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas,https://doi.org/10.1016/j.cell.2021.01.053,Xianwen Ren
