sex,dataset,organ,cell_count,in_atlas,has_cell_summary,has_extraction_site,has_publication,in_high_quality_portal,portal,study_paper,doi,lead_author
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#27-10088$cortex%20of%20kidney,Kidney,31,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#27-10089$cortex%20of%20kidney,Kidney,35,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#27-10094$cortex%20of%20kidney,Kidney,40,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#27-10104$cortex%20of%20kidney,Kidney,27,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#27-10112$kidney,Kidney,32,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#27-10119$kidney,Kidney,36,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#28-10051$cortex%20of%20kidney,Kidney,32,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#28-10051$kidney,Kidney,14,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#28-10109$cortex%20of%20kidney,Kidney,38,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#28-11515$kidney,Kidney,28,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#28-12178$cortex%20of%20kidney,Kidney,27,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#28-12263$kidney,Kidney,34,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#28-12381$kidney,Kidney,28,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#28-12490$kidney,Kidney,29,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#28-12510$renal%20medulla,Kidney,16,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#28-12518$kidney,Kidney,23,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10006$cortex%20of%20kidney,Kidney,19,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10006$kidney,Kidney,42,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10008$cortex%20of%20kidney,Kidney,39,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10008$kidney,Kidney,24,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10010$cortex%20of%20kidney,Kidney,26,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10010$kidney,Kidney,35,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10011$cortex%20of%20kidney,Kidney,37,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10011$kidney,Kidney,35,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10012$cortex%20of%20kidney,Kidney,35,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10012$kidney,Kidney,41,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10013$kidney,Kidney,32,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10013$renal%20medulla,Kidney,31,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10016$cortex%20of%20kidney,Kidney,38,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10016$kidney,Kidney,36,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10276$cortex%20of%20kidney,Kidney,35,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10277$cortex%20of%20kidney,Kidney,36,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10280$cortex%20of%20kidney,Kidney,28,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10280$kidney,Kidney,37,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10380$cortex%20of%20kidney,Kidney,32,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10380$kidney,Kidney,37,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10386$kidney,Kidney,28,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10393$renal%20medulla,Kidney,24,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10398$kidney,Kidney,37,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10400$cortex%20of%20kidney,Kidney,34,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10400$kidney,Kidney,33,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10401$cortex%20of%20kidney,Kidney,20,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10404$kidney,Kidney,34,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10406$kidney,Kidney,26,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10406$renal%20medulla,Kidney,26,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#29-10410$kidney,Kidney,36,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#30-10018$cortex%20of%20kidney,Kidney,38,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#30-10018$kidney,Kidney,39,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#30-10034$cortex%20of%20kidney,Kidney,40,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#30-10034$kidney,Kidney,28,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#30-10044$renal%20medulla,Kidney,33,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#30-10123$kidney,Kidney,29,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#30-10125$kidney,Kidney,36,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#30-10631$cortex%20of%20kidney,Kidney,36,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#30-10929$cortex%20of%20kidney,Kidney,34,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#30-10929$kidney,Kidney,39,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#30-11051$kidney,Kidney,31,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10000$kidney,Kidney,37,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10000$renal%20medulla,Kidney,37,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10001$kidney,Kidney,30,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10001$renal%20medulla,Kidney,42,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10006$renal%20medulla,Kidney,28,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10013$kidney,Kidney,38,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10013$renal%20medulla,Kidney,36,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10035$cortex%20of%20kidney,Kidney,34,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10035$kidney,Kidney,34,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10040$kidney,Kidney,33,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10042$kidney,Kidney,30,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10061$cortex%20of%20kidney,Kidney,35,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10063$renal%20medulla,Kidney,37,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10078$kidney,Kidney,37,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10081$cortex%20of%20kidney,Kidney,29,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10091$cortex%20of%20kidney,Kidney,22,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10105$cortex%20of%20kidney,Kidney,26,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10154$kidney,Kidney,35,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10177$cortex%20of%20kidney,Kidney,31,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10210$kidney,Kidney,37,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10210$renal%20medulla,Kidney,33,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Female,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#31-10236$kidney,Kidney,34,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#32-10003$cortex%20of%20kidney,Kidney,39,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#32-10003$kidney,Kidney,37,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#32-10034$cortex%20of%20kidney,Kidney,32,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
Male,https://api.cellxgene.cziscience.com/dp/v1/collections/0f528c8a-a25c-4840-8fa3-d156fa11086f#32-10034$kidney,Kidney,31,false,true,false,false,false,CxG,An atlas of healthy and injured cell states and niches in the human kidney (Version 1.5),,
