sample,sample_type,label,description,link,extraction_site,x_dimension,y_dimension,z_dimension,creator,creator_first_name,creator_last_name,as_id,unique_cell_type_count
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046_Donor_TissueBlock1,Tissue Block,"Registered 3/24/2023, Allen Wang, NHLBI/LungMap","5 x 5 x 3 millimeter, 3 millimeter",https://data-browser.lungmap.net/explore/projects/20037472-ea1d-4ddb-9cd3-56a11a6f0f76,http://purl.org/ccf/1.5/da60f474-614a-4e0a-adbe-521ba44c7bf0,5,5,3,Allen Wang,Allen,Wang,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D062_Donor_TissueBlock1,Tissue Block,"Registered 3/24/2023, Allen Wang, NHLBI/LungMap","5 x 5 x 3 millimeter, 3 millimeter",https://data-browser.lungmap.net/explore/projects/20037472-ea1d-4ddb-9cd3-56a11a6f0f76,http://purl.org/ccf/1.5/da60f474-614a-4e0a-adbe-521ba44c7bf0,5,5,3,Allen Wang,Allen,Wang,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D122_Donor_TissueBlock1,Tissue Block,"Registered 3/24/2023, Allen Wang, NHLBI/LungMap","5 x 5 x 3 millimeter, 3 millimeter",https://data-browser.lungmap.net/explore/projects/20037472-ea1d-4ddb-9cd3-56a11a6f0f76,http://purl.org/ccf/1.5/da60f474-614a-4e0a-adbe-521ba44c7bf0,5,5,3,Allen Wang,Allen,Wang,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D150_Donor_TissueBlock1,Tissue Block,"Registered 3/24/2023, Allen Wang, NHLBI/LungMap","5 x 5 x 3 millimeter, 3 millimeter",https://data-browser.lungmap.net/explore/projects/20037472-ea1d-4ddb-9cd3-56a11a6f0f76,http://purl.org/ccf/1.5/da60f474-614a-4e0a-adbe-521ba44c7bf0,5,5,3,Allen Wang,Allen,Wang,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D175_Donor_TissueBlock1,Tissue Block,"Registered 3/24/2023, Allen Wang, NHLBI/LungMap","5 x 5 x 3 millimeter, 3 millimeter",https://data-browser.lungmap.net/explore/projects/20037472-ea1d-4ddb-9cd3-56a11a6f0f76,http://purl.org/ccf/1.5/da60f474-614a-4e0a-adbe-521ba44c7bf0,5,5,3,Allen Wang,Allen,Wang,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D110_Donor_TissueBlock1,Tissue Block,"Registered 3/24/2023, Allen Wang, NHLBI/LungMap","5 x 5 x 3 millimeter, 3 millimeter",https://data-browser.lungmap.net/explore/projects/20037472-ea1d-4ddb-9cd3-56a11a6f0f76,http://purl.org/ccf/1.5/da60f474-614a-4e0a-adbe-521ba44c7bf0,5,5,3,Allen Wang,Allen,Wang,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D088_Donor_TissueBlock1,Tissue Block,"Registered 3/24/2023, Allen Wang, NHLBI/LungMap","5 x 5 x 3 millimeter, 3 millimeter",https://data-browser.lungmap.net/explore/projects/20037472-ea1d-4ddb-9cd3-56a11a6f0f76,http://purl.org/ccf/1.5/6acd66b8-2659-4626-bef9-a80f135489ad,5,5,3,Allen Wang,Allen,Wang,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D139_Donor_TissueBlock1,Tissue Block,"Registered 3/24/2023, Allen Wang, NHLBI/LungMap","5 x 5 x 3 millimeter, 3 millimeter",https://data-browser.lungmap.net/explore/projects/20037472-ea1d-4ddb-9cd3-56a11a6f0f76,http://purl.org/ccf/1.5/6acd66b8-2659-4626-bef9-a80f135489ad,5,5,3,Allen Wang,Allen,Wang,,0
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D231_Donor_TissueBlock1,Tissue Block,"Registered 3/24/2023, Allen Wang, NHLBI/LungMap","5 x 5 x 3 millimeter, 3 millimeter",https://data-browser.lungmap.net/explore/projects/20037472-ea1d-4ddb-9cd3-56a11a6f0f76,http://purl.org/ccf/1.5/6acd66b8-2659-4626-bef9-a80f135489ad,5,5,3,Allen Wang,Allen,Wang,,0
https://entity.api.hubmapconsortium.org/entities/015f9976f3fed4c35dbbaad622a413d9,Tissue Block,"Registered 6/10/2022, Amanda Knoten, TMC-UCSD","3 x 5 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/015f9976f3fed4c35dbbaad622a413d9,http://purl.org/ccf/1.5/85ad9566-c363-4b61-a522-6576b253d9af,3,5,2,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/03947098fe5b5ec44d67ec9d65a391d5,Tissue Block,"Registered 10/25/2021, Dana L Jackson, TMC-CalTech","10 x 10 x 10 millimeter, 10 millimeter, 0 Sections",https://portal.hubmapconsortium.org/browse/sample/03947098fe5b5ec44d67ec9d65a391d5,http://purl.org/ccf/1.5/ce5f3bd0-f091-49fe-8fe5-67004848078b,10,10,10,Andreas Bueckle,Andreas,Bueckle,,0
https://entity.api.hubmapconsortium.org/entities/042c6334e6b47083cf871bd5802bd460,Tissue Block,"Registered 10/25/2021, Dana L Jackson, TMC-CalTech","10 x 16 x 10 millimeter, 10 millimeter, 0 Sections",https://portal.hubmapconsortium.org/browse/sample/042c6334e6b47083cf871bd5802bd460,http://purl.org/ccf/1.5/118235b7-38a4-4fcf-8834-bad5765f5eeb,10,16,10,Andreas Bueckle,Andreas,Bueckle,,0
https://entity.api.hubmapconsortium.org/entities/0a558711c6b9d5b9029717d722a2c31c,Tissue Block,"Registered 9/23/2022, Diane Salamon, TMC-UCSD","4 x 6 x 2 millimeter, 2 millimeter, 0 Sections",https://portal.hubmapconsortium.org/browse/sample/0a558711c6b9d5b9029717d722a2c31c,http://purl.org/ccf/1.5/df0b33f7-371a-47a4-a636-a27db19bdbc9,4,6,2,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/0be6dee31365fd1e590a45263df043c6,Tissue Block,"Registered 6/10/2022, Amanda Knoten, TMC-UCSD","2 x 3 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/0be6dee31365fd1e590a45263df043c6,http://purl.org/ccf/1.5/4e2e6f98-ec16-4627-a06a-d3cdc282ee1c,2,3,2,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/0e7be19fa5edebb2b1c184288811f81b,Tissue Block,"Registered 6/10/2022, Amanda Knoten, TMC-UCSD","8 x 6 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/0e7be19fa5edebb2b1c184288811f81b,http://purl.org/ccf/1.5/cef949fe-5100-4175-b87b-0172df815a6a,8,6,2,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/0ec930e0f4a8fcf12ea136a28e1acad4,Tissue Block,"Registered 5/29/2024, Amanda Knoten, TMC-UCSD","2 x 2 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/0ec930e0f4a8fcf12ea136a28e1acad4,http://purl.org/ccf/1.5/6537f5fc-c6fa-43b0-93e1-85040fdb89be,2,2,2,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/11d794402e067e54888bb8a4af4184e0,Tissue Block,"Registered 9/23/2022, Diane Salamon, TMC-UCSD","4 x 8 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/11d794402e067e54888bb8a4af4184e0,http://purl.org/ccf/1.5/5c7d77e3-e7e4-4f6c-bf86-01e78c3de7ad,4,8,2,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/1c938bdcf482f2793bbaf6b49a72b306,Tissue Block,"Registered 6/9/2022, Amanda Knoten, TMC-UCSD","2 x 2 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/1c938bdcf482f2793bbaf6b49a72b306,http://purl.org/ccf/1.5/1f414fc5-cb93-45b7-a1b8-0cd21dfa9f7d,2,2,2,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/1fc5ea2bcad245a95f085dbe0b605039,Tissue Block,"Registered 6/10/2022, Amanda Knoten, TMC-UCSD","12 x 20 x 5 millimeter, 5 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/1fc5ea2bcad245a95f085dbe0b605039,http://purl.org/ccf/1.5/44bacb5a-0cd8-4a88-9c93-490255a6b6f2,12,20,5,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/21c5010f081016b070f8347df9cfdb75,Tissue Block,"Registered 6/10/2022, Amanda Knoten, TMC-UCSD","9 x 21 x 5 millimeter, 5 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/21c5010f081016b070f8347df9cfdb75,http://purl.org/ccf/1.5/ad4b166a-7f04-4324-b2e2-429d66087131,9,21,5,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/221340e997dc0f2bf94e735098b148fe,Tissue Block,"Registered 6/8/2022, Diane Salamon, TMC-UCSD","2 x 2 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/221340e997dc0f2bf94e735098b148fe,http://purl.org/ccf/1.5/70ad7ae6-c9af-4975-98e2-98c249e36ddd,2,2,2,Amanda  Knoten,"Amanda ",Knoten,,0
https://entity.api.hubmapconsortium.org/entities/2256c64aacd92af7028ffb33e478cf46,Tissue Block,"Registered 10/3/2021, Diane Salamon, TMC-UCSD","3 x 12 x 2 millimeter, 0.7 millimeter, 3 Sections",https://portal.hubmapconsortium.org/browse/sample/2256c64aacd92af7028ffb33e478cf46,http://purl.org/ccf/1.5/fd380a0c-2915-4d73-b3f4-d161badbaccb,3,12,2,Amanda  Knoten,"Amanda ",Knoten,,0
https://entity.api.hubmapconsortium.org/entities/243c742cc28978c406d650984d6eeffd,Tissue Block,"Registered 10/3/2021, Diane Salamon, TMC-UCSD","3 x 4 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/243c742cc28978c406d650984d6eeffd,http://purl.org/ccf/1.5/52c4948d-bdc2-4201-a991-61a2c0a565c0,3,4,2,amanda knoten,amanda,knoten,,0
https://entity.api.hubmapconsortium.org/entities/263854e0346766efa516bd69bfc1e035,Tissue Block,"Registered 9/23/2022, Diane Salamon, TMC-UCSD","3 x 12 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/263854e0346766efa516bd69bfc1e035,http://purl.org/ccf/1.5/cb68d9a5-9884-4eef-afe8-e087cac7bf54,3,12,2,Amanda  Knoten,"Amanda ",Knoten,,0
https://entity.api.hubmapconsortium.org/entities/27d32c5c8e5af5bef285fa773beee5b6,Tissue Block,"Registered 9/10/2021, Liz McDonough, RTI-General Electric","30 x 13 x 7 millimeter, 0.3 millimeter, 26 Sections",https://portal.hubmapconsortium.org/browse/sample/27d32c5c8e5af5bef285fa773beee5b6,http://purl.org/ccf/1.5/9e77a7b5-e7e8-48e1-a30e-01eeaa300ed8,30,13,7,Andreas Bueckle,Andreas,Bueckle,,0
https://entity.api.hubmapconsortium.org/entities/2957761e1ed24c63f53714bd0d9bf25f,Tissue Block,"Registered 9/23/2022, Diane Salamon, TMC-UCSD","2 x 3 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/2957761e1ed24c63f53714bd0d9bf25f,http://purl.org/ccf/1.5/2990ecc8-1854-4794-8f11-1b31c5c94e5f,2,3,2,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/2c43806e840ffc9861abadf827c292fc,Tissue Block,"Registered 9/23/2022, Diane Salamon, TMC-UCSD","3 x 2 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/2c43806e840ffc9861abadf827c292fc,http://purl.org/ccf/1.5/db35f27d-313f-4dd6-819b-375cf106aac1,3,2,2,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/2c523a98b87af1d9c7c7499b3817822f,Tissue Block,"Registered 6/8/2022, Diane Salamon, TMC-UCSD","4 x 5 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/2c523a98b87af1d9c7c7499b3817822f,http://purl.org/ccf/1.5/69ac0df4-f442-4d62-90dc-86fcbc38eb23,4,5,2,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/2e398e91f1336b6701a851e44859faa9,Tissue Block,"Registered 5/29/2024, Amanda Knoten, TMC-UCSD","5 x 5 x 5 millimeter, 5 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/2e398e91f1336b6701a851e44859faa9,http://purl.org/ccf/1.5/e43280c9-840b-481f-a8a6-90114c2c5cc9,5,5,5,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/2f8bb4ef2d9b8d23eebc24d1d5db36cd,Tissue Block,"Registered 6/9/2022, Amanda Knoten, TMC-UCSD","3 x 5 x 2 millimeter, 0.2 millimeter, 11 Sections",https://portal.hubmapconsortium.org/browse/sample/2f8bb4ef2d9b8d23eebc24d1d5db36cd,http://purl.org/ccf/1.5/8f99a469-7d51-46dc-919d-2e002eeae868,3,5,2,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/3b4fda75a1185356b6c85965a4b61530,Tissue Block,"Registered 10/25/2021, Dana L Jackson, TMC-CalTech","10 x 10 x 18 millimeter, 18 millimeter, 0 Sections",https://portal.hubmapconsortium.org/browse/sample/3b4fda75a1185356b6c85965a4b61530,http://purl.org/ccf/1.5/de8bd0bf-7765-44c4-9d22-5ff5c0586816,10,10,18,Andreas Bueckle,Andreas,Bueckle,,0
https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d,Tissue Block,"Registered 10/3/2021, Diane Salamon, TMC-UCSD","1 x 5 x 2 millimeter, 1 millimeter, 2 Sections",https://portal.hubmapconsortium.org/browse/sample/3d74b962e316efbfba104370f5c87e2d,http://purl.org/ccf/1.5/26edd761-8b50-453c-9b03-2337806c9e3a,1,5,2,Amanda  Knoten,"Amanda ",Knoten,,0
https://entity.api.hubmapconsortium.org/entities/41e6526c796c3d2a975b28349b6c923e,Tissue Block,"Registered 6/8/2022, Diane Salamon, TMC-UCSD","2 x 3 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/41e6526c796c3d2a975b28349b6c923e,http://purl.org/ccf/1.5/731ade72-cdb7-4262-8be1-859396820dfd,2,3,2,Amanda  Knoten,"Amanda ",Knoten,,0
https://entity.api.hubmapconsortium.org/entities/454f281ae77ccd7a1e2ab86f90c07263,Tissue Block,"Registered 9/23/2022, Diane Salamon, TMC-UCSD","3 x 2 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/454f281ae77ccd7a1e2ab86f90c07263,http://purl.org/ccf/1.5/57bab703-98bd-4106-9160-af951a74e4df,3,2,2,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/4eb373e9332ec51776a2ca2f79001022,Tissue Block,"Registered 6/10/2022, Amanda Knoten, TMC-UCSD","3 x 5 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/4eb373e9332ec51776a2ca2f79001022,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,3,5,2,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/539d08c341db65d371ae0687bb314bb3,Tissue Block,"Registered 10/3/2021, Diane Salamon, TMC-UCSD","5 x 10 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/539d08c341db65d371ae0687bb314bb3,http://purl.org/ccf/1.5/cf4ba102-edf7-4fe4-bb1d-860cdf57609d,5,10,2,amanda knoten,amanda,knoten,,0
https://entity.api.hubmapconsortium.org/entities/555c2eabb62d8c3d38770f6e1f9fd7e8,Tissue Block,"Registered 10/25/2021, Dana L Jackson, TMC-CalTech","16 x 16 x 16 millimeter, 16 millimeter, 0 Sections",https://portal.hubmapconsortium.org/browse/sample/555c2eabb62d8c3d38770f6e1f9fd7e8,http://purl.org/ccf/1.5/2816c343-c908-45bf-8964-974b1c54a5b9,16,16,16,Andreas Bueckle,Andreas,Bueckle,,0
https://entity.api.hubmapconsortium.org/entities/57cac4cbeaa9612c03727decf3f10c6d,Tissue Block,"Registered 6/10/2022, Amanda Knoten, TMC-UCSD","2 x 13 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/57cac4cbeaa9612c03727decf3f10c6d,http://purl.org/ccf/1.5/bd004aeb-6e60-4d5b-8d40-cfdd55b8b6fe,2,13,2,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/5abbecf8d13b9df7482f3bd9819135a2,Tissue Block,"Registered 10/17/2024, Amanda Knoten, TMC-UCSD","26 x 8 x 0.12 millimeter, 0.1 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/5abbecf8d13b9df7482f3bd9819135a2,http://purl.org/ccf/1.5/0060612c-6d95-47d8-a8d0-0443fff344e9,26,8,0.12,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/5c59d9d224f4293f40cc989fc6075c8f,Tissue Block,"Registered 6/10/2022, Amanda Knoten, TMC-UCSD","6 x 5 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/5c59d9d224f4293f40cc989fc6075c8f,http://purl.org/ccf/1.5/1ac64de5-0f15-4d54-add8-e8817a3aa538,6,5,2,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/60da3463ccefe031ad887014140a341e,Tissue Block,"Registered 10/25/2021, Dana L Jackson, TMC-CalTech","13 x 13 x 13 millimeter, 13 millimeter, 0 Sections",https://portal.hubmapconsortium.org/browse/sample/60da3463ccefe031ad887014140a341e,http://purl.org/ccf/1.5/1995aefd-5289-4652-a7e0-cc66c495649f,13,13,13,Andreas Bueckle,Andreas,Bueckle,,0
https://entity.api.hubmapconsortium.org/entities/644ce34d8daf31523d9f052d28bec68d,Tissue Block,"Registered 6/10/2022, Amanda Knoten, TMC-UCSD","3 x 3 x 2 millimeter, 2 millimeter, 1 Sections",https://portal.hubmapconsortium.org/browse/sample/644ce34d8daf31523d9f052d28bec68d,http://purl.org/ccf/1.5/ca285e1d-d2b4-4089-9059-11c95d788154,3,3,2,Amanda Knoten,Amanda,Knoten,,0
https://entity.api.hubmapconsortium.org/entities/681f7f1d0a87427cf182f231a01ca6f0,Tissue Block,"Registered 5/29/2024, Diane Salamon, TMC-UCSD","2 x 2 x 2 millimeter, 1 millimeter, 2 Sections",https://portal.hubmapconsortium.org/browse/sample/681f7f1d0a87427cf182f231a01ca6f0,http://purl.org/ccf/1.5/76c494e3-ed44-4cd6-a634-e83b02bcd767,2,2,2,Amanda Knoten,Amanda,Knoten,,0
