dataset,publication,publication_lead_author,publication_title
https://entity.api.hubmapconsortium.org/entities/59f7fa785f9dbd46f45758e22454e912,https://doi.org/10.1038/s41586-023-05915-x,,
https://entity.api.hubmapconsortium.org/entities/5a5ca03fa623602d9a859224aa40ace4,,,
https://entity.api.hubmapconsortium.org/entities/5a6470730104461ebb4358a11f70bd56,,,
https://entity.api.hubmapconsortium.org/entities/5afac98d9f449f2169b505179dd96f0e,https://doi.org/10.1038/s41586-023-05915-x,,
https://entity.api.hubmapconsortium.org/entities/5b8a17e92defe510fa91b3a97a728831,https://doi.org/10.1038/s41586-023-05915-x,,
https://entity.api.hubmapconsortium.org/entities/5c57b3574a103e4990c8ed54cd82c6e6,,,
https://entity.api.hubmapconsortium.org/entities/5d111a1db2f18d507d23e79b993e1e4a,,,
https://entity.api.hubmapconsortium.org/entities/5d333ab22f05d83c6a5ba4848a50b058,,,
https://entity.api.hubmapconsortium.org/entities/5dcd80f33dd59321055f621791918516,https://doi.org/10.1038/s41586-023-05915-x,,
https://entity.api.hubmapconsortium.org/entities/5e2aaccdea5c209e217888f2c20ea64b,,,
https://entity.api.hubmapconsortium.org/entities/5e919343564577bb99b140142061fd5f,,,
https://entity.api.hubmapconsortium.org/entities/5ee240959c96b49d960702755478b9fc,,,
https://entity.api.hubmapconsortium.org/entities/5f4e84e77fd0e4dec0c4d1cab468de15,,,
https://entity.api.hubmapconsortium.org/entities/615462a0e4aa133d8b19644c404e3eeb,,,
https://entity.api.hubmapconsortium.org/entities/61b3818a8c762a5708b275a714360608,https://doi.org/10.1038/s41586-023-05915-x,,
https://entity.api.hubmapconsortium.org/entities/62efbe0a6abd0bcf53ab9ab29e7cd73f,,,
https://entity.api.hubmapconsortium.org/entities/63349325056ccff582f1d095055c7e12,,,
https://entity.api.hubmapconsortium.org/entities/634511b7c63c16cfb51dc867c65cfc91,,,
https://entity.api.hubmapconsortium.org/entities/674116f3bb6c85dc933ea4ce6ffab05f,,,
https://entity.api.hubmapconsortium.org/entities/6751b407aa567865e4aa0bff3bd80a78,,,
https://entity.api.hubmapconsortium.org/entities/67c6b239cf0986423273c874dd8c5e66,,,
https://entity.api.hubmapconsortium.org/entities/67d7b5a3fb4f64a1f714d4369fdedc16,,,
https://entity.api.hubmapconsortium.org/entities/699e1e0966bf3bc53e8a114eff9c75d0,https://doi.org/10.1038/s41586-023-05915-x,,
https://entity.api.hubmapconsortium.org/entities/69d175d24b6b3997cc99fa6531a5fbce,,,
https://entity.api.hubmapconsortium.org/entities/69e35548d14ef026c46ddbab31f761da,,,
https://entity.api.hubmapconsortium.org/entities/69ede86e15f4c129ca8eff2bb9940b36,,,
https://entity.api.hubmapconsortium.org/entities/6b5d4d3a6af69a3bb82c4768cd24396c,,,
https://entity.api.hubmapconsortium.org/entities/6c4582697caa32064baebc97cade18ef,,,
https://entity.api.hubmapconsortium.org/entities/6c57274e7a40413dc042ec32442a228b,,,
https://entity.api.hubmapconsortium.org/entities/6cd63d0ee2c67c3be41e4be1522d9c07,,,
https://entity.api.hubmapconsortium.org/entities/6cd657565c709c832300336899a1e1ec,,,
https://entity.api.hubmapconsortium.org/entities/6df2f796ad72307d04dc94d688b725c5,https://doi.org/10.1038/s41586-023-05915-x,,
https://entity.api.hubmapconsortium.org/entities/6e1db473492095ccc2f1393d7259b9c0,,,
https://entity.api.hubmapconsortium.org/entities/6efd19dc32f820a0e6be6a34973359b6,,,
https://entity.api.hubmapconsortium.org/entities/6f1b0a72a5e10af1474cec9a8804b8f5,,,
https://entity.api.hubmapconsortium.org/entities/6f289cf6ba3614682e8d5f6c8e93ebb1,,,
https://entity.api.hubmapconsortium.org/entities/6fdfde6f88e34294b3cd58e070ebcba2,,,
https://entity.api.hubmapconsortium.org/entities/7017034c816444f6acb469834e53344f,,,
https://entity.api.hubmapconsortium.org/entities/7034950e109586361e73c1b9ddb81346,https://doi.org/10.1038/s41586-023-05915-x,,
https://entity.api.hubmapconsortium.org/entities/704d16116f29994ab0e714f4afdb5516,,,
https://entity.api.hubmapconsortium.org/entities/707d72d89097af2ff75d127137e5547e,,,
https://entity.api.hubmapconsortium.org/entities/71477f504b0069828a368009fa3ab1ad,,,
https://entity.api.hubmapconsortium.org/entities/71719ade6924098f772d4063541a50f3,,,
https://entity.api.hubmapconsortium.org/entities/72fd0d8256cd9d9e9d0c75ed7b4431cc,,,
https://entity.api.hubmapconsortium.org/entities/739184f7ec84d93a35360cde81cc026c,,,
https://entity.api.hubmapconsortium.org/entities/746688ea37608c8dbbcc1805adc0413c,https://doi.org/10.1038/s41586-023-05915-x,,
https://entity.api.hubmapconsortium.org/entities/74e09cbb91aba06b48429651cb388940,,,
https://entity.api.hubmapconsortium.org/entities/763635933fb185b0174ea09273b36583,https://doi.org/10.1038/s41586-023-05915-x,,
https://entity.api.hubmapconsortium.org/entities/7646a8a89555a123a56446b66c183d58,,,
https://entity.api.hubmapconsortium.org/entities/781a16848177ef6567d4963a0eb9fb0a,,,
https://doi.org/10.1126/science.abl4290#GTEX-1HSMQ-5007-SM-GKSJG,https://doi.org/10.1126/science.abl4290,Gökcen Eraslan,Single-nucleus cross-tissue molecular reference maps toward understanding disease gene function
https://doi.org/10.1126/science.abl4290#GTEX-1HSMQ-5014-SM-GKSJI,https://doi.org/10.1126/science.abl4290,Gökcen Eraslan,Single-nucleus cross-tissue molecular reference maps toward understanding disease gene function
https://doi.org/10.1126/science.abl4290#GTEX-1I1GU-5006-SM-G8XQC,https://doi.org/10.1126/science.abl4290,Gökcen Eraslan,Single-nucleus cross-tissue molecular reference maps toward understanding disease gene function
https://doi.org/10.1126/science.abl4290#GTEX-1ICG6-5003-SM-GHS9A,https://doi.org/10.1126/science.abl4290,Gökcen Eraslan,Single-nucleus cross-tissue molecular reference maps toward understanding disease gene function
https://doi.org/10.1126/science.abl4290#GTEX-1MCC2-5013-SM-HPJ3D,https://doi.org/10.1126/science.abl4290,Gökcen Eraslan,Single-nucleus cross-tissue molecular reference maps toward understanding disease gene function
https://doi.org/10.1126/science.abl4290#GTEX-1R9PN-5002-SM-HD2MC,https://doi.org/10.1126/science.abl4290,Gökcen Eraslan,Single-nucleus cross-tissue molecular reference maps toward understanding disease gene function
https://entity.api.hubmapconsortium.org/entities/0027cb59bcb4a34d5db83acaf934a9d9,,,
https://entity.api.hubmapconsortium.org/entities/00318be0b7cfa3c6ed7fbeab08fe700b,,,
https://entity.api.hubmapconsortium.org/entities/007f3dfaaa287d5c7c227651f61a9c5b,,,
https://entity.api.hubmapconsortium.org/entities/0110be17631ab95c722d476145feb00c,,,
https://entity.api.hubmapconsortium.org/entities/018a905cdbdff684760859f594d3fd77,,,
https://entity.api.hubmapconsortium.org/entities/0430a44e418219aafce608f4286b2a9b,,,
https://entity.api.hubmapconsortium.org/entities/044b28971204366347e7ed0b7ef0c279,,,
https://entity.api.hubmapconsortium.org/entities/04968c1fe0149ee367b0e53af55763e4,,,
https://entity.api.hubmapconsortium.org/entities/061b6c8f8e76f9be125f0f93e7734642,,,
https://entity.api.hubmapconsortium.org/entities/069a6930776ca28f8e10c3781aa13b56,,,
https://entity.api.hubmapconsortium.org/entities/07b9f36478e22bf820ac6a084e01bf94,,,
https://entity.api.hubmapconsortium.org/entities/0804a7a9e430e6adfbc56f339d787211,,,
https://entity.api.hubmapconsortium.org/entities/08c1aa2e74700e1170fc9218ae255992,,,
https://entity.api.hubmapconsortium.org/entities/0910bfd40695181a73e5059909e46cda,,,
https://entity.api.hubmapconsortium.org/entities/0a0eb095c8e7f7c890da20184d7527cb,,,
https://entity.api.hubmapconsortium.org/entities/0a21f3fa27109790483f2a0729be53de,,,
https://entity.api.hubmapconsortium.org/entities/0b0ef5c2b8786644f0b6bdef1c1d7a4f,,,
https://entity.api.hubmapconsortium.org/entities/0b528e5d674fadada32215c364f6fcaa,,,
https://entity.api.hubmapconsortium.org/entities/0b590c9e3a62178da592e85572e2f1bf,,,
https://entity.api.hubmapconsortium.org/entities/0b6f63f2bd61a8c091fc7afc0f318ad1,,,
https://entity.api.hubmapconsortium.org/entities/0b7015a55e38bd43b6cd6f58ddeb9059,,,
https://entity.api.hubmapconsortium.org/entities/0bcea0ab24e8bc5b0529b6f4d899ddad,,,
https://entity.api.hubmapconsortium.org/entities/0cecd7cf1da6f81d3654c1712a5d61a2,,,
https://entity.api.hubmapconsortium.org/entities/0d1eb3d774a694b79e844987f771b183,,,
https://entity.api.hubmapconsortium.org/entities/0db9481caed92aec4cddc606108692d5,,,
https://entity.api.hubmapconsortium.org/entities/0f35f3bd23a8f773c7213d558338e74d,,,
https://entity.api.hubmapconsortium.org/entities/10b22d398b548c141167d4d9c4cbd79e,,,
https://entity.api.hubmapconsortium.org/entities/11678046b4e78f95762acc47d3074dc5,,,
https://entity.api.hubmapconsortium.org/entities/1197c73d127193dd493ff542890a3d3d,,,
https://entity.api.hubmapconsortium.org/entities/11b4f413984624557c2b1a4566b0d71a,https://doi.org/10.1038/s41586-023-05915-x,,
https://entity.api.hubmapconsortium.org/entities/12de9dcdb62640f1687b832f69648a55,,,
https://entity.api.hubmapconsortium.org/entities/133bc98251c8b80923f550ea2678380e,https://doi.org/10.1038/s41586-023-05915-x,,
https://entity.api.hubmapconsortium.org/entities/13d882fbeae970f8fb08a6f0b76bf127,,,
https://entity.api.hubmapconsortium.org/entities/148d6445ed0cda5cabae377829013b4c,,,
https://entity.api.hubmapconsortium.org/entities/149e1be22a4961f9c6240480710836a3,,,
https://entity.api.hubmapconsortium.org/entities/15882fef75843d5cef518853a0e8246d,,,
https://entity.api.hubmapconsortium.org/entities/171bd6114652ce2a1ff0e4757b5eaef9,,,
https://entity.api.hubmapconsortium.org/entities/173de2e80adf6a73ac8cff5ccce20dfc,,,
https://entity.api.hubmapconsortium.org/entities/174c43df28ab2ab737471d00a65d7730,,,
https://entity.api.hubmapconsortium.org/entities/176edb4b0e16059522f6f087576fbeec,,,
https://entity.api.hubmapconsortium.org/entities/17f67cb15e59f65e640d85d2f3866cde,,,
https://entity.api.hubmapconsortium.org/entities/17fb6d5db17936acc8fb613ce98ab808,,,
https://entity.api.hubmapconsortium.org/entities/19304b10d9e1f17af19cccb2feb014a5,,,
https://entity.api.hubmapconsortium.org/entities/1b5c7d45cb0e475b73f9280d092d34a5,,,
https://entity.api.hubmapconsortium.org/entities/1c7aed43c995b32eb9b7233dce635529,,,
https://entity.api.hubmapconsortium.org/entities/1dc16eb0270ff73291dd45b6a96aa3c0,,,
https://entity.api.hubmapconsortium.org/entities/206d669d243f6dab04cc126a52cdab8d,,,
https://entity.api.hubmapconsortium.org/entities/21043afd6be7ec258f8a9fa1577c41b5,,,
https://entity.api.hubmapconsortium.org/entities/2107df00633f703d39e1ec74c271a9e5,,,
https://entity.api.hubmapconsortium.org/entities/224e01ccfc20977ee5a6a6a5b96aa7d7,,,
https://entity.api.hubmapconsortium.org/entities/22684b9011fc5aea5cb3f89670a461e8,,,
https://entity.api.hubmapconsortium.org/entities/237b8f24c23821690519af862cf25a9f,,,
https://entity.api.hubmapconsortium.org/entities/24f6fc63d7f0444d459de7f419701e86,,,
https://entity.api.hubmapconsortium.org/entities/254801a318687281ba3e473569d89a45,,,
https://entity.api.hubmapconsortium.org/entities/2553283ad2c4dfe0033ba752fe204551,,,
https://entity.api.hubmapconsortium.org/entities/262419be2d6fc1fbbbdcbf9645d7b11a,https://doi.org/10.1038/s41586-023-05915-x,,
https://entity.api.hubmapconsortium.org/entities/2638ed2b83e619710497ca2410dc1da1,,,
https://entity.api.hubmapconsortium.org/entities/2639e9e8488edddde275491cdbaae662,,,
https://entity.api.hubmapconsortium.org/entities/266d58d22549461cd454c32084b9f7fe,,,
https://entity.api.hubmapconsortium.org/entities/26e1f2991c6f67fa10e9670f1bc0da6a,,,
https://entity.api.hubmapconsortium.org/entities/277152f17b5a2f308820ab4d85c5a426,,,
https://entity.api.hubmapconsortium.org/entities/27db7c3986c56c8ce03e71779e7ce698,,,
https://entity.api.hubmapconsortium.org/entities/28d7789ef980031fb7278646fe43ffe1,,,
https://entity.api.hubmapconsortium.org/entities/293d9f9a1a076c616ed91d7251ec831c,,,
https://entity.api.hubmapconsortium.org/entities/29596bee3f70b2bfc89d184fe38a3daa,,,
https://entity.api.hubmapconsortium.org/entities/2a4bc7e02193ed50cc8d692db06f042d,,,
https://entity.api.hubmapconsortium.org/entities/2a590db3d7ab1e1512816b165d95cdcf,,,
https://entity.api.hubmapconsortium.org/entities/2bd350c08997ecfec9c22f453cf4e6af,,,
https://entity.api.hubmapconsortium.org/entities/2c718a10905c5941d4cc134a7027f808,,,
https://entity.api.hubmapconsortium.org/entities/2c84a86ab51ec3a1168d8ba573d32c0a,,,
https://entity.api.hubmapconsortium.org/entities/2cd4eabca0b653af7f3b79534b2d641f,,,
https://entity.api.hubmapconsortium.org/entities/2d0deacd8be70eefbdc33ac107d97e58,,,
https://entity.api.hubmapconsortium.org/entities/2d2356cf5b4eb114d958c31346c3dd2f,,,
https://entity.api.hubmapconsortium.org/entities/2d3dbd5e5a3d9d5cfc7a46f06815a4eb,,,
https://entity.api.hubmapconsortium.org/entities/2d8b8b5f4cf8b1f955b1b823ae9a9441,,,
https://entity.api.hubmapconsortium.org/entities/2dac500177620d78ca174c2c1d36a6c8,,,
https://entity.api.hubmapconsortium.org/entities/2e4ae8b2f845f62e77cea46ef074981c,,,
https://entity.api.hubmapconsortium.org/entities/2eca1430db3b9a4129bff717925fe932,,,
https://entity.api.hubmapconsortium.org/entities/2ee93cd3a39b317d58d3f308281a943e,,,
https://entity.api.hubmapconsortium.org/entities/30a94db595b402bd813b020b0c51e233,,,
https://entity.api.hubmapconsortium.org/entities/3152ddcb811d362113ebb119602f2cd4,,,
https://entity.api.hubmapconsortium.org/entities/32b783576b6c88fec03f5e5988e3effa,,,
https://entity.api.hubmapconsortium.org/entities/33c0ce043ae331ea23fc80023428e534,,,
https://entity.api.hubmapconsortium.org/entities/33fcecfcdb5a264554dc06db897cd4f8,https://doi.org/10.1038/s41586-023-05915-x,,
https://entity.api.hubmapconsortium.org/entities/35234b5e3eda236bb80ef3722da366f7,,,
https://entity.api.hubmapconsortium.org/entities/35e9bf0f58152ceb6f4d01052ac8867d,,,
https://entity.api.hubmapconsortium.org/entities/35f5b75a7e3d0711f16b0a10219586fb,,,
https://entity.api.hubmapconsortium.org/entities/367fee3b40cba682063289505b922be1,,,
https://entity.api.hubmapconsortium.org/entities/371a66eb271ddc229fa5cb2c3a20ca12,https://doi.org/10.1038/s41586-023-05915-x,,
https://entity.api.hubmapconsortium.org/entities/377df3da484d29fdde20ec020a76ba1b,,,
https://entity.api.hubmapconsortium.org/entities/37988db44acc8d0780e4e31cd057e789,,,
https://entity.api.hubmapconsortium.org/entities/37ccf28cb5c06e8ba076f587ee4e50be,,,
https://entity.api.hubmapconsortium.org/entities/39e55aa4b6953651230feff506c00fec,,,
https://entity.api.hubmapconsortium.org/entities/3a4fb23a49fba2647dba2b8f57976d25,https://doi.org/10.1038/s41586-023-05915-x,,
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D032$lung,https://doi.org/10.7554/eLife.62522,Allen Wang,LungMAP — Human data from a broad age healthy donor group
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D046$lung,https://doi.org/10.7554/eLife.62522,Allen Wang,LungMAP — Human data from a broad age healthy donor group
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D062$lung,https://doi.org/10.7554/eLife.62522,Allen Wang,LungMAP — Human data from a broad age healthy donor group
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D088$lung,https://doi.org/10.7554/eLife.62522,Allen Wang,LungMAP — Human data from a broad age healthy donor group
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D122$lung,https://doi.org/10.7554/eLife.62522,Allen Wang,LungMAP — Human data from a broad age healthy donor group
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D139$lung,https://doi.org/10.7554/eLife.62522,Allen Wang,LungMAP — Human data from a broad age healthy donor group
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D150$lung,https://doi.org/10.7554/eLife.62522,Allen Wang,LungMAP — Human data from a broad age healthy donor group
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D175$lung,https://doi.org/10.7554/eLife.62522,Allen Wang,LungMAP — Human data from a broad age healthy donor group
https://api.cellxgene.cziscience.com/dp/v1/collections/625f6bf4-2f33-4942-962e-35243d284837#D231$lung,https://doi.org/10.7554/eLife.62522,Allen Wang,LungMAP — Human data from a broad age healthy donor group
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$apex%20of%20heart,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$heart%20left%20ventricle,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$heart%20right%20ventricle,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D1$left%20cardiac%20atrium,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$apex%20of%20heart,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$heart%20left%20ventricle,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$heart%20right%20ventricle,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$interventricular%20septum,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$left%20cardiac%20atrium,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D11$right%20cardiac%20atrium,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$apex%20of%20heart,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$heart%20left%20ventricle,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$heart%20right%20ventricle,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$interventricular%20septum,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$left%20cardiac%20atrium,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D2$right%20cardiac%20atrium,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$apex%20of%20heart,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$heart%20left%20ventricle,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$heart%20right%20ventricle,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$interventricular%20septum,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$left%20cardiac%20atrium,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D3$right%20cardiac%20atrium,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$apex%20of%20heart,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20left%20ventricle,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$heart%20right%20ventricle,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$interventricular%20septum,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
https://api.cellxgene.cziscience.com/dp/v1/collections/b52eb423-5d0d-4645-b217-e1c6d38b2e72#D4$left%20cardiac%20atrium,https://doi.org/10.1038/s41586-020-2797-4,Monika Litviňuková,Cells of the adult human heart
