cell_label,cell_id,level,level_cell_id,level_cell_label
CD141-positive myeloid dendritic cell,http://purl.obolibrary.org/obo/CL_0002394,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
CD141-positive myeloid dendritic cell,http://purl.obolibrary.org/obo/CL_0002394,L2,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
"CD16-negative, CD56-bright natural killer cell, human",http://purl.obolibrary.org/obo/CL_0000938,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"CD16-positive, CD56-dim natural killer cell, human",http://purl.obolibrary.org/obo/CL_0000939,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
CD1c-positive myeloid dendritic cell,http://purl.obolibrary.org/obo/CL_0002399,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
CD1c-positive myeloid dendritic cell,http://purl.obolibrary.org/obo/CL_0002399,L2,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
CD4-positive helper T cell,http://purl.obolibrary.org/obo/CL_0000492,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
CD4-positive helper T cell,http://purl.obolibrary.org/obo/CL_0000492,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
"CD4-positive, CD25-positive, alpha-beta regulatory T cell",http://purl.obolibrary.org/obo/CL_0000792,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"CD4-positive, CD25-positive, alpha-beta regulatory T cell",http://purl.obolibrary.org/obo/CL_0000792,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
"CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000624,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000624,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
"CD4-positive, alpha-beta cytotoxic T cell",http://purl.obolibrary.org/obo/CL_0000934,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"CD4-positive, alpha-beta cytotoxic T cell",http://purl.obolibrary.org/obo/CL_0000934,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
"CD4-positive, alpha-beta memory T cell",http://purl.obolibrary.org/obo/CL_0000897,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"CD4-positive, alpha-beta memory T cell",http://purl.obolibrary.org/obo/CL_0000897,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
CD57-positive enterocyte,http://purl.obolibrary.org/obo/CL_4033092,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
CD7-positive lymphoid progenitor cell,http://purl.obolibrary.org/obo/CL_0001028,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000625,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000625,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
"CD8-positive, alpha-beta cytotoxic T cell",http://purl.obolibrary.org/obo/CL_0000794,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"CD8-positive, alpha-beta cytotoxic T cell",http://purl.obolibrary.org/obo/CL_0000794,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
"CD8-positive, alpha-beta memory T cell",http://purl.obolibrary.org/obo/CL_0000909,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"CD8-positive, alpha-beta memory T cell",http://purl.obolibrary.org/obo/CL_0000909,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
"CD8-positive, alpha-beta regulatory T cell",http://purl.obolibrary.org/obo/CL_0000795,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"CD8-positive, alpha-beta regulatory T cell",http://purl.obolibrary.org/obo/CL_0000795,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
CD8aa(I) thymocyte,http://purl.obolibrary.org/obo/CL_0009068,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
CD8aa(I) thymocyte,http://purl.obolibrary.org/obo/CL_0009068,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
DN1 thymic pro-T cell,http://purl.obolibrary.org/obo/CL_0000894,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
DN3 thymocyte,http://purl.obolibrary.org/obo/CL_0000807,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
DN3 thymocyte,http://purl.obolibrary.org/obo/CL_0000807,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
DN4 thymocyte,http://purl.obolibrary.org/obo/CL_0000808,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
DN4 thymocyte,http://purl.obolibrary.org/obo/CL_0000808,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
GIP cell,http://purl.obolibrary.org/obo/CL_0002278,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
Hofbauer cell,http://purl.obolibrary.org/obo/CL_3000001,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
Hofbauer cell,http://purl.obolibrary.org/obo/CL_3000001,L2,http://purl.obolibrary.org/obo/CL_0000235,macrophage
IgA plasma cell,http://purl.obolibrary.org/obo/CL_0000987,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
IgG plasma cell,http://purl.obolibrary.org/obo/CL_0000985,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
IgM plasma cell,http://purl.obolibrary.org/obo/CL_0000986,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,http://purl.obolibrary.org/obo/CL_4023047,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,http://purl.obolibrary.org/obo/CL_4023047,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
L4 intratelencephalic projecting glutamatergic neuron,http://purl.obolibrary.org/obo/CL_4030063,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
L4 intratelencephalic projecting glutamatergic neuron,http://purl.obolibrary.org/obo/CL_4030063,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,http://purl.obolibrary.org/obo/CL_4023048,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,http://purl.obolibrary.org/obo/CL_4023048,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
L5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,http://purl.obolibrary.org/obo/CL_4023049,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
L5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,http://purl.obolibrary.org/obo/CL_4023049,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
L5/6 near-projecting glutamatergic neuron of the primary motor cortex,http://purl.obolibrary.org/obo/CL_4023043,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
L5/6 near-projecting glutamatergic neuron of the primary motor cortex,http://purl.obolibrary.org/obo/CL_4023043,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,http://purl.obolibrary.org/obo/CL_4023050,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,http://purl.obolibrary.org/obo/CL_4023050,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
Langerhans cell,http://purl.obolibrary.org/obo/CL_0000453,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
Langerhans cell,http://purl.obolibrary.org/obo/CL_0000453,L2,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
M cell of gut,http://purl.obolibrary.org/obo/CL_0000682,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
M1 macrophage,http://purl.obolibrary.org/obo/CL_0000863,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
M1 macrophage,http://purl.obolibrary.org/obo/CL_0000863,L2,http://purl.obolibrary.org/obo/CL_0000235,macrophage
M2 macrophage,http://purl.obolibrary.org/obo/CL_0000890,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
M2 macrophage,http://purl.obolibrary.org/obo/CL_0000890,L2,http://purl.obolibrary.org/obo/CL_0000235,macrophage
Merkel cell,http://purl.obolibrary.org/obo/CL_0000242,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
Merkel cell,http://purl.obolibrary.org/obo/CL_0000242,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
OFF-bipolar cell,http://purl.obolibrary.org/obo/CL_0000750,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
OFF-bipolar cell,http://purl.obolibrary.org/obo/CL_0000750,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
Purkinje cell,http://purl.obolibrary.org/obo/CL_0000121,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
Purkinje cell,http://purl.obolibrary.org/obo/CL_0000121,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
Purkinje myocyte of atrioventricular bundle,http://purl.obolibrary.org/obo/CL_1000484,L1,http://purl.obolibrary.org/obo/CL_0000187,muscle cell
Schwann cell,http://purl.obolibrary.org/obo/CL_0002573,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
Schwann cell,http://purl.obolibrary.org/obo/CL_0002573,L2,http://purl.obolibrary.org/obo/CL_0000125,glial cell
Sertoli cell,http://purl.obolibrary.org/obo/CL_0000216,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
T cell,http://purl.obolibrary.org/obo/CL_0000084,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
T cell,http://purl.obolibrary.org/obo/CL_0000084,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
T cell zone reticular cell,http://purl.obolibrary.org/obo/CL_0009105,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
T cell zone reticular cell,http://purl.obolibrary.org/obo/CL_0009105,L2,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
T follicular helper cell,http://purl.obolibrary.org/obo/CL_0002038,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
T follicular helper cell,http://purl.obolibrary.org/obo/CL_0002038,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
T-helper 1 cell,http://purl.obolibrary.org/obo/CL_0000545,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
T-helper 1 cell,http://purl.obolibrary.org/obo/CL_0000545,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
T-helper 17 cell,http://purl.obolibrary.org/obo/CL_0000899,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
T-helper 17 cell,http://purl.obolibrary.org/obo/CL_0000899,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
T-helper 2 cell,http://purl.obolibrary.org/obo/CL_0000546,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
T-helper 2 cell,http://purl.obolibrary.org/obo/CL_0000546,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
VIP GABAergic cortical interneuron,http://purl.obolibrary.org/obo/CL_4023016,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
VIP GABAergic cortical interneuron,http://purl.obolibrary.org/obo/CL_4023016,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
VIP GABAergic interneuron,http://purl.obolibrary.org/obo/CL_4023016,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
VIP GABAergic interneuron,http://purl.obolibrary.org/obo/CL_4023016,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
"activated CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000896,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"activated CD4-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000896,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
"activated CD4-positive, alpha-beta T cell, human",http://purl.obolibrary.org/obo/CL_0001043,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"activated CD4-positive, alpha-beta T cell, human",http://purl.obolibrary.org/obo/CL_0001043,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
"activated CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000906,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"activated CD8-positive, alpha-beta T cell",http://purl.obolibrary.org/obo/CL_0000906,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
adipocyte,http://purl.obolibrary.org/obo/CL_0000136,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
adipocyte,http://purl.obolibrary.org/obo/CL_0000136,L2,http://purl.obolibrary.org/obo/CL_0000136,adipocyte
adrenal gland glandular cell,http://purl.obolibrary.org/obo/CL_1001601,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
adventitial fibroblast,http://purl.obolibrary.org/obo/CL_4052030,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
adventitial fibroblast,http://purl.obolibrary.org/obo/CL_4052030,L2,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
airway submucosal gland collecting duct epithelial cell,http://purl.obolibrary.org/obo/CL_4033023,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
airway submucosal gland duct basal cell,http://purl.obolibrary.org/obo/CL_4033024,L1,http://purl.obolibrary.org/obo/CL_0000034,stem cell
alveolar adventitial fibroblast,http://purl.obolibrary.org/obo/CL_4028006,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
alveolar adventitial fibroblast,http://purl.obolibrary.org/obo/CL_4028006,L2,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
alveolar capillary type 1 endothelial cell,http://purl.obolibrary.org/obo/CL_4028002,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
alveolar capillary type 2 endothelial cell,http://purl.obolibrary.org/obo/CL_4028003,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
alveolar macrophage,http://purl.obolibrary.org/obo/CL_0000583,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
alveolar macrophage,http://purl.obolibrary.org/obo/CL_0000583,L2,http://purl.obolibrary.org/obo/CL_0000235,macrophage
alveolar type 1 fibroblast cell,http://purl.obolibrary.org/obo/CL_4028004,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
alveolar type 1 fibroblast cell,http://purl.obolibrary.org/obo/CL_4028004,L2,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
amacrine cell,http://purl.obolibrary.org/obo/CL_0000561,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
amacrine cell,http://purl.obolibrary.org/obo/CL_0000561,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
amygdala excitatory neuron,http://purl.obolibrary.org/obo/CL_4023039,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
amygdala excitatory neuron,http://purl.obolibrary.org/obo/CL_4023039,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
astrocyte,http://purl.obolibrary.org/obo/CL_0000127,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
astrocyte,http://purl.obolibrary.org/obo/CL_0000127,L2,http://purl.obolibrary.org/obo/CL_0000125,glial cell
basal cell,http://purl.obolibrary.org/obo/CL_0000646,L1,http://purl.obolibrary.org/obo/CL_0000034,stem cell
basal cell of prostate epithelium,http://purl.obolibrary.org/obo/CL_0002341,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
basal-myoepithelial cell of mammary gland,http://purl.obolibrary.org/obo/CL_0002324,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
basophil,http://purl.obolibrary.org/obo/CL_0000767,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
basophil,http://purl.obolibrary.org/obo/CL_0000767,L2,http://purl.obolibrary.org/obo/CL_0000081,blood cell
basophilic erythroblast,http://purl.obolibrary.org/obo/CL_0000549,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
bladder urothelial cell,http://purl.obolibrary.org/obo/CL_1001428,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
blood vessel endothelial cell,http://purl.obolibrary.org/obo/CL_0000071,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
bronchial epithelial cell,http://purl.obolibrary.org/obo/CL_0002328,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
bronchial goblet cell,http://purl.obolibrary.org/obo/CL_1000312,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
bronchial smooth muscle cell,http://purl.obolibrary.org/obo/CL_0002598,L1,http://purl.obolibrary.org/obo/CL_0000187,muscle cell
bronchus fibroblast of lung,http://purl.obolibrary.org/obo/CL_2000093,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
bronchus fibroblast of lung,http://purl.obolibrary.org/obo/CL_2000093,L2,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
brush cell of tracheobronchial tree,http://purl.obolibrary.org/obo/CL_0002075,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
capillary endothelial cell,http://purl.obolibrary.org/obo/CL_0002144,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
cardiac pacemaker cell of sinoatrial node,http://purl.obolibrary.org/obo/CL_1000477,L1,http://purl.obolibrary.org/obo/CL_0000187,muscle cell
caudal ganglionic eminence derived cortical interneuron,http://purl.obolibrary.org/obo/CL_4023064,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
caudal ganglionic eminence derived cortical interneuron,http://purl.obolibrary.org/obo/CL_4023064,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
caudal ganglionic eminence derived interneuron,http://purl.obolibrary.org/obo/CL_4023064,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
caudal ganglionic eminence derived interneuron,http://purl.obolibrary.org/obo/CL_4023064,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
centrocyte,http://purl.obolibrary.org/obo/CL_0009111,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
centrocyte,http://purl.obolibrary.org/obo/CL_0009111,L2,http://purl.obolibrary.org/obo/CL_0000236,B cell
cholangiocyte,http://purl.obolibrary.org/obo/CL_1000488,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
ciliated epithelial cell,http://purl.obolibrary.org/obo/CL_0000067,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
classical monocyte,http://purl.obolibrary.org/obo/CL_0000860,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
classical monocyte,http://purl.obolibrary.org/obo/CL_0000860,L2,http://purl.obolibrary.org/obo/CL_0000576,monocyte
club cell,http://purl.obolibrary.org/obo/CL_0000158,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
colon epithelial cell,http://purl.obolibrary.org/obo/CL_0011108,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
colonocyte,http://purl.obolibrary.org/obo/CL_1000347,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
common lymphoid progenitor,http://purl.obolibrary.org/obo/CL_0000051,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
common myeloid progenitor,http://purl.obolibrary.org/obo/CL_0000049,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
conjunctival epithelial cell,http://purl.obolibrary.org/obo/CL_1000432,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000990,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000990,L2,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
corneal epithelial cell,http://purl.obolibrary.org/obo/CL_0000575,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
crypt-top fibroblast,http://purl.obolibrary.org/obo/CL_4052009,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
crypt-top fibroblast,http://purl.obolibrary.org/obo/CL_4052009,L2,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
cycling B cell,http://purl.obolibrary.org/obo/CL_4033068,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
cycling B cell,http://purl.obolibrary.org/obo/CL_4033068,L2,http://purl.obolibrary.org/obo/CL_0000236,B cell
cycling T cell,http://purl.obolibrary.org/obo/CL_4033069,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
cycling T cell,http://purl.obolibrary.org/obo/CL_4033069,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
cycling alveolar macrophage,http://purl.obolibrary.org/obo/CL_4033077,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
cycling alveolar macrophage,http://purl.obolibrary.org/obo/CL_4033077,L2,http://purl.obolibrary.org/obo/CL_0000235,macrophage
cycling endothelial cell of lymphatic vessel,http://purl.obolibrary.org/obo/CL_4033079,L1,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell
cycling glial cell,http://purl.obolibrary.org/obo/CL_4047002,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
cycling glial cell,http://purl.obolibrary.org/obo/CL_4047002,L2,http://purl.obolibrary.org/obo/CL_0000125,glial cell
cycling macrophage,http://purl.obolibrary.org/obo/CL_4033076,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
cycling macrophage,http://purl.obolibrary.org/obo/CL_4033076,L2,http://purl.obolibrary.org/obo/CL_0000235,macrophage
cycling mononuclear phagocyte,http://purl.obolibrary.org/obo/CL_4033078,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
cycling myeloid cell,http://purl.obolibrary.org/obo/CL_4033081,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
cycling plasma cell,http://purl.obolibrary.org/obo/CL_4047003,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
cycling pulmonary alveolar type 2 cell,http://purl.obolibrary.org/obo/CL_4033080,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
cycling stromal cell,http://purl.obolibrary.org/obo/CL_4047001,L1,http://purl.obolibrary.org/obo/CL_0002320,connective tissue cell
cycling stromal cell,http://purl.obolibrary.org/obo/CL_4047001,L2,http://purl.obolibrary.org/obo/CL_0000499,stromal cell
cycling type EC enteroendocrine cell,http://purl.obolibrary.org/obo/CL_4047004,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
cycling type EC enteroendocrine cell,http://purl.obolibrary.org/obo/CL_4047004,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
cycling type EC enteroendocrine cell,http://purl.obolibrary.org/obo/CL_4047004,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
cytotoxic T cell,http://purl.obolibrary.org/obo/CL_0000910,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
cytotoxic T cell,http://purl.obolibrary.org/obo/CL_0000910,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,L2,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
"dendritic cell, human",http://purl.obolibrary.org/obo/CL_0001056,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
"dendritic cell, human",http://purl.obolibrary.org/obo/CL_0001056,L2,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell
dentate gyrus neuron,http://purl.obolibrary.org/obo/CL_4023062,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
dentate gyrus neuron,http://purl.obolibrary.org/obo/CL_4023062,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
deuterosomal cell,http://purl.obolibrary.org/obo/CL_4033044,L1,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell
direct pathway medium spiny neuron,http://purl.obolibrary.org/obo/CL_4023026,L1,http://purl.obolibrary.org/obo/CL_0002319,neural cell
direct pathway medium spiny neuron,http://purl.obolibrary.org/obo/CL_4023026,L2,http://purl.obolibrary.org/obo/CL_0000540,neuron
double negative thymocyte,http://purl.obolibrary.org/obo/CL_0002489,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
double negative thymocyte,http://purl.obolibrary.org/obo/CL_0002489,L2,http://purl.obolibrary.org/obo/CL_0000084,T cell
"double-positive, alpha-beta thymocyte",http://purl.obolibrary.org/obo/CL_0000809,L1,http://purl.obolibrary.org/obo/CL_0000988,hematopoietic cell
