organ_id,organ,extraction_site,sex,tool,modality,cell_id,cell_label,cell_count,cell_percentage
http://purl.obolibrary.org/obo/UBERON_0004538,Left kidney,http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000412,endothelial cell of arteriole,18,8.920518182989563E-5
http://purl.obolibrary.org/obo/UBERON_0004538,Left kidney,http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0011031,monocyte-derived dendritic cell,17,8.424933839490143E-5
http://purl.obolibrary.org/obo/UBERON_0004538,Left kidney,http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0001058,"plasmacytoid dendritic cell, human",15,7.433765152491303E-5
http://purl.obolibrary.org/obo/UBERON_0004538,Left kidney,http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030020,kidney connecting tubule alpha-intercalated cell,13,6.442596465492462E-5
http://purl.obolibrary.org/obo/UBERON_0004538,Left kidney,http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000814,mature NK T cell,6,2.973506060996521E-5
http://purl.obolibrary.org/obo/UBERON_0004538,Left kidney,http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000990,conventional dendritic cell,3,1.48675303049826E-5
http://purl.obolibrary.org/obo/UBERON_0004538,Left kidney,http://purl.org/ccf/1.5/007eb4d9-1694-4380-99e1-4aba832d9227,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000875,non-classical monocyte,2,9.911686869988403E-6
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,renal medullary fibroblast,2224,0.3179868458678868
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000692,kidney interstitial fibroblast,1833,0.2620817843866171
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,kidney inner medulla collecting duct principal cell,854,0.1221046611381184
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000597,papillary tips cell,583,0.08335716328281384
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001318,renal interstitial pericyte,333,0.04761223906205319
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000890,alternatively activated macrophage,249,0.03560194452387761
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T cell,236,0.03374320846439806
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,"Peritubular Capilary Endothelial ",102,0.01458392908207035
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030012,kidney loop of Henle short descending thin limb epithelial cell,86,0.01229625393194166
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,"Descending Vasa Recta Endothelial ",75,0.0107234772662282
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000452,parietal epithelial cell,74,0.01058049756934515
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000768,kidney connecting tubule epithelial cell,61,0.0087217615098656
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030018,kidney connecting tubule principal cell,56,0.008006863025450386
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,mast cell,49,0.007006005147269088
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0011031,monocyte-derived dendritic cell,49,0.007006005147269088
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,29,0.004146411209608235
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,29,0.004146411209608235
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000716,kidney outer medulla collecting duct principal cell,16,0.002287675150128682
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000412,endothelial cell of arteriole,13,0.001858736059479554
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000714,kidney cortex collecting duct principal cell,13,0.001858736059479554
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B cell,9,0.001286817271947383
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000990,conventional dendritic cell,5,7.148984844152131E-4
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002573,Schwann cell,5,7.148984844152131E-4
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,vasa recta ascending limb cell,4,5.719187875321705E-4
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000650,mesangial cell,3,4.289390906491278E-4
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001109,kidney loop of Henle cortical thick ascending limb epithelial cell,2,2.859593937660852E-4
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000653,podocyte,1,1.429796968830426E-4
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/21f2dbfa-f964-4526-bb4b-6b13302b4963,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001107,kidney loop of Henle thin ascending limb epithelial cell,1,1.429796968830426E-4
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000692,kidney interstitial fibroblast,2634,0.2195
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030013,kidney loop of Henle long descending thin limb outer medulla epithelial cell,2196,0.183
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001109,kidney loop of Henle cortical thick ascending limb epithelial cell,779,0.06491666666666666
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001107,kidney loop of Henle thin ascending limb epithelial cell,746,0.06216666666666667
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000850,macula densa epithelial cell,558,0.0465
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000768,kidney connecting tubule epithelial cell,542,0.04516666666666667
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030014,kidney loop of Henle long descending thin limb inner medulla epithelial cell,511,0.04258333333333333
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030009,epithelial cell of proximal tubule segment 1,438,0.0365
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000653,podocyte,432,0.036
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001318,renal interstitial pericyte,397,0.03308333333333333
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000714,kidney cortex collecting duct principal cell,370,0.03083333333333333
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030016,epithelial cell of early distal convoluted tubule,325,0.02708333333333333
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030012,kidney loop of Henle short descending thin limb epithelial cell,267,0.02225
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030011,epithelial cell of proximal tubule segment 3,185,0.01541666666666667
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T cell,180,0.015
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000890,alternatively activated macrophage,154,0.01283333333333333
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000452,parietal epithelial cell,140,0.01166666666666667
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001005,glomerular capillary endothelial cell,113,0.009416666666666667
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,"Peritubular Capilary Endothelial ",106,0.008833333333333334
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000715,kidney cortex collecting duct intercalated cell,98,0.008166666666666666
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002573,Schwann cell,94,0.007833333333333333
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,renal medullary fibroblast,74,0.006166666666666667
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,mast cell,73,0.006083333333333333
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000650,mesangial cell,72,0.006
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001108,kidney loop of Henle medullary thick ascending limb epithelial cell,72,0.006
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001131,vasa recta ascending limb cell,63,0.00525
http://purl.obolibrary.org/obo/UBERON_0004539,Right kidney,http://purl.org/ccf/1.5/2a9e525a-4ad9-4085-bca9-31a2d0512008,Female,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B cell,55,0.004583333333333333
