sex,organ,as_label,cell_label,dataset_count,cell_id,mean_cell_count,cell_count
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Mesothelial,2,http://purl.obolibrary.org/obo/CL_0000077,12,144
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Monocyte/cDC,6,http://purl.obolibrary.org/obo/CL_0011031,282.66666666666666666667,10176
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,NC1_glial,4,http://purl.obolibrary.org/obo/CL_0010020,67.25,1614
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,NC2_glial_NGF+,2,http://purl.obolibrary.org/obo/CL_0010020,25,300
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,NK,5,http://purl.obolibrary.org/obo/CL_0000623,165.8,4974
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,NK_CD16hi,6,http://purl.obolibrary.org/obo/CL_0000939,119.83333333333333333333,4314
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,NK_CD56hi,4,http://purl.obolibrary.org/obo/CL_0000938,26,624
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Neuronal,6,http://purl.obolibrary.org/obo/CL_0002573,49.66666666666666666667,1788
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Neut,1,http://purl.obolibrary.org/obo/CL_0000775,23,138
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,PC1_vent,6,http://purl.obolibrary.org/obo/CL_0000669,933.66666666666666666667,33612
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Pericyte,6,http://purl.obolibrary.org/obo/CL_0000669,990.5,35658
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,SAN_P_cell,1,http://purl.obolibrary.org/obo/CL_1000477,1,6
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,SMC1_basic,6,http://purl.obolibrary.org/obo/CL_0000359,234.33333333333333333333,8436
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Smooth Muscle,6,http://purl.obolibrary.org/obo/CL_0000192,171.83333333333333333333,6186
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,T,6,http://purl.obolibrary.org/obo/CL_0000084,74.5,2682
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,T/NK_cycling,2,http://purl.obolibrary.org/obo/CL_0000814,2.5,30
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Venous Endothelial,6,http://purl.obolibrary.org/obo/CL_1000414,65.16666666666666666667,2346
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,Ventricular Cardiomycoyte,6,http://purl.obolibrary.org/obo/CL_0002131,2354.83333333333333333333,84774
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,aCM1,1,http://purl.obolibrary.org/obo/CL_0002129,1,6
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,aCM2,1,http://purl.obolibrary.org/obo/CL_0002129,1,6
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,aCM5,1,http://purl.obolibrary.org/obo/CL_0002129,3,18
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,gdT,1,http://purl.obolibrary.org/obo/CL_0000798,2,12
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,vCM1,4,http://purl.obolibrary.org/obo/CL_0002131,2348.25,56358
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,vCM2,1,http://purl.obolibrary.org/obo/CL_0002131,2301,13806
Female,VHFHeart,Posteromedial head of posterior papillary muscle of left ventricle,vCM3_stressed,1,http://purl.obolibrary.org/obo/CL_0002131,2518,15108
Female,VHFHeart,heart left ventricle,AVN_P_cell,1,http://purl.obolibrary.org/obo/CL_0002072,1,7
Female,VHFHeart,heart left ventricle,AVN_bundle_cell,1,http://purl.obolibrary.org/obo/CL_0010005,1,7
Female,VHFHeart,heart left ventricle,Adip1,16,http://purl.obolibrary.org/obo/CL_0000136,61.24358974358974358974,4777
Female,VHFHeart,heart left ventricle,Adip2,10,http://purl.obolibrary.org/obo/CL_0000136,32.5,1820
Female,VHFHeart,heart left ventricle,Adip3,1,http://purl.obolibrary.org/obo/CL_0000136,13,91
Female,VHFHeart,heart left ventricle,Adipocyte,26,http://purl.obolibrary.org/obo/CL_0000136,47.00746268656716417910,6299
Female,VHFHeart,heart left ventricle,Arterial Endothelial,27,http://purl.obolibrary.org/obo/CL_1000413,88.79432624113475177305,12520
Female,VHFHeart,heart left ventricle,Atrial Cardiomyocyte,14,http://purl.obolibrary.org/obo/CL_0002129,3.6,234
Female,VHFHeart,heart left ventricle,B,21,http://purl.obolibrary.org/obo/CL_0000236,78.13265306122448979592,15314
Female,VHFHeart,heart left ventricle,B_plasma,15,http://purl.obolibrary.org/obo/CL_0000786,3.46478873239436619718,246
Female,VHFHeart,heart left ventricle,CD14+Mo,21,http://purl.obolibrary.org/obo/CL_0002057,54.43362831858407079646,6151
Female,VHFHeart,heart left ventricle,CD16+Mo,25,http://purl.obolibrary.org/obo/CL_0002396,31.23021582733812949640,4341
Female,VHFHeart,heart left ventricle,CD4+T_Tfh,6,http://purl.obolibrary.org/obo/CL_0000492,4.125,165
Female,VHFHeart,heart left ventricle,CD4+T_Th1,6,http://purl.obolibrary.org/obo/CL_0000545,3.55,142
Female,VHFHeart,heart left ventricle,CD4+T_Th17,3,http://purl.obolibrary.org/obo/CL_0000899,1,19
Female,VHFHeart,heart left ventricle,CD4+T_Th2,9,http://purl.obolibrary.org/obo/CL_0000546,3.09523809523809523810,130
Female,VHFHeart,heart left ventricle,CD4+T_act,23,http://purl.obolibrary.org/obo/CL_0001043,16.5,2079
Female,VHFHeart,heart left ventricle,CD4+T_naive,22,http://purl.obolibrary.org/obo/CL_0000895,23.15126050420168067227,2755
Female,VHFHeart,heart left ventricle,CD4+T_reg,4,http://purl.obolibrary.org/obo/CL_0000792,1.24,31
Female,VHFHeart,heart left ventricle,CD8+T_cytox,23,http://purl.obolibrary.org/obo/CL_0000794,2.89565217391304347826,333
Female,VHFHeart,heart left ventricle,CD8+T_em,21,http://purl.obolibrary.org/obo/CL_0000913,8.39285714285714285714,940
Female,VHFHeart,heart left ventricle,CD8+T_te,13,http://purl.obolibrary.org/obo/CL_0001050,14.25609756097560975610,1169
Female,VHFHeart,heart left ventricle,CD8+T_trans,23,http://purl.obolibrary.org/obo/CL_0000625,16.752,2094
Female,VHFHeart,heart left ventricle,Capillary Endothelial,27,http://purl.obolibrary.org/obo/CL_0002144,1127.30496453900709219858,158950
Female,VHFHeart,heart left ventricle,DC,25,http://purl.obolibrary.org/obo/CL_0000451,10.140625,1298
Female,VHFHeart,heart left ventricle,EC10_CMC-like,8,http://purl.obolibrary.org/obo/CL_0000115,15.25,854
Female,VHFHeart,heart left ventricle,EC1_cap,17,http://purl.obolibrary.org/obo/CL_0002144,1271.86486486486486486486,94118
Female,VHFHeart,heart left ventricle,EC2_cap,4,http://purl.obolibrary.org/obo/CL_0002144,544.18518518518518518519,14693
Female,VHFHeart,heart left ventricle,EC3_cap,6,http://purl.obolibrary.org/obo/CL_0002144,893.6,35744
Female,VHFHeart,heart left ventricle,EC4_immune,17,http://purl.obolibrary.org/obo/CL_0000115,224.16867469879518072289,18606
Female,VHFHeart,heart left ventricle,EC5_art,27,http://purl.obolibrary.org/obo/CL_1000413,235.17021276595744680851,33159
Female,VHFHeart,heart left ventricle,EC6_ven,27,http://purl.obolibrary.org/obo/CL_0002543,112.93617021276595744681,15924
Female,VHFHeart,heart left ventricle,EC7_endocardial,19,http://purl.obolibrary.org/obo/CL_0002350,27.37209302325581395349,2354
Female,VHFHeart,heart left ventricle,EC8_ln,24,http://purl.obolibrary.org/obo/CL_0002138,13.23140495867768595041,1601
Female,VHFHeart,heart left ventricle,Endocardial,18,http://purl.obolibrary.org/obo/CL_0002350,45.11392405063291139241,3564
Female,VHFHeart,heart left ventricle,Endothelial,9,http://purl.obolibrary.org/obo/CL_0000115,2,62
Female,VHFHeart,heart left ventricle,FB1,20,http://purl.obolibrary.org/obo/CL_0000057,1050.25233644859813084112,112377
Female,VHFHeart,heart left ventricle,FB2,2,http://purl.obolibrary.org/obo/CL_0000057,705.5,9877
Female,VHFHeart,heart left ventricle,FB3,1,http://purl.obolibrary.org/obo/CL_0000057,1273,7638
Female,VHFHeart,heart left ventricle,FB4_activated,3,http://purl.obolibrary.org/obo/CL_0000057,354.75,2838
Female,VHFHeart,heart left ventricle,FB5,1,http://purl.obolibrary.org/obo/CL_0000057,566,3396
Female,VHFHeart,heart left ventricle,Fibroblast,27,http://purl.obolibrary.org/obo/CL_0000057,1456.18439716312056737589,205322
Female,VHFHeart,heart left ventricle,ILC,14,http://purl.obolibrary.org/obo/CL_0001065,3.22619047619047619048,271
Female,VHFHeart,heart left ventricle,LYVE1+IGF1+MP,22,http://purl.obolibrary.org/obo/CL_0000235,184.95370370370370370370,19975
Female,VHFHeart,heart left ventricle,LYVE1+MP_cycling,26,http://purl.obolibrary.org/obo/CL_4033076,8.25373134328358208955,1106
Female,VHFHeart,heart left ventricle,LYVE1+TIMD4+MP,5,http://purl.obolibrary.org/obo/CL_0000235,436.33333333333333333333,14399
Female,VHFHeart,heart left ventricle,Lymphatic Endothelial,24,http://purl.obolibrary.org/obo/CL_0002138,14.80991735537190082645,1792
Female,VHFHeart,heart left ventricle,MAIT-like,15,http://purl.obolibrary.org/obo/CL_0000791,5.13541666666666666667,493
Female,VHFHeart,heart left ventricle,Macrophage,27,http://purl.obolibrary.org/obo/CL_0000235,144.64539007092198581560,20395
Female,VHFHeart,heart left ventricle,Mast,25,http://purl.obolibrary.org/obo/CL_0000097,50.02448979591836734694,12256
Female,VHFHeart,heart left ventricle,Meso,10,http://purl.obolibrary.org/obo/CL_0000077,7.03571428571428571429,197
Female,VHFHeart,heart left ventricle,Mesothelial,13,http://purl.obolibrary.org/obo/CL_0000077,60.91489361702127659574,2863
Female,VHFHeart,heart left ventricle,Monocyte/cDC,27,http://purl.obolibrary.org/obo/CL_0011031,199.58156028368794326241,28141
Female,VHFHeart,heart left ventricle,NC1_glial,20,http://purl.obolibrary.org/obo/CL_0010020,52.79245283018867924528,5596
Female,VHFHeart,heart left ventricle,NC2_glial_NGF+,7,http://purl.obolibrary.org/obo/CL_0010020,45.31428571428571428571,1586
Female,VHFHeart,heart left ventricle,NK,26,http://purl.obolibrary.org/obo/CL_0000623,78.60740740740740740741,10612
Female,VHFHeart,heart left ventricle,NK_CD16hi,23,http://purl.obolibrary.org/obo/CL_0000939,54.84,6855
Female,VHFHeart,heart left ventricle,NK_CD56hi,18,http://purl.obolibrary.org/obo/CL_0000938,25.29347826086956521739,2327
Female,VHFHeart,heart left ventricle,Neuronal,27,http://purl.obolibrary.org/obo/CL_0002573,52.03546099290780141844,7337
Female,VHFHeart,heart left ventricle,Neut,4,http://purl.obolibrary.org/obo/CL_0000775,13.14814814814814814815,355
Female,VHFHeart,heart left ventricle,PC1_vent,22,http://purl.obolibrary.org/obo/CL_0000669,2454.82075471698113207547,260211
Female,VHFHeart,heart left ventricle,PC2_atria,1,http://purl.obolibrary.org/obo/CL_0000669,1477,10339
Female,VHFHeart,heart left ventricle,PC3_str,3,http://purl.obolibrary.org/obo/CL_0000669,1427,29967
Female,VHFHeart,heart left ventricle,PC4_CMC-like,1,http://purl.obolibrary.org/obo/CL_0000669,1746,12222
Female,VHFHeart,heart left ventricle,Pericyte,27,http://purl.obolibrary.org/obo/CL_0000669,1151.43262411347517730496,162352
Female,VHFHeart,heart left ventricle,Purkinje_cell,2,http://purl.obolibrary.org/obo/CL_0002068,1.5,21
Female,VHFHeart,heart left ventricle,SAN_P_cell,2,http://purl.obolibrary.org/obo/CL_1000477,1,13
Female,VHFHeart,heart left ventricle,SMC1_basic,25,http://purl.obolibrary.org/obo/CL_0000359,205.42446043165467625899,28554
Female,VHFHeart,heart left ventricle,Smooth Muscle,25,http://purl.obolibrary.org/obo/CL_0000192,183.64028776978417266187,25526
Female,VHFHeart,heart left ventricle,T,27,http://purl.obolibrary.org/obo/CL_0000084,75.79432624113475177305,10687
Female,VHFHeart,heart left ventricle,T/NK_cycling,5,http://purl.obolibrary.org/obo/CL_0000814,2.60606060606060606061,86
Female,VHFHeart,heart left ventricle,Venous Endothelial,27,http://purl.obolibrary.org/obo/CL_1000414,103.70212765957446808511,14622
Female,VHFHeart,heart left ventricle,Ventricular Cardiomycoyte,27,http://purl.obolibrary.org/obo/CL_0002131,3486.26241134751773049645,491563
Female,VHFHeart,heart left ventricle,aCM1,9,http://purl.obolibrary.org/obo/CL_0002129,96.03125,3073
Female,VHFHeart,heart left ventricle,aCM2,5,http://purl.obolibrary.org/obo/CL_0002129,1.61764705882352941176,55
Female,VHFHeart,heart left ventricle,aCM3,1,http://purl.obolibrary.org/obo/CL_0002129,5,35
Female,VHFHeart,heart left ventricle,aCM4,2,http://purl.obolibrary.org/obo/CL_0002129,2.5,35
Female,VHFHeart,heart left ventricle,aCM5,1,http://purl.obolibrary.org/obo/CL_0002129,3,18
Female,VHFHeart,heart left ventricle,gdT,3,http://purl.obolibrary.org/obo/CL_0000798,1.3,26
Female,VHFHeart,heart left ventricle,vCM1,18,http://purl.obolibrary.org/obo/CL_0002131,3114.71739130434782608696,286554
Female,VHFHeart,heart left ventricle,vCM2,3,http://purl.obolibrary.org/obo/CL_0002131,2857.5,57150
Female,VHFHeart,heart left ventricle,vCM3_stressed,1,http://purl.obolibrary.org/obo/CL_0002131,2518,15108
Female,VHFHeart,heart left ventricle,vCM4,5,http://purl.obolibrary.org/obo/CL_0002131,1686.43478260869565217391,38788
Female,VHFHeart,heart right ventricle,AVN_P_cell,1,http://purl.obolibrary.org/obo/CL_0002072,1,7
Female,VHFHeart,heart right ventricle,Adip1,7,http://purl.obolibrary.org/obo/CL_0000136,27.08888888888888888889,1219
Female,VHFHeart,heart right ventricle,Adip2,6,http://purl.obolibrary.org/obo/CL_0000136,37.5,1500
Female,VHFHeart,heart right ventricle,Adipocyte,12,http://purl.obolibrary.org/obo/CL_0000136,23.03846153846153846154,1797
Female,VHFHeart,heart right ventricle,Arterial Endothelial,12,http://purl.obolibrary.org/obo/CL_1000413,69.52564102564102564103,5423
Female,VHFHeart,heart right ventricle,Atrial Cardiomyocyte,6,http://purl.obolibrary.org/obo/CL_0002129,5.97435897435897435897,233
Female,VHFHeart,heart right ventricle,B,9,http://purl.obolibrary.org/obo/CL_0000236,16.91578947368421052632,1607
Female,VHFHeart,heart right ventricle,B_plasma,8,http://purl.obolibrary.org/obo/CL_0000786,4.46153846153846153846,232
Female,VHFHeart,heart right ventricle,CD14+Mo,9,http://purl.obolibrary.org/obo/CL_0002057,74.66101694915254237288,4405
Female,VHFHeart,heart right ventricle,CD16+Mo,13,http://purl.obolibrary.org/obo/CL_0002396,32,2720
Female,VHFHeart,heart right ventricle,CD4+T_Tfh,3,http://purl.obolibrary.org/obo/CL_0000492,3.52631578947368421053,67
Female,VHFHeart,heart right ventricle,CD4+T_Th1,5,http://purl.obolibrary.org/obo/CL_0000545,2.81818181818181818182,93
Female,VHFHeart,heart right ventricle,CD4+T_Th17,2,http://purl.obolibrary.org/obo/CL_0000899,1,12
Female,VHFHeart,heart right ventricle,CD4+T_Th2,7,http://purl.obolibrary.org/obo/CL_0000546,1.84782608695652173913,85
Female,VHFHeart,heart right ventricle,CD4+T_act,11,http://purl.obolibrary.org/obo/CL_0001043,11.41666666666666666667,822
Female,VHFHeart,heart right ventricle,CD4+T_naive,11,http://purl.obolibrary.org/obo/CL_0000895,19.90277777777777777778,1433
Female,VHFHeart,heart right ventricle,CD4+T_reg,3,http://purl.obolibrary.org/obo/CL_0000792,1.33333333333333333333,24
Female,VHFHeart,heart right ventricle,CD8+T_cytox,8,http://purl.obolibrary.org/obo/CL_0000794,3.11538461538461538462,162
Female,VHFHeart,heart right ventricle,CD8+T_em,10,http://purl.obolibrary.org/obo/CL_0000913,4.47692307692307692308,291
Female,VHFHeart,heart right ventricle,CD8+T_te,8,http://purl.obolibrary.org/obo/CL_0001050,7.84905660377358490566,416
Female,VHFHeart,heart right ventricle,CD8+T_trans,12,http://purl.obolibrary.org/obo/CL_0000625,5.30769230769230769231,414
Female,VHFHeart,heart right ventricle,Capillary Endothelial,13,http://purl.obolibrary.org/obo/CL_0002144,872.36470588235294117647,74151
Female,VHFHeart,heart right ventricle,DC,10,http://purl.obolibrary.org/obo/CL_0000451,14.96923076923076923077,973
Female,VHFHeart,heart right ventricle,EC10_CMC-like,2,http://purl.obolibrary.org/obo/CL_0000115,257.5,3605
Female,VHFHeart,heart right ventricle,EC1_cap,8,http://purl.obolibrary.org/obo/CL_0002144,304.69811320754716981132,16149
Female,VHFHeart,heart right ventricle,EC2_cap,2,http://purl.obolibrary.org/obo/CL_0002144,226.15384615384615384615,2940
Female,VHFHeart,heart right ventricle,EC3_cap,3,http://purl.obolibrary.org/obo/CL_0002144,1534.57894736842105263158,29157
Female,VHFHeart,heart right ventricle,EC4_immune,11,http://purl.obolibrary.org/obo/CL_0000115,74.92957746478873239437,5320
Female,VHFHeart,heart right ventricle,EC5_art,13,http://purl.obolibrary.org/obo/CL_1000413,230.32941176470588235294,19578
Female,VHFHeart,heart right ventricle,EC6_ven,13,http://purl.obolibrary.org/obo/CL_0002543,72.30588235294117647059,6146
Female,VHFHeart,heart right ventricle,EC7_endocardial,11,http://purl.obolibrary.org/obo/CL_0002350,23.22222222222222222222,1672
Female,VHFHeart,heart right ventricle,EC8_ln,11,http://purl.obolibrary.org/obo/CL_0002138,11.25,810
Female,VHFHeart,heart right ventricle,Endocardial,11,http://purl.obolibrary.org/obo/CL_0002350,22.5,1620
Female,VHFHeart,heart right ventricle,Endothelial,3,http://purl.obolibrary.org/obo/CL_0000115,2.42105263157894736842,46
Female,VHFHeart,heart right ventricle,FB1,9,http://purl.obolibrary.org/obo/CL_0000057,1012.51666666666666666667,60751
Female,VHFHeart,heart right ventricle,FB3,2,http://purl.obolibrary.org/obo/CL_0000057,1031.76923076923076923077,13413
Female,VHFHeart,heart right ventricle,FB4_activated,1,http://purl.obolibrary.org/obo/CL_0000057,452,2712
Female,VHFHeart,heart right ventricle,FB5,1,http://purl.obolibrary.org/obo/CL_0000057,566,3396
Female,VHFHeart,heart right ventricle,Fibroblast,13,http://purl.obolibrary.org/obo/CL_0000057,942.23529411764705882353,80090
Female,VHFHeart,heart right ventricle,ILC,7,http://purl.obolibrary.org/obo/CL_0001065,2.26666666666666666667,102
Female,VHFHeart,heart right ventricle,LYVE1+IGF1+MP,8,http://purl.obolibrary.org/obo/CL_0000235,111.42307692307692307692,5794
Female,VHFHeart,heart right ventricle,LYVE1+MP_cycling,13,http://purl.obolibrary.org/obo/CL_4033076,10.92941176470588235294,929
Female,VHFHeart,heart right ventricle,LYVE1+TIMD4+MP,3,http://purl.obolibrary.org/obo/CL_0000235,339.31578947368421052632,6447
Female,VHFHeart,heart right ventricle,Lymphatic Endothelial,10,http://purl.obolibrary.org/obo/CL_0002138,11.33846153846153846154,737
Female,VHFHeart,heart right ventricle,MAIT-like,7,http://purl.obolibrary.org/obo/CL_0000791,5.97826086956521739130,275
Female,VHFHeart,heart right ventricle,Macrophage,13,http://purl.obolibrary.org/obo/CL_0000235,130.68235294117647058824,11108
Female,VHFHeart,heart right ventricle,Mast,13,http://purl.obolibrary.org/obo/CL_0000097,27.06748466257668711656,4412
Female,VHFHeart,heart right ventricle,Meso,1,http://purl.obolibrary.org/obo/CL_0000077,3,21
Female,VHFHeart,heart right ventricle,Mesothelial,4,http://purl.obolibrary.org/obo/CL_0000077,6.61538461538461538462,172
Female,VHFHeart,heart right ventricle,MoMP,2,http://purl.obolibrary.org/obo/CL_0000235,143.5,2009
Female,VHFHeart,heart right ventricle,Monocyte/cDC,13,http://purl.obolibrary.org/obo/CL_0011031,155.70588235294117647059,13235
Female,VHFHeart,heart right ventricle,NC1_glial,11,http://purl.obolibrary.org/obo/CL_0010020,47.52054794520547945205,3469
Female,VHFHeart,heart right ventricle,NC2_glial_NGF+,2,http://purl.obolibrary.org/obo/CL_0010020,25,300
Female,VHFHeart,heart right ventricle,NK,12,http://purl.obolibrary.org/obo/CL_0000623,79.97468354430379746835,6318
Female,VHFHeart,heart right ventricle,NK_CD16hi,12,http://purl.obolibrary.org/obo/CL_0000939,60.60256410256410256410,4727
Female,VHFHeart,heart right ventricle,NK_CD56hi,8,http://purl.obolibrary.org/obo/CL_0000938,29.23076923076923076923,1520
Female,VHFHeart,heart right ventricle,Neuronal,13,http://purl.obolibrary.org/obo/CL_0002573,40.55294117647058823529,3447
Female,VHFHeart,heart right ventricle,Neut,1,http://purl.obolibrary.org/obo/CL_0000775,23,138
Female,VHFHeart,heart right ventricle,PC1_vent,9,http://purl.obolibrary.org/obo/CL_0000669,997.77192982456140350877,56873
