tool,organ,as_label,cell_label,cell_id,mean_cell_count,cell_count
azimuth,VHFHeart,heart right ventricle,endothelial cell of lymphatic vessel,http://purl.obolibrary.org/obo/CL_0002138,14.56060606060606060606,961
azimuth,VHFHeart,heart right ventricle,endothelial cell of venule,http://purl.obolibrary.org/obo/CL_1000414,66.05813953488372093023,5681
azimuth,VHFHeart,heart right ventricle,fat cell,http://purl.obolibrary.org/obo/CL_0000136,25.24050632911392405063,1994
azimuth,VHFHeart,heart right ventricle,kidney interstitial fibroblast,http://purl.obolibrary.org/obo/CL_0000057,1067.76744186046511627907,91828
azimuth,VHFHeart,heart right ventricle,macrophage,http://purl.obolibrary.org/obo/CL_0000235,142.10465116279069767442,12221
azimuth,VHFHeart,heart right ventricle,mast cell,http://purl.obolibrary.org/obo/CL_0000097,29.53488372093023255814,2540
azimuth,VHFHeart,heart right ventricle,mesothelial cell,http://purl.obolibrary.org/obo/CL_0000077,22.42857142857142857143,471
azimuth,VHFHeart,heart right ventricle,myeloid cell,http://purl.obolibrary.org/obo/CL_0000763,180.97674418604651162791,15564
azimuth,VHFHeart,heart right ventricle,natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,84.9125,6793
azimuth,VHFHeart,heart right ventricle,pericyte,http://purl.obolibrary.org/obo/CL_0000669,927.82558139534883720930,79793
azimuth,VHFHeart,heart right ventricle,regular atrial cardiac myocyte,http://purl.obolibrary.org/obo/CL_0002129,14,658
azimuth,VHFHeart,heart right ventricle,regular ventricular cardiac myocyte,http://purl.obolibrary.org/obo/CL_0002131,2962.16279069767441860465,254746
azimuth,VHFHeart,heart right ventricle,smooth muscle cell,http://purl.obolibrary.org/obo/CL_0000192,138.84883720930232558140,11941
azimuth,VHFHeart,interventricular septum,B cell,http://purl.obolibrary.org/obo/CL_0000236,127.81081081081081081081,4729
azimuth,VHFHeart,interventricular septum,Schwann cell,http://purl.obolibrary.org/obo/CL_0002573,52.13513513513513513514,1929
azimuth,VHFHeart,interventricular septum,T cell,http://purl.obolibrary.org/obo/CL_0000084,87.02702702702702702703,3220
azimuth,VHFHeart,interventricular septum,capillary endothelial cell,http://purl.obolibrary.org/obo/CL_0002144,1362.51351351351351351351,50413
azimuth,VHFHeart,interventricular septum,endocardial cell,http://purl.obolibrary.org/obo/CL_0002350,18.16129032258064516129,563
azimuth,VHFHeart,interventricular septum,endothelial cell,http://purl.obolibrary.org/obo/CL_0000115,2.61538461538461538462,34
azimuth,VHFHeart,interventricular septum,endothelial cell of artery,http://purl.obolibrary.org/obo/CL_1000413,103.05405405405405405405,3813
azimuth,VHFHeart,interventricular septum,endothelial cell of lymphatic vessel,http://purl.obolibrary.org/obo/CL_0002138,16.32258064516129032258,506
azimuth,VHFHeart,interventricular septum,endothelial cell of venule,http://purl.obolibrary.org/obo/CL_1000414,83.35135135135135135135,3084
azimuth,VHFHeart,interventricular septum,fat cell,http://purl.obolibrary.org/obo/CL_0000136,24.75675675675675675676,916
azimuth,VHFHeart,interventricular septum,kidney interstitial fibroblast,http://purl.obolibrary.org/obo/CL_0000057,1289,47693
azimuth,VHFHeart,interventricular septum,macrophage,http://purl.obolibrary.org/obo/CL_0000235,153.59459459459459459459,5683
azimuth,VHFHeart,interventricular septum,mast cell,http://purl.obolibrary.org/obo/CL_0000097,39.32432432432432432432,1455
azimuth,VHFHeart,interventricular septum,mesothelial cell,http://purl.obolibrary.org/obo/CL_0000077,63.28571428571428571429,443
azimuth,VHFHeart,interventricular septum,myeloid cell,http://purl.obolibrary.org/obo/CL_0000763,337.59459459459459459459,12491
azimuth,VHFHeart,interventricular septum,natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,175.32258064516129032258,5435
azimuth,VHFHeart,interventricular septum,pericyte,http://purl.obolibrary.org/obo/CL_0000669,1001,37037
azimuth,VHFHeart,interventricular septum,regular atrial cardiac myocyte,http://purl.obolibrary.org/obo/CL_0002129,26.15789473684210526316,497
azimuth,VHFHeart,interventricular septum,regular ventricular cardiac myocyte,http://purl.obolibrary.org/obo/CL_0002131,3194.32432432432432432432,118190
azimuth,VHFHeart,interventricular septum,smooth muscle cell,http://purl.obolibrary.org/obo/CL_0000192,182.35135135135135135135,6747
azimuth,VHFHeart,left cardiac atrium,B cell,http://purl.obolibrary.org/obo/CL_0000236,7.2,252
azimuth,VHFHeart,left cardiac atrium,Schwann cell,http://purl.obolibrary.org/obo/CL_0002573,68.28571428571428571429,3346
azimuth,VHFHeart,left cardiac atrium,T cell,http://purl.obolibrary.org/obo/CL_0000084,68.33333333333333333333,2870
azimuth,VHFHeart,left cardiac atrium,capillary endothelial cell,http://purl.obolibrary.org/obo/CL_0002144,472.71428571428571428571,23163
azimuth,VHFHeart,left cardiac atrium,endocardial cell,http://purl.obolibrary.org/obo/CL_0002350,76.5,2142
azimuth,VHFHeart,left cardiac atrium,endothelial cell,http://purl.obolibrary.org/obo/CL_0000115,1,14
azimuth,VHFHeart,left cardiac atrium,endothelial cell of artery,http://purl.obolibrary.org/obo/CL_1000413,30,1470
azimuth,VHFHeart,left cardiac atrium,endothelial cell of lymphatic vessel,http://purl.obolibrary.org/obo/CL_0002138,3.4,119
azimuth,VHFHeart,left cardiac atrium,endothelial cell of venule,http://purl.obolibrary.org/obo/CL_1000414,36.57142857142857142857,1792
azimuth,VHFHeart,left cardiac atrium,fat cell,http://purl.obolibrary.org/obo/CL_0000136,84.57142857142857142857,4144
azimuth,VHFHeart,left cardiac atrium,innate lymphoid cell,http://purl.obolibrary.org/obo/CL_0001065,4,28
azimuth,VHFHeart,left cardiac atrium,kidney interstitial fibroblast,http://purl.obolibrary.org/obo/CL_0000057,556.57142857142857142857,27272
azimuth,VHFHeart,left cardiac atrium,macrophage,http://purl.obolibrary.org/obo/CL_0000235,97.57142857142857142857,4781
azimuth,VHFHeart,left cardiac atrium,mast cell,http://purl.obolibrary.org/obo/CL_0000097,24.33333333333333333333,1022
azimuth,VHFHeart,left cardiac atrium,mesothelial cell,http://purl.obolibrary.org/obo/CL_0000077,23.25,651
azimuth,VHFHeart,left cardiac atrium,myeloid cell,http://purl.obolibrary.org/obo/CL_0000763,100,4900
azimuth,VHFHeart,left cardiac atrium,natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,50.5,2121
azimuth,VHFHeart,left cardiac atrium,pericyte,http://purl.obolibrary.org/obo/CL_0000669,705.85714285714285714286,34587
azimuth,VHFHeart,left cardiac atrium,regular atrial cardiac myocyte,http://purl.obolibrary.org/obo/CL_0002129,1210.57142857142857142857,59318
azimuth,VHFHeart,left cardiac atrium,regular ventricular cardiac myocyte,http://purl.obolibrary.org/obo/CL_0002131,65,2275
azimuth,VHFHeart,left cardiac atrium,smooth muscle cell,http://purl.obolibrary.org/obo/CL_0000192,175.57142857142857142857,8603
azimuth,VHFHeart,right cardiac atrium,B cell,http://purl.obolibrary.org/obo/CL_0000236,4.66666666666666666667,168
azimuth,VHFHeart,right cardiac atrium,Schwann cell,http://purl.obolibrary.org/obo/CL_0002573,67.33333333333333333333,2424
azimuth,VHFHeart,right cardiac atrium,T cell,http://purl.obolibrary.org/obo/CL_0000084,55.33333333333333333333,1992
azimuth,VHFHeart,right cardiac atrium,capillary endothelial cell,http://purl.obolibrary.org/obo/CL_0002144,219.16666666666666666667,7890
azimuth,VHFHeart,right cardiac atrium,endocardial cell,http://purl.obolibrary.org/obo/CL_0002350,172.83333333333333333333,6222
azimuth,VHFHeart,right cardiac atrium,endothelial cell,http://purl.obolibrary.org/obo/CL_0000115,69.75,1674
azimuth,VHFHeart,right cardiac atrium,endothelial cell of artery,http://purl.obolibrary.org/obo/CL_1000413,31.66666666666666666667,1140
azimuth,VHFHeart,right cardiac atrium,endothelial cell of lymphatic vessel,http://purl.obolibrary.org/obo/CL_0002138,8.5,102
azimuth,VHFHeart,right cardiac atrium,endothelial cell of venule,http://purl.obolibrary.org/obo/CL_1000414,19.16666666666666666667,690
azimuth,VHFHeart,right cardiac atrium,fat cell,http://purl.obolibrary.org/obo/CL_0000136,83.16666666666666666667,2994
azimuth,VHFHeart,right cardiac atrium,kidney interstitial fibroblast,http://purl.obolibrary.org/obo/CL_0000057,768.66666666666666666667,27672
azimuth,VHFHeart,right cardiac atrium,macrophage,http://purl.obolibrary.org/obo/CL_0000235,59.4,1782
azimuth,VHFHeart,right cardiac atrium,mast cell,http://purl.obolibrary.org/obo/CL_0000097,5,120
azimuth,VHFHeart,right cardiac atrium,mesothelial cell,http://purl.obolibrary.org/obo/CL_0000077,25,450
azimuth,VHFHeart,right cardiac atrium,myeloid cell,http://purl.obolibrary.org/obo/CL_0000763,91.66666666666666666667,3300
azimuth,VHFHeart,right cardiac atrium,natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,13.5,486
azimuth,VHFHeart,right cardiac atrium,pericyte,http://purl.obolibrary.org/obo/CL_0000669,162.66666666666666666667,5856
azimuth,VHFHeart,right cardiac atrium,regular atrial cardiac myocyte,http://purl.obolibrary.org/obo/CL_0002129,598.5,21546
azimuth,VHFHeart,right cardiac atrium,regular ventricular cardiac myocyte,http://purl.obolibrary.org/obo/CL_0002131,2,24
azimuth,VHFHeart,right cardiac atrium,smooth muscle cell,http://purl.obolibrary.org/obo/CL_0000192,121.16666666666666666667,4362
azimuth,VHFLeftKidney,hilum of kidney,B cell,http://purl.obolibrary.org/obo/CL_0000236,1160.5,2321
azimuth,VHFLeftKidney,hilum of kidney,"Descending Vasa Recta Endothelial ",https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,552,1104
azimuth,VHFLeftKidney,hilum of kidney,"Peritubular Capilary Endothelial ",https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,178,356
azimuth,VHFLeftKidney,hilum of kidney,Schwann cell,http://purl.obolibrary.org/obo/CL_0002573,1,2
azimuth,VHFLeftKidney,hilum of kidney,T cell,http://purl.obolibrary.org/obo/CL_0000084,1457.5,2915
azimuth,VHFLeftKidney,hilum of kidney,conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000990,979,1958
azimuth,VHFLeftKidney,hilum of kidney,endothelial cell of arteriole,http://purl.obolibrary.org/obo/CL_1000412,164.5,329
azimuth,VHFLeftKidney,hilum of kidney,endothelial cell of lymphatic vessel,http://purl.obolibrary.org/obo/CL_0002138,226.5,453
azimuth,VHFLeftKidney,hilum of kidney,epithelial cell of early distal convoluted tubule,http://purl.obolibrary.org/obo/CL_4030016,5359.5,10719
azimuth,VHFLeftKidney,hilum of kidney,epithelial cell of proximal tubule segment 1,http://purl.obolibrary.org/obo/CL_4030009,11427,22854
azimuth,VHFLeftKidney,hilum of kidney,epithelial cell of proximal tubule segment 2,http://purl.obolibrary.org/obo/CL_4030010,52,52
azimuth,VHFLeftKidney,hilum of kidney,epithelial cell of proximal tubule segment 3,http://purl.obolibrary.org/obo/CL_4030011,580,1160
azimuth,VHFLeftKidney,hilum of kidney,glomerular capillary endothelial cell,http://purl.obolibrary.org/obo/CL_1001005,18,36
azimuth,VHFLeftKidney,hilum of kidney,kidney connecting tubule epithelial cell,http://purl.obolibrary.org/obo/CL_1000768,7884.5,15769
azimuth,VHFLeftKidney,hilum of kidney,kidney connecting tubule principal cell,http://purl.obolibrary.org/obo/CL_4030018,312,624
azimuth,VHFLeftKidney,hilum of kidney,kidney cortex collecting duct intercalated cell,http://purl.obolibrary.org/obo/CL_1000715,1623.5,3247
azimuth,VHFLeftKidney,hilum of kidney,kidney cortex collecting duct principal cell,http://purl.obolibrary.org/obo/CL_1000714,1232.5,2465
azimuth,VHFLeftKidney,hilum of kidney,kidney granular cell,http://purl.obolibrary.org/obo/CL_0000648,2.5,5
azimuth,VHFLeftKidney,hilum of kidney,kidney inner medulla collecting duct principal cell,http://purl.obolibrary.org/obo/CL_1000718,10508,21016
azimuth,VHFLeftKidney,hilum of kidney,kidney interstitial fibroblast,http://purl.obolibrary.org/obo/CL_0000057,1328.5,2657
azimuth,VHFLeftKidney,hilum of kidney,kidney loop of Henle cortical thick ascending limb epithelial cell,http://purl.obolibrary.org/obo/CL_1001109,1045.5,2091
azimuth,VHFLeftKidney,hilum of kidney,kidney loop of Henle long descending thin limb inner medulla epithelial cell,http://purl.obolibrary.org/obo/CL_4030014,1029.5,2059
azimuth,VHFLeftKidney,hilum of kidney,kidney loop of Henle long descending thin limb outer medulla epithelial cell,http://purl.obolibrary.org/obo/CL_4030013,5090.5,10181
azimuth,VHFLeftKidney,hilum of kidney,kidney loop of Henle medullary thick ascending limb epithelial cell,http://purl.obolibrary.org/obo/CL_1001108,5507,11014
azimuth,VHFLeftKidney,hilum of kidney,kidney loop of Henle short descending thin limb epithelial cell,http://purl.obolibrary.org/obo/CL_4030012,26264,52528
azimuth,VHFLeftKidney,hilum of kidney,kidney loop of Henle thin ascending limb epithelial cell,http://purl.obolibrary.org/obo/CL_1001107,7315,14630
azimuth,VHFLeftKidney,hilum of kidney,kidney outer medulla collecting duct intercalated cell,http://purl.obolibrary.org/obo/CL_1000717,125.5,251
azimuth,VHFLeftKidney,hilum of kidney,kidney outer medulla collecting duct principal cell,http://purl.obolibrary.org/obo/CL_1000716,889,1778
azimuth,VHFLeftKidney,hilum of kidney,kidney resident macrophage,http://purl.obolibrary.org/obo/CL_1000698,181.5,363
azimuth,VHFLeftKidney,hilum of kidney,macula densa epithelial cell,http://purl.obolibrary.org/obo/CL_1000850,522,1044
azimuth,VHFLeftKidney,hilum of kidney,mast cell,http://purl.obolibrary.org/obo/CL_0000097,146,292
azimuth,VHFLeftKidney,hilum of kidney,mature NK T cell,http://purl.obolibrary.org/obo/CL_0000814,3,6
azimuth,VHFLeftKidney,hilum of kidney,mesangial cell,http://purl.obolibrary.org/obo/CL_0000650,1761.5,3523
azimuth,VHFLeftKidney,hilum of kidney,monocyte-derived dendritic cell,http://purl.obolibrary.org/obo/CL_0011031,32,64
azimuth,VHFLeftKidney,hilum of kidney,non-classical monocyte,http://purl.obolibrary.org/obo/CL_0000875,3,6
azimuth,VHFLeftKidney,hilum of kidney,papillary tips cell,http://purl.obolibrary.org/obo/CL_1000597,1,2
azimuth,VHFLeftKidney,hilum of kidney,parietal epithelial cell,http://purl.obolibrary.org/obo/CL_1000452,2005.5,4011
azimuth,VHFLeftKidney,hilum of kidney,plasma cell,http://purl.obolibrary.org/obo/CL_0000786,6,12
azimuth,VHFLeftKidney,hilum of kidney,"plasmacytoid dendritic cell, human",http://purl.obolibrary.org/obo/CL_0000784,2.5,5
azimuth,VHFLeftKidney,hilum of kidney,podocyte,http://purl.obolibrary.org/obo/CL_0000653,341,682
azimuth,VHFLeftKidney,hilum of kidney,renal beta-intercalated cell,http://purl.obolibrary.org/obo/CL_0002201,798.5,1597
azimuth,VHFLeftKidney,hilum of kidney,renal interstitial pericyte,http://purl.obolibrary.org/obo/CL_1001318,675,1350
azimuth,VHFLeftKidney,hilum of kidney,renal medullary fibroblast,http://purl.obolibrary.org/obo/CL_4030022,794,1588
azimuth,VHFLeftKidney,hilum of kidney,vasa recta ascending limb cell,http://purl.obolibrary.org/obo/CL_1001131,347.5,695
azimuth,VHFLeftKidney,kidney capsule,B cell,http://purl.obolibrary.org/obo/CL_0000236,546.5,1093
azimuth,VHFLeftKidney,kidney capsule,"Descending Vasa Recta Endothelial ",https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,369.66666666666666666667,1109
azimuth,VHFLeftKidney,kidney capsule,"Peritubular Capilary Endothelial ",https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,938,2814
azimuth,VHFLeftKidney,kidney capsule,Schwann cell,http://purl.obolibrary.org/obo/CL_0002573,77.33333333333333333333,232
azimuth,VHFLeftKidney,kidney capsule,T cell,http://purl.obolibrary.org/obo/CL_0000084,175.33333333333333333333,526
azimuth,VHFLeftKidney,kidney capsule,conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0000990,1.66666666666666666667,5
azimuth,VHFLeftKidney,kidney capsule,endothelial cell of arteriole,http://purl.obolibrary.org/obo/CL_1000412,12.33333333333333333333,37
azimuth,VHFLeftKidney,kidney capsule,endothelial cell of lymphatic vessel,http://purl.obolibrary.org/obo/CL_0002138,40.66666666666666666667,122
azimuth,VHFLeftKidney,kidney capsule,epithelial cell of early distal convoluted tubule,http://purl.obolibrary.org/obo/CL_4030016,9240.33333333333333333333,27721
azimuth,VHFLeftKidney,kidney capsule,epithelial cell of late distal convoluted tubule,http://purl.obolibrary.org/obo/CL_4030017,29,87
azimuth,VHFLeftKidney,kidney capsule,epithelial cell of proximal tubule segment 1,http://purl.obolibrary.org/obo/CL_4030009,3618.33333333333333333333,10855
azimuth,VHFLeftKidney,kidney capsule,epithelial cell of proximal tubule segment 2,http://purl.obolibrary.org/obo/CL_4030010,920.33333333333333333333,2761
azimuth,VHFLeftKidney,kidney capsule,epithelial cell of proximal tubule segment 3,http://purl.obolibrary.org/obo/CL_4030011,3623,10869
azimuth,VHFLeftKidney,kidney capsule,glomerular capillary endothelial cell,http://purl.obolibrary.org/obo/CL_1001005,133,399
azimuth,VHFLeftKidney,kidney capsule,kidney connecting tubule alpha-intercalated cell,http://purl.obolibrary.org/obo/CL_4030020,6.5,13
azimuth,VHFLeftKidney,kidney capsule,kidney connecting tubule epithelial cell,http://purl.obolibrary.org/obo/CL_1000768,4824.66666666666666666667,14474
azimuth,VHFLeftKidney,kidney capsule,kidney connecting tubule principal cell,http://purl.obolibrary.org/obo/CL_4030018,394.66666666666666666667,1184
azimuth,VHFLeftKidney,kidney capsule,kidney cortex collecting duct intercalated cell,http://purl.obolibrary.org/obo/CL_1000715,574.33333333333333333333,1723
azimuth,VHFLeftKidney,kidney capsule,kidney cortex collecting duct principal cell,http://purl.obolibrary.org/obo/CL_1000714,1930,5790
azimuth,VHFLeftKidney,kidney capsule,kidney granular cell,http://purl.obolibrary.org/obo/CL_0000648,11.66666666666666666667,35
azimuth,VHFLeftKidney,kidney capsule,kidney inner medulla collecting duct principal cell,http://purl.obolibrary.org/obo/CL_1000718,21958.5,43917
azimuth,VHFLeftKidney,kidney capsule,kidney interstitial fibroblast,http://purl.obolibrary.org/obo/CL_0000057,1489.66666666666666666667,4469
azimuth,VHFLeftKidney,kidney capsule,kidney loop of Henle cortical thick ascending limb epithelial cell,http://purl.obolibrary.org/obo/CL_1001109,4359,13077
azimuth,VHFLeftKidney,kidney capsule,kidney loop of Henle long descending thin limb inner medulla epithelial cell,http://purl.obolibrary.org/obo/CL_4030014,1909,3818
azimuth,VHFLeftKidney,kidney capsule,kidney loop of Henle long descending thin limb outer medulla epithelial cell,http://purl.obolibrary.org/obo/CL_4030013,3112.66666666666666666667,9338
azimuth,VHFLeftKidney,kidney capsule,kidney loop of Henle medullary thick ascending limb epithelial cell,http://purl.obolibrary.org/obo/CL_1001108,5050.33333333333333333333,15151
azimuth,VHFLeftKidney,kidney capsule,kidney loop of Henle short descending thin limb epithelial cell,http://purl.obolibrary.org/obo/CL_4030012,2060,6180
azimuth,VHFLeftKidney,kidney capsule,kidney loop of Henle thin ascending limb epithelial cell,http://purl.obolibrary.org/obo/CL_1001107,6409,12818
azimuth,VHFLeftKidney,kidney capsule,kidney outer medulla collecting duct intercalated cell,http://purl.obolibrary.org/obo/CL_1000717,338.5,677
azimuth,VHFLeftKidney,kidney capsule,kidney outer medulla collecting duct principal cell,http://purl.obolibrary.org/obo/CL_1000716,640.33333333333333333333,1921
azimuth,VHFLeftKidney,kidney capsule,kidney resident macrophage,http://purl.obolibrary.org/obo/CL_1000698,209.66666666666666666667,629
azimuth,VHFLeftKidney,kidney capsule,macula densa epithelial cell,http://purl.obolibrary.org/obo/CL_1000850,1428.66666666666666666667,4286
azimuth,VHFLeftKidney,kidney capsule,mast cell,http://purl.obolibrary.org/obo/CL_0000097,21.33333333333333333333,64
azimuth,VHFLeftKidney,kidney capsule,mature NK T cell,http://purl.obolibrary.org/obo/CL_0000814,3,6
azimuth,VHFLeftKidney,kidney capsule,mesangial cell,http://purl.obolibrary.org/obo/CL_0000650,100.66666666666666666667,302
azimuth,VHFLeftKidney,kidney capsule,monocyte-derived dendritic cell,http://purl.obolibrary.org/obo/CL_0011031,9.33333333333333333333,28
azimuth,VHFLeftKidney,kidney capsule,non-classical monocyte,http://purl.obolibrary.org/obo/CL_0000875,2,2
azimuth,VHFLeftKidney,kidney capsule,parietal epithelial cell,http://purl.obolibrary.org/obo/CL_1000452,206.66666666666666666667,620
azimuth,VHFLeftKidney,kidney capsule,plasma cell,http://purl.obolibrary.org/obo/CL_0000786,139.66666666666666666667,419
azimuth,VHFLeftKidney,kidney capsule,"plasmacytoid dendritic cell, human",http://purl.obolibrary.org/obo/CL_0000784,7.5,15
azimuth,VHFLeftKidney,kidney capsule,podocyte,http://purl.obolibrary.org/obo/CL_0000653,346.66666666666666666667,1040
azimuth,VHFLeftKidney,kidney capsule,renal beta-intercalated cell,http://purl.obolibrary.org/obo/CL_0002201,149.33333333333333333333,448
azimuth,VHFLeftKidney,kidney capsule,renal interstitial pericyte,http://purl.obolibrary.org/obo/CL_1001318,440.66666666666666666667,1322
