tool,cell_id,cell_label,cell_count,gene_id,gene_label,gene_expr,dataset
celltypist,https://purl.org/ccf/ASCTB-TEMP_microfold-cell,Microfold cell,1292,HGNC:534,ANXA10,2.54105544090271,https://api.cellxgene.cziscience.com/dp/v1/collections/6282a908-f162-44a2-99a3-8a942e4271b2#Holloway_CellStemCell_2021_hITD_EGFNRG1_day105_S16$duodenum
celltypist,https://purl.org/ccf/ASCTB-TEMP_proximal-progenitor,Proximal progenitor,621,HGNC:534,ANXA10,0.9253682494163513,https://api.cellxgene.cziscience.com/dp/v1/collections/6282a908-f162-44a2-99a3-8a942e4271b2#Sarvestani_NatCommun_2021_NL34_iHNO$colon
celltypist,https://purl.org/ccf/ASCTB-TEMP_proximal-progenitor,Proximal progenitor,502,HGNC:534,ANXA10,1.339774250984192,https://api.cellxgene.cziscience.com/dp/v1/collections/6282a908-f162-44a2-99a3-8a942e4271b2#Sarvestani_NatCommun_2021_CRL1541_iHNO$colon
celltypist,https://purl.org/ccf/ASCTB-TEMP_best2-goblet-cell,BEST2+ Goblet cell,46,HGNC:534,ANXA10,1.535191893577576,https://api.cellxgene.cziscience.com/dp/v1/collections/6282a908-f162-44a2-99a3-8a942e4271b2#Sarvestani_NatCommun_2021_CRL1541_iHNO$colon
celltypist,https://purl.org/ccf/ASCTB-TEMP_cycling-ec,cycling EC,43,HGNC:534,ANXA10,1.216691493988037,https://api.cellxgene.cziscience.com/dp/v1/collections/6282a908-f162-44a2-99a3-8a942e4271b2#Sarvestani_NatCommun_2021_NL34_iHNO$colon
celltypist,http://purl.obolibrary.org/obo/CL_0000158,Hillock-like,106,HGNC:534,ANXA10,0.6415673494338989,https://api.cellxgene.cziscience.com/dp/v1/collections/6282a908-f162-44a2-99a3-8a942e4271b2#He_Cell_2022_NEUROD1_overexpression$lung
celltypist,http://purl.obolibrary.org/obo/CL_0000158,Hillock-like,355,HGNC:534,ANXA10,1.611635208129883,https://api.cellxgene.cziscience.com/dp/v1/collections/6282a908-f162-44a2-99a3-8a942e4271b2#Salahudeen_Nat_2020_GSM2855481_Lung_2_4$alveolar%20sac
celltypist,https://purl.org/ccf/ASCTB-TEMP_microfold-cell,Microfold cell,26,HGNC:534,ANXA10,1.014335870742798,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP2$small%20intestine
celltypist,http://purl.obolibrary.org/obo/CL_0000158,Club (non-nasal),311,HGNC:534,ANXA10,1.483697414398193,https://api.cellxgene.cziscience.com/dp/v1/collections/6282a908-f162-44a2-99a3-8a942e4271b2#Salahudeen_Nat_2020_GSM2855479_Lung_2_2$alveolar%20sac
celltypist,http://purl.obolibrary.org/obo/CL_0000158,Hillock-like,320,HGNC:534,ANXA10,1.518159866333008,https://api.cellxgene.cziscience.com/dp/v1/collections/6282a908-f162-44a2-99a3-8a942e4271b2#Salahudeen_Nat_2020_GSM2855478_Lung_2_1$alveolar%20sac
celltypist,http://purl.obolibrary.org/obo/CL_0000158,Hillock-like,343,HGNC:534,ANXA10,1.547888994216919,https://api.cellxgene.cziscience.com/dp/v1/collections/6282a908-f162-44a2-99a3-8a942e4271b2#Salahudeen_Nat_2020_GSM2855480_Lung_2_3$alveolar%20sac
popv,http://purl.obolibrary.org/obo/CL_2000016,lung microvascular endothelial cell,2,ASCTB-TEMP:anxa10,ANXA10,2.788273505244247,https://entity.api.sennetconsortium.org/entities/372e3ebd4c8d0b2a6318398b740bfb6a
celltypist,https://purl.org/ccf/ASCTB-TEMP_microfold-cell,Microfold cell,213,HGNC:534,ANXA10,1.516154766082764,https://api.cellxgene.cziscience.com/dp/v1/collections/854c0855-23ad-4362-8b77-6b1639e7a9fc#A34%20(417C)$duodenum
popv,http://purl.obolibrary.org/obo/CL_0000646,basal cell,829,ASCTB-TEMP:anxa10,ANXA10,1.346992791443487,https://api.cellxgene.cziscience.com/dp/v1/collections/6282a908-f162-44a2-99a3-8a942e4271b2#He_Cell_2022_ASCL1_overexpression$lung
celltypist,https://purl.org/ccf/ASCTB-TEMP_best2-goblet-cell,BEST2+ Goblet cell,998,HGNC:534,ANXA10,0.4777491092681885,https://api.cellxgene.cziscience.com/dp/v1/collections/6282a908-f162-44a2-99a3-8a942e4271b2#Yan_Gut_2020_H019_NOd$colon
celltypist,https://purl.org/ccf/ASCTB-TEMP_microfold-cell,Microfold cell,2592,HGNC:534,ANXA10,1.573563814163208,https://api.cellxgene.cziscience.com/dp/v1/collections/6282a908-f162-44a2-99a3-8a942e4271b2#Bein_FPhar_2021_all$duodenum
popv,http://purl.obolibrary.org/obo/CL_0000646,basal cell,654,ASCTB-TEMP:anxa10,ANXA10,2.817360068144982,https://api.cellxgene.cziscience.com/dp/v1/collections/6282a908-f162-44a2-99a3-8a942e4271b2#Salahudeen_Nat_2020_GSM2855474_Lung_1_1$alveolar%20sac
popv,http://purl.obolibrary.org/obo/CL_0000646,basal cell,681,ASCTB-TEMP:anxa10,ANXA10,2.758038661812701,https://api.cellxgene.cziscience.com/dp/v1/collections/6282a908-f162-44a2-99a3-8a942e4271b2#Salahudeen_Nat_2020_GSM2855476_Lung_1_3$alveolar%20sac
popv,http://purl.obolibrary.org/obo/CL_0000646,basal cell,695,ASCTB-TEMP:anxa10,ANXA10,2.876321721899272,https://api.cellxgene.cziscience.com/dp/v1/collections/6282a908-f162-44a2-99a3-8a942e4271b2#Salahudeen_Nat_2020_GSM2855475_Lung_1_2$alveolar%20sac
popv,http://purl.obolibrary.org/obo/CL_0000646,basal cell,478,ASCTB-TEMP:anxa10,ANXA10,2.311462306668937,https://api.cellxgene.cziscience.com/dp/v1/collections/6282a908-f162-44a2-99a3-8a942e4271b2#Salahudeen_Nat_2020_GSM2855481_Lung_2_4$alveolar%20sac
popv,http://purl.obolibrary.org/obo/CL_0000646,basal cell,427,ASCTB-TEMP:anxa10,ANXA10,2.298598724841403,https://api.cellxgene.cziscience.com/dp/v1/collections/6282a908-f162-44a2-99a3-8a942e4271b2#Salahudeen_Nat_2020_GSM2855479_Lung_2_2$alveolar%20sac
celltypist,https://purl.org/ccf/ASCTB-TEMP_microfold-cell,Microfold cell,465,HGNC:534,ANXA10,1.076275706291199,https://api.cellxgene.cziscience.com/dp/v1/collections/e5f58829-1a66-40b5-a624-9046778e74f5#TSP2$duodenum
