tool,organ,cell_label,dataset_count
azimuth,UBERON:0001384,Sncg,146
azimuth,UBERON:0001384,Sst,165
azimuth,UBERON:0001384,Sst Chodl,82
azimuth,UBERON:0001384,VLMC,172
azimuth,UBERON:0001384,Vip,169
azimuth,UBERON:0002048,Alveolar M�� CCL3+,137
azimuth,UBERON:0002048,Alveolar M�� MT-positive,2
azimuth,UBERON:0002048,Alveolar M�� proliferating,247
azimuth,UBERON:0002048,Interstitial M�� perivascular,555
azimuth,UBERON:0002048,Monocyte-derived M��,671
azimuth,UBERON:0002048,Non-classical monocytes,618
azimuth,UBERON:0002048,Transitional Club-AT2,532
azimuth,UBERON:0002113,"Descending Vasa Recta Endothelial ",469
azimuth,UBERON:0002113,"Peritubular Capilary Endothelial ",617
azimuth,UBERON:0002371,CD8 Effector_1,103
azimuth,UBERON:0002371,CD8 Effector_2,96
azimuth,UBERON:0002371,CD8 Effector_3,51
azimuth,UBERON:0002371,T Proliferating,86
celltypist,UBERON:0000006,PP,84
celltypist,UBERON:0000006,alpha_MHC II,85
celltypist,UBERON:0000006,alpha_immature,87
celltypist,UBERON:0000006,alpha_mature,86
celltypist,UBERON:0000006,alpha_stress II,86
celltypist,UBERON:0000006,beta_MHC/autoantigen,84
celltypist,UBERON:0000006,beta_immature,83
celltypist,UBERON:0000006,beta_mature,85
celltypist,UBERON:0000006,beta_mtDNA deficient,79
celltypist,UBERON:0000006,beta_stress I,87
celltypist,UBERON:0000006,beta_stress II,85
celltypist,UBERON:0000006,delta,87
celltypist,UBERON:0000059,Activated CD4 T,155
celltypist,UBERON:0000059,Activated CD8 T,173
celltypist,UBERON:0000059,Activated T,166
celltypist,UBERON:0000059,Adult Glia,148
celltypist,UBERON:0000059,BEST2+ Goblet cell,203
celltypist,UBERON:0000059,BEST4+ epithelial,209
celltypist,UBERON:0000059,Branch A1 (iMN),111
celltypist,UBERON:0000059,Branch A2 (IPAN/IN),119
celltypist,UBERON:0000059,Branch A3 (IPAN/IN),78
celltypist,UBERON:0000059,Branch A4 (IN),107
celltypist,UBERON:0000059,Branch B1 (eMN),114
celltypist,UBERON:0000059,Branch B2 (eMN),92
celltypist,UBERON:0000059,Branch B3 (IPAN),89
celltypist,UBERON:0000059,CD8 Tmem,175
celltypist,UBERON:0000059,CLC+ Mast cell,101
celltypist,UBERON:0000059,CLDN10+ cells,66
celltypist,UBERON:0000059,CLP,106
celltypist,UBERON:0000059,CX3CR1+ CD8 Tmem,108
celltypist,UBERON:0000059,Colonocyte,224
celltypist,UBERON:0000059,Contractile pericyte (PLN+),129
celltypist,UBERON:0000059,Cycling B cell,168
celltypist,UBERON:0000059,Cycling plasma cell,174
celltypist,UBERON:0000059,D cells (SST+),87
celltypist,UBERON:0000059,DZ GC cell,96
celltypist,UBERON:0000059,Differentiating glia,93
celltypist,UBERON:0000059,Distal progenitor,126
celltypist,UBERON:0000059,EC cells (NPW+),89
celltypist,UBERON:0000059,EC cells (TAC1+),155
celltypist,UBERON:0000059,EECs,135
celltypist,UBERON:0000059,ENCC/glia Progenitor,83
celltypist,UBERON:0000059,Enterocyte,163
celltypist,UBERON:0000059,FCRL4+ Memory B,100
celltypist,UBERON:0000059,FDC,69
celltypist,UBERON:0000059,Fetal arterial EC,118
celltypist,UBERON:0000059,Fetal venous EC,106
celltypist,UBERON:0000059,GC B cell,119
celltypist,UBERON:0000059,Germ,100
celltypist,UBERON:0000059,Glia 1 (DHH+),77
celltypist,UBERON:0000059,Glia 2 (ELN+),104
celltypist,UBERON:0000059,Glia 3 (BCAN+),95
celltypist,UBERON:0000059,Goblet cell,210
celltypist,UBERON:0000059,I cells (CCK+),79
celltypist,UBERON:0000059,ICC,77
celltypist,UBERON:0000059,ILC2,70
celltypist,UBERON:0000059,ILC3,145
celltypist,UBERON:0000059,ILCP,75
celltypist,UBERON:0000059,IgA plasma cell,186
celltypist,UBERON:0000059,IgG plasma cell,142
celltypist,UBERON:0000059,IgM plasma cell,29
celltypist,UBERON:0000059,Immature B,88
celltypist,UBERON:0000059,Immature pericyte,89
celltypist,UBERON:0000059,K cells (GIP+),79
celltypist,UBERON:0000059,L cells (PYY+),170
celltypist,UBERON:0000059,LEC1 (ACKR4+),155
celltypist,UBERON:0000059,LEC2 (MADCAM1+),57
celltypist,UBERON:0000059,LEC3 (ADGRG3+),81
celltypist,UBERON:0000059,LEC4 (STAB2+),119
celltypist,UBERON:0000059,LEC5 (CLDN11+),68
celltypist,UBERON:0000059,LEC6 (ADAMTS4+),137
celltypist,UBERON:0000059,LTi-like NCR+ ILC3,64
celltypist,UBERON:0000059,LTi-like NCR- ILC3,94
celltypist,UBERON:0000059,LYVE1+ Macrophage,199
celltypist,UBERON:0000059,LZ GC cell,90
celltypist,UBERON:0000059,Lymphoid DC,123
celltypist,UBERON:0000059,M/X cells (MLN/GHRL+),76
celltypist,UBERON:0000059,MAIT cell,125
celltypist,UBERON:0000059,MMP9+ Inflammatory macrophage,114
celltypist,UBERON:0000059,MPO+ mono-neutrophil,69
celltypist,UBERON:0000059,Macrophages,192
celltypist,UBERON:0000059,Mast cell,166
celltypist,UBERON:0000059,Mature arterial EC,150
celltypist,UBERON:0000059,Mature venous EC,178
celltypist,UBERON:0000059,Megakaryocyte,101
celltypist,UBERON:0000059,Memory B,187
celltypist,UBERON:0000059,Mesoderm 1 (HAND1+),137
celltypist,UBERON:0000059,Mesoderm 2 (ZEB2+),50
celltypist,UBERON:0000059,Mesothelium,82
celltypist,UBERON:0000059,Mesothelium (PRG4+),56
celltypist,UBERON:0000059,Mesothelium (RGS5+),95
celltypist,UBERON:0000059,Microfold cell,159
celltypist,UBERON:0000059,Monocytes,179
celltypist,UBERON:0000059,N cells (NTS+),79
celltypist,UBERON:0000059,NK T cell,151
celltypist,UBERON:0000059,NK cell,188
celltypist,UBERON:0000059,Naive B,170
celltypist,UBERON:0000059,Neuroblast,136
celltypist,UBERON:0000059,Paneth,131
celltypist,UBERON:0000059,Pericyte,121
celltypist,UBERON:0000059,Pre-B,92
celltypist,UBERON:0000059,Pro-B,103
celltypist,UBERON:0000059,Progenitor (NEUROG3+),135
celltypist,UBERON:0000059,Proximal progenitor,162
celltypist,UBERON:0000059,RBC,87
celltypist,UBERON:0000059,SELL+ CD4 T,196
celltypist,UBERON:0000059,SELL+ CD8 T,162
celltypist,UBERON:0000059,SMC (PART1/CAPN3+),90
celltypist,UBERON:0000059,SMC (PLPP2+),102
celltypist,UBERON:0000059,STAT1+ Naive B,128
celltypist,UBERON:0000059,Stem cells,217
celltypist,UBERON:0000059,Stromal 1 (ADAMDEC1+),78
celltypist,UBERON:0000059,Stromal 1 (CCL11+),117
celltypist,UBERON:0000059,Stromal 2 (CH25H+),128
celltypist,UBERON:0000059,Stromal 2 (NPY+),150
celltypist,UBERON:0000059,Stromal 3 (C7+),121
celltypist,UBERON:0000059,Stromal 3 (KCNN3+),108
celltypist,UBERON:0000059,Stromal 4 (MMP1+),87
celltypist,UBERON:0000059,T reticular,115
celltypist,UBERON:0000059,TA,230
celltypist,UBERON:0000059,TRDV2/TRGV9 gdT,91
celltypist,UBERON:0000059,TRGV2 gdT,142
celltypist,UBERON:0000059,TRGV4 gdT,139
celltypist,UBERON:0000059,TRGV5/7 gdT,99
celltypist,UBERON:0000059,Tfh,166
celltypist,UBERON:0000059,Th1,114
celltypist,UBERON:0000059,Th17,127
celltypist,UBERON:0000059,Transitional Stromal 3 (C3+),154
celltypist,UBERON:0000059,Treg,170
celltypist,UBERON:0000059,Tuft,184
celltypist,UBERON:0000059,angiogenic pericyte,98
celltypist,UBERON:0000059,arterial capillary,161
celltypist,UBERON:0000059,cDC1,145
celltypist,UBERON:0000059,cDC2,201
celltypist,UBERON:0000059,cycling EC,127
celltypist,UBERON:0000059,cycling ENCC/glia,109
celltypist,UBERON:0000059,cycling neuroblast,91
celltypist,UBERON:0000059,cycling stromal,63
celltypist,UBERON:0000059,gdT,162
celltypist,UBERON:0000059,mLN Stroma (FMO2+),103
celltypist,UBERON:0000059,mLTo,113
celltypist,UBERON:0000059,myofibroblast,119
celltypist,UBERON:0000059,myofibroblast (RSPO2+),139
celltypist,UBERON:0000059,pDC,70
celltypist,UBERON:0000059,venous capillary,118
celltypist,UBERON:0000059,�� cells (INS+),23
celltypist,UBERON:0002108,Activated CD4 T,189
celltypist,UBERON:0002108,Activated CD8 T,204
celltypist,UBERON:0002108,Activated T,200
celltypist,UBERON:0002108,Adult Glia,133
celltypist,UBERON:0002108,BEST2+ Goblet cell,170
celltypist,UBERON:0002108,BEST4+ epithelial,270
celltypist,UBERON:0002108,Branch A1 (iMN),88
celltypist,UBERON:0002108,Branch A2 (IPAN/IN),84
celltypist,UBERON:0002108,Branch A3 (IPAN/IN),73
celltypist,UBERON:0002108,Branch A4 (IN),70
celltypist,UBERON:0002108,Branch B1 (eMN),101
celltypist,UBERON:0002108,Branch B2 (eMN),67
celltypist,UBERON:0002108,Branch B3 (IPAN),58
celltypist,UBERON:0002108,CD8 Tmem,182
celltypist,UBERON:0002108,CLC+ Mast cell,83
celltypist,UBERON:0002108,CLDN10+ cells,59
celltypist,UBERON:0002108,CLP,100
celltypist,UBERON:0002108,CX3CR1+ CD8 Tmem,102
celltypist,UBERON:0002108,Colonocyte,147
celltypist,UBERON:0002108,Contractile pericyte (PLN+),142
celltypist,UBERON:0002108,Cycling B cell,184
celltypist,UBERON:0002108,Cycling plasma cell,175
celltypist,UBERON:0002108,D cells (SST+),143
celltypist,UBERON:0002108,DZ GC cell,92
celltypist,UBERON:0002108,Differentiating glia,39
celltypist,UBERON:0002108,Distal progenitor,100
celltypist,UBERON:0002108,EC cells (NPW+),33
celltypist,UBERON:0002108,EC cells (TAC1+),237
celltypist,UBERON:0002108,EECs,163
celltypist,UBERON:0002108,ENCC/glia Progenitor,110
celltypist,UBERON:0002108,Enterocyte,308
celltypist,UBERON:0002108,FCRL4+ Memory B,113
celltypist,UBERON:0002108,FDC,48
celltypist,UBERON:0002108,Fetal arterial EC,102
celltypist,UBERON:0002108,Fetal venous EC,93
celltypist,UBERON:0002108,GC B cell,113
celltypist,UBERON:0002108,Germ,36
celltypist,UBERON:0002108,Glia 1 (DHH+),69
celltypist,UBERON:0002108,Glia 2 (ELN+),68
celltypist,UBERON:0002108,Glia 3 (BCAN+),68
celltypist,UBERON:0002108,Goblet cell,300
celltypist,UBERON:0002108,I cells (CCK+),166
celltypist,UBERON:0002108,ICC,70
celltypist,UBERON:0002108,ILC2,55
celltypist,UBERON:0002108,ILC3,152
celltypist,UBERON:0002108,ILCP,89
celltypist,UBERON:0002108,IgA plasma cell,192
celltypist,UBERON:0002108,IgG plasma cell,70
celltypist,UBERON:0002108,IgM plasma cell,28
celltypist,UBERON:0002108,Immature B,81
celltypist,UBERON:0002108,Immature pericyte,114
celltypist,UBERON:0002108,K cells (GIP+),90
celltypist,UBERON:0002108,L cells (PYY+),144
celltypist,UBERON:0002108,LEC1 (ACKR4+),135
celltypist,UBERON:0002108,LEC2 (MADCAM1+),26
celltypist,UBERON:0002108,LEC3 (ADGRG3+),133
celltypist,UBERON:0002108,LEC4 (STAB2+),125
celltypist,UBERON:0002108,LEC5 (CLDN11+),60
celltypist,UBERON:0002108,LEC6 (ADAMTS4+),111
celltypist,UBERON:0002108,LTi-like NCR+ ILC3,45
celltypist,UBERON:0002108,LTi-like NCR- ILC3,140
celltypist,UBERON:0002108,LYVE1+ Macrophage,215
celltypist,UBERON:0002108,LZ GC cell,85
celltypist,UBERON:0002108,Lymphoid DC,140
celltypist,UBERON:0002108,M/X cells (MLN/GHRL+),137
celltypist,UBERON:0002108,MAIT cell,109
celltypist,UBERON:0002108,MMP9+ Inflammatory macrophage,145
celltypist,UBERON:0002108,MPO+ mono-neutrophil,57
celltypist,UBERON:0002108,Macrophages,237
celltypist,UBERON:0002108,Mast cell,158
celltypist,UBERON:0002108,Mature arterial EC,147
celltypist,UBERON:0002108,Mature venous EC,201
celltypist,UBERON:0002108,Megakaryocyte,46
celltypist,UBERON:0002108,Memory B,185
celltypist,UBERON:0002108,Mesoderm 1 (HAND1+),163
celltypist,UBERON:0002108,Mesoderm 2 (ZEB2+),74
celltypist,UBERON:0002108,Mesothelium,86
celltypist,UBERON:0002108,Mesothelium (PRG4+),15
celltypist,UBERON:0002108,Mesothelium (RGS5+),65
celltypist,UBERON:0002108,Microfold cell,171
celltypist,UBERON:0002108,Monocytes,195
celltypist,UBERON:0002108,N cells (NTS+),105
celltypist,UBERON:0002108,NK T cell,181
celltypist,UBERON:0002108,NK cell,222
celltypist,UBERON:0002108,Naive B,157
celltypist,UBERON:0002108,Neuroblast,103
celltypist,UBERON:0002108,Paneth,254
celltypist,UBERON:0002108,Pericyte,130
celltypist,UBERON:0002108,Pre-B,81
celltypist,UBERON:0002108,Pro-B,71
celltypist,UBERON:0002108,Progenitor (NEUROG3+),154
celltypist,UBERON:0002108,Proximal progenitor,175
celltypist,UBERON:0002108,RBC,91
celltypist,UBERON:0002108,SELL+ CD4 T,221
celltypist,UBERON:0002108,SELL+ CD8 T,172
celltypist,UBERON:0002108,SMC (PART1/CAPN3+),97
celltypist,UBERON:0002108,SMC (PLPP2+),124
celltypist,UBERON:0002108,STAT1+ Naive B,140
celltypist,UBERON:0002108,Stem cells,291
celltypist,UBERON:0002108,Stromal 1 (ADAMDEC1+),161
celltypist,UBERON:0002108,Stromal 1 (CCL11+),147
celltypist,UBERON:0002108,Stromal 2 (CH25H+),112
celltypist,UBERON:0002108,Stromal 2 (NPY+),190
celltypist,UBERON:0002108,Stromal 3 (C7+),151
celltypist,UBERON:0002108,Stromal 3 (KCNN3+),87
celltypist,UBERON:0002108,Stromal 4 (MMP1+),64
celltypist,UBERON:0002108,T reticular,115
celltypist,UBERON:0002108,TA,300
celltypist,UBERON:0002108,TRDV2/TRGV9 gdT,60
celltypist,UBERON:0002108,TRGV2 gdT,176
celltypist,UBERON:0002108,TRGV4 gdT,129
celltypist,UBERON:0002108,TRGV5/7 gdT,120
celltypist,UBERON:0002108,Tfh,159
celltypist,UBERON:0002108,Th1,155
celltypist,UBERON:0002108,Th17,192
celltypist,UBERON:0002108,Transitional Stromal 3 (C3+),118
celltypist,UBERON:0002108,Treg,195
celltypist,UBERON:0002108,Tuft,219
celltypist,UBERON:0002108,angiogenic pericyte,59
celltypist,UBERON:0002108,arterial capillary,173
celltypist,UBERON:0002108,cDC1,190
celltypist,UBERON:0002108,cDC2,228
celltypist,UBERON:0002108,cycling EC,110
celltypist,UBERON:0002108,cycling ENCC/glia,90
celltypist,UBERON:0002108,cycling neuroblast,66
celltypist,UBERON:0002108,cycling stromal,118
celltypist,UBERON:0002108,gdT,166
celltypist,UBERON:0002108,mLN Stroma (FMO2+),38
celltypist,UBERON:0002108,mLTo,95
celltypist,UBERON:0002108,myofibroblast,131
celltypist,UBERON:0002108,myofibroblast (RSPO2+),136
celltypist,UBERON:0002108,pDC,95
celltypist,UBERON:0002108,venous capillary,112
celltypist,UBERON:0002108,�� cells (INS+),16
popv,UBERON:0001723,basal cell,9
popv,UBERON:0001723,capillary endothelial cell,9
popv,UBERON:0001723,endothelial cell of artery,8
popv,UBERON:0001723,endothelial cell of lymphatic vessel,8
popv,UBERON:0001723,epithelial cell,4
popv,UBERON:0001723,fibroblast,9
popv,UBERON:0001723,keratinocyte,9
popv,UBERON:0001723,leukocyte,9
popv,UBERON:0001723,pericyte,9
popv,UBERON:0001723,tongue muscle cell,8
popv,UBERON:0001723,vein endothelial cell,8
popv,UBERON:0002097,"CD4-positive, alpha-beta T cell",9
popv,UBERON:0002097,"CD8-positive, alpha-beta T cell",4
popv,UBERON:0002097,conventional dendritic cell,4
sc_proteomics,unknown,Basal Epithelial Cell,1
sc_proteomics,unknown,CD68,10
sc_proteomics,unknown,CD68+ Macrophage,1
sc_proteomics,unknown,DDB2,10
sc_proteomics,unknown,KI67,10
sc_proteomics,unknown,Lymphatic Endothelial (and some immune cells),1
sc_proteomics,unknown,MPO+,1
sc_proteomics,unknown,Neutrophils/Monocytes,4
sc_proteomics,unknown,P53,10
sc_proteomics,unknown,Smooth Muscle Cell,1
