tool,cell_id,cell_label,count,avg_percentage_of_total
azimuth,http://purl.obolibrary.org/obo/CL_0002480,Goblet (nasal),4098,0.0013364902522734576
azimuth,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell,3996,0.0015186422344255234
azimuth,http://purl.obolibrary.org/obo/CL_0000158,club cell,2616,0.001950672206483276
azimuth,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,2476,0.002598940951509949
azimuth,https://purl.org/ccf/ASCTB-TEMP_interstitial-m-perivascular,Interstitial M�� perivascular,1712,0.004949870410084212
azimuth,http://purl.obolibrary.org/obo/CL_0002241,pulmonary interstitial fibroblast,1442,0.017046730252194824
azimuth,http://purl.obolibrary.org/obo/CL_0001058,"plasmacytoid dendritic cell, human",850,3.26826066299387E-4
azimuth,http://purl.obolibrary.org/obo/CL_4033048,respiratory suprabasal cell,808,4.386361143130235E-4
azimuth,http://purl.obolibrary.org/obo/CL_0002075,brush cell of tracheobronchial tree,768,3.7587425419479336E-4
azimuth,http://purl.obolibrary.org/obo/CL_4033005,serous secreting cell of bronchus submucosal gland,500,0.0038755408335726573
azimuth,http://purl.obolibrary.org/obo/CL_4033044,deuterosomal cell,322,2.36788334019112E-4
azimuth,http://purl.obolibrary.org/obo/CL_0019003,tracheobronchial goblet cell,212,0.002393215803331468
azimuth,http://purl.obolibrary.org/obo/CL_0005012,multi-ciliated epithelial cell,156,2.7550291560802875E-4
azimuth,http://purl.obolibrary.org/obo/CL_4033022,mucus secreting cell of bronchus submucosal gland,104,2.8285920774720214E-4
azimuth,http://purl.obolibrary.org/obo/CL_4033023,airway submucosal gland collecting duct epithelial cell,104,1.3324937787789718E-4
azimuth,http://purl.obolibrary.org/obo/CL_0000084,T cell,94,3.096149107471486E-4
azimuth,http://purl.obolibrary.org/obo/CL_0000313,serous secreting cell,66,8.184506644801472E-5
azimuth,https://purl.org/ccf/ASCTB-TEMP_alveolar-m-proliferating,Alveolar M�� proliferating,18,3.2341183461690587E-4
celltypist,http://purl.obolibrary.org/obo/CL_0002063,pulmonary alveolar type 2 cell,603522,0.2104466428650607
celltypist,http://purl.obolibrary.org/obo/CL_0002633,respiratory basal cell,509506,0.0642964524378248
celltypist,http://purl.obolibrary.org/obo/CL_0000492,CD4-positive helper T cell,364982,0.07235793408431591
celltypist,http://purl.obolibrary.org/obo/CL_0002144,capillary endothelial cell,313386,0.0837507905584537
celltypist,http://purl.obolibrary.org/obo/CL_0002062,pulmonary alveolar type 1 cell,299756,0.09925271587575825
celltypist,http://purl.obolibrary.org/obo/CL_0005012,multi-ciliated epithelial cell,267076,0.05121371057096781
celltypist,http://purl.obolibrary.org/obo/CL_0000158,club cell,190606,0.031219214557979737
celltypist,http://purl.obolibrary.org/obo/CL_0000875,non-classical monocyte,132240,0.05661619359591223
celltypist,http://purl.obolibrary.org/obo/CL_4028004,alveolar type 1 fibroblast cell,120306,0.05231251293309298
celltypist,http://purl.obolibrary.org/obo/CL_0019001,tracheobronchial serous cell,68108,0.025063476426408157
celltypist,http://purl.obolibrary.org/obo/CL_1000312,bronchial goblet cell,66428,0.012358033609850865
celltypist,http://purl.obolibrary.org/obo/CL_4028003,alveolar capillary type 2 endothelial cell,59540,0.028276151918274664
celltypist,http://purl.obolibrary.org/obo/CL_1001603,lung macrophage,48340,0.028960111572104683
celltypist,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,43588,0.017232151058393992
celltypist,http://purl.obolibrary.org/obo/CL_0000913,"effector memory CD8-positive, alpha-beta T cell",42842,0.010314804823144154
celltypist,http://purl.obolibrary.org/obo/CL_0000669,pericyte,38198,0.01524759251449345
celltypist,http://purl.obolibrary.org/obo/CL_1000413,endothelial cell of artery,32586,0.013157646759267566
celltypist,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell,27326,0.010745827080071966
celltypist,http://purl.obolibrary.org/obo/CL_0000165,neuroendocrine cell,26492,0.005187644645739637
celltypist,http://purl.obolibrary.org/obo/CL_1000414,endothelial cell of venule,24956,0.009324913888869723
celltypist,http://purl.obolibrary.org/obo/CL_0000097,mast cell,23890,0.008416563641500232
celltypist,http://purl.obolibrary.org/obo/CL_0002399,CD1c-positive myeloid dendritic cell,22394,0.007137674482824451
celltypist,http://purl.obolibrary.org/obo/CL_0000583,alveolar macrophage,22380,0.025141963980673702
celltypist,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,20570,0.00789110361379995
celltypist,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell,12250,0.008319797500273684
celltypist,http://purl.obolibrary.org/obo/CL_0002241,pulmonary interstitial fibroblast,10374,0.005920076561903614
celltypist,http://purl.obolibrary.org/obo/CL_4028006,alveolar adventitial fibroblast,9494,0.00784282831406199
celltypist,http://purl.obolibrary.org/obo/CL_4033022,mucus secreting cell of bronchus submucosal gland,7790,0.0016139071941847062
celltypist,http://purl.obolibrary.org/obo/CL_4033043,lung interstitial macrophage,7396,0.007081504040485204
celltypist,http://purl.obolibrary.org/obo/CL_0000236,B cell,6544,0.0048478971400301605
celltypist,http://purl.obolibrary.org/obo/CL_0000186,myofibroblast cell,6056,0.004555787677529879
celltypist,http://purl.obolibrary.org/obo/CL_4033005,serous secreting cell of bronchus submucosal gland,5188,0.0019390977958128406
celltypist,http://purl.obolibrary.org/obo/CL_0000313,serous secreting cell,3614,0.0010558239898005274
celltypist,http://purl.obolibrary.org/obo/CL_0002394,CD141-positive myeloid dendritic cell,3348,0.0010493492713137204
celltypist,http://purl.obolibrary.org/obo/CL_0010003,AT0,3138,0.003209700157377114
celltypist,http://purl.obolibrary.org/obo/CL_4033044,deuterosomal cell,2598,9.755898370296328E-4
celltypist,http://purl.obolibrary.org/obo/CL_4033041,CCL3-positive alveolar macrophage,2510,0.0011622922400522503
celltypist,http://purl.obolibrary.org/obo/CL_1000491,mesothelial cell of pleura,2288,7.760553891871374E-4
celltypist,http://purl.obolibrary.org/obo/CL_0002480,Goblet (nasal),1862,0.0010541100624020356
celltypist,http://purl.obolibrary.org/obo/CL_0000784,plasmacytoid dendritic cell,1788,9.720517591990474E-4
celltypist,http://purl.obolibrary.org/obo/CL_0000576,monocyte,932,9.882096038400035E-4
celltypist,http://purl.obolibrary.org/obo/CL_0005006,ionocyte,902,3.863396732886515E-4
celltypist,http://purl.obolibrary.org/obo/CL_0000084,T cell,888,2.87273557126761E-4
celltypist,http://purl.obolibrary.org/obo/CL_4033042,metallothionein-positive alveolar macrophage,864,3.820557170853009E-4
celltypist,http://purl.obolibrary.org/obo/CL_4033023,airway submucosal gland collecting duct epithelial cell,696,4.813031223201426E-4
celltypist,http://purl.obolibrary.org/obo/CL_0001056,"dendritic cell, human",682,5.955262023951138E-4
celltypist,http://purl.obolibrary.org/obo/CL_0002075,brush cell of tracheobronchial tree,636,3.3094934706073365E-4
celltypist,http://purl.obolibrary.org/obo/CL_0000037,hematopoietic stem cell,586,2.825096685151508E-4
celltypist,http://purl.obolibrary.org/obo/CL_0019003,tracheobronchial goblet cell,522,2.621810486366739E-4
celltypist,http://purl.obolibrary.org/obo/CL_4023054,mesothelial fibroblast,310,1.9385281320332795E-4
popv,http://purl.obolibrary.org/obo/CL_0002063,pulmonary alveolar type 2 cell,527984,0.25767388556323456
popv,http://purl.obolibrary.org/obo/CL_0002144,capillary endothelial cell,312082,0.14287375299810492
popv,http://purl.obolibrary.org/obo/CL_0000624,"CD4-positive, alpha-beta T cell",286156,0.11183563980437633
popv,http://purl.obolibrary.org/obo/CL_0000057,fibroblast,209090,0.11681524902441463
popv,http://purl.obolibrary.org/obo/CL_0002062,pulmonary alveolar type 1 cell,165764,0.0933413394389987
popv,http://purl.obolibrary.org/obo/CL_0000235,macrophage,74502,0.0679332749591399
popv,http://purl.obolibrary.org/obo/CL_0000158,club cell,60728,0.03261363352752144
popv,http://purl.obolibrary.org/obo/CL_0002543,vein endothelial cell,49106,0.021980118025982563
popv,http://purl.obolibrary.org/obo/CL_1000271,lung ciliated cell,48824,0.02384937746935776
popv,http://purl.obolibrary.org/obo/CL_0000775,neutrophil,33052,0.022931201016681557
popv,http://purl.obolibrary.org/obo/CL_0000646,basal cell,26852,0.011476601572365087
popv,http://purl.obolibrary.org/obo/CL_0000860,classical monocyte,22084,0.016040497619142443
popv,http://purl.obolibrary.org/obo/CL_0000669,pericyte,21986,0.013069726315834881
popv,http://purl.obolibrary.org/obo/CL_0000767,basophil,14520,0.008686752100817307
popv,http://purl.obolibrary.org/obo/CL_1000413,endothelial cell of artery,11210,0.005970591760774755
popv,http://purl.obolibrary.org/obo/CL_0000875,non-classical monocyte,9370,0.009599398531147059
popv,http://purl.obolibrary.org/obo/CL_0000814,mature NK T cell,9246,0.008192392473425073
popv,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,8498,0.007508531976621266
popv,http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T cell",7478,0.004975462058744435
popv,http://purl.obolibrary.org/obo/CL_0002370,respiratory goblet cell,6918,0.0037855275453926003
popv,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,5140,0.004801080885210292
popv,http://purl.obolibrary.org/obo/CL_0001050,"effector CD8-positive, alpha-beta T cell",4900,0.0021696490683456196
popv,http://purl.obolibrary.org/obo/CL_0002598,bronchial smooth muscle cell,4594,0.003296813031002355
popv,http://purl.obolibrary.org/obo/CL_0000236,B cell,3140,0.004003492958368063
popv,http://purl.obolibrary.org/obo/CL_0000359,vascular associated smooth muscle cell,1396,0.0011270916911980042
popv,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell,1204,0.001934573740646044
popv,http://purl.obolibrary.org/obo/CL_0001044,"effector CD4-positive, alpha-beta T cell",568,2.8912059570689947E-4
popv,http://purl.obolibrary.org/obo/CL_2000016,lung microvascular endothelial cell,566,3.315564481122611E-4
popv,http://purl.obolibrary.org/obo/CL_1000331,serous cell of epithelium of bronchus,528,0.003551288753301279
popv,http://purl.obolibrary.org/obo/CL_4028006,alveolar adventitial fibroblast,224,3.227240889150376E-4
popv,http://purl.obolibrary.org/obo/CL_0002393,intermediate monocyte,194,3.2736172869689224E-4
popv,https://purl.org/ccf/ASCTB-TEMP_pneumocyte,pneumocyte,172,1.1509737435956959E-4
popv,http://purl.obolibrary.org/obo/CL_0000071,blood vessel endothelial cell,94,2.1665199752996157E-4
popv,http://purl.obolibrary.org/obo/CL_0017000,pulmonary ionocyte,48,2.393936266006934E-4
popv,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell,36,4.148194070976655E-4
popv,http://purl.obolibrary.org/obo/CL_0000784,plasmacytoid dendritic cell,32,5.22671852861836E-4
